# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.125
#         # Redshift Binning: 5 bins (0.001 ≤ z ≤ 2.5)
#         # for n(z) Euclid-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 100
#         #   - l_bins: 80
#         #   - l_max (WL): 1500
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.06
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 0.1446
#             #       - eta1_IA: 2.21
#             #       - beta_IA: 0.0
#             #       - a2_IA: 1.0
#             #       - eta2_IA: 0.0
#             #       - b1_IA: 1.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.000644866570625114
#             #       - Omega_nu: 0.0013946076354349349
#             #       - Omega_cb: 0.3086053923645651
#             #       - Omega_c: 0.2595569494579907
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameter priors:
#         
#            #       - Omega_c: [0.1,0.8]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: [0.0,0.5]
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - a2_IA: 1.0
#            #       - eta2_IA: 0.0
#            #       - b1_IA: 1.0
#         ##############################################################
#              Omega_c          Omega_b          h          log10As          ns          Mnu          log10T_AGN          a1_IA          eta1_IA        log_w   log_l
3.170294395478642779e-01 3.768528067785099911e-02 9.673345378248622284e-01 2.022441560370043856e+00 7.966283288230913140e-01 2.645307695125340697e-01 8.022010074091809884e+00 1.057990863395855463e+00 5.881382165434603237e-01 -1.089680587582120097e+01 -2.902801803545600023e+01
2.831670535922189424e-01 6.051961061188930457e-02 8.731844606475479553e-01 2.291308299984796459e+00 1.033704000583212324e+00 8.536704912014547730e-02 8.199873444444907733e+00 1.052309653570709713e+00 4.377104469279045063e-01 -9.604315130520241439e+00 -2.773552729015504070e+01
2.605378885306120496e-01 6.933522933921099085e-02 7.700614251594274373e-01 2.778376409210016718e+00 1.078604513805218268e+00 1.032310847200667014e-01 8.115023523387536741e+00 1.250024100202641542e+00 2.334310800295114063e-01 -1.061296972389018123e+01 -2.874418188352498049e+01
2.952971623069149398e-01 5.825769686233468053e-02 9.849888732705386341e-01 2.085157121803112634e+00 9.186643041323641068e-01 2.206061903934140034e-01 8.015742711913855345e+00 1.294147348948120779e+00 1.895272623102970400e-01 -9.692559347332867503e+00 -2.782377150696766677e+01
2.955971759999803106e-01 6.619860028039539768e-02 9.278073431718413255e-01 2.254599549917535750e+00 9.207766349206173428e-01 1.915077269839460805e-01 7.961537168754778016e+00 1.155230909386797400e+00 3.342326197234148921e-01 -9.806395148062037492e+00 -2.793760730769683676e+01
2.635451538623121426e-01 6.575381618331888056e-02 9.480975087143367341e-01 2.348878771584155700e+00 1.040726864892793868e+00 2.781934327930890571e-01 8.207770548552481671e+00 1.008260903784321982e+00 5.085944382964537880e-01 -1.110298603629882308e+01 -2.923419819593361879e+01
3.114241960831455880e-01 4.734803991130404066e-02 7.804485308477959737e-01 2.385252972154871198e+00 9.681545734322412056e-01 2.303205939965594640e-01 8.163455053403001926e+00 1.265004029771379379e+00 8.752991162400025615e-02 -1.067248012078844255e+01 -2.880369228042323826e+01
3.024714780767742695e-01 3.961388722823432074e-02 9.501592686117078523e-01 2.092240655720567943e+00 8.636664455728515488e-01 3.440030301041119287e-01 8.078325637592525865e+00 9.944316178965184605e-01 5.659385245456878266e-01 -1.002401487859631146e+01 -2.815522703823111073e+01
2.849208428710848229e-01 3.607428205004782618e-02 9.417736748958659421e-01 2.222257606467399782e+00 8.570147947470638794e-01 3.478632432208658698e-01 8.060687072247363361e+00 1.180176299549019703e+00 2.818557889321340326e-01 -1.032257890148446933e+01 -2.845379106111927214e+01
2.744626723807978008e-01 6.711453186147493810e-02 9.393862879200137739e-01 2.256306511634218914e+00 1.066205453753982901e+00 3.121473832257015690e-01 8.249189833368376412e+00 9.886915246961649473e-01 6.614956196114469833e-01 -1.056064460475668199e+01 -2.869185676439148480e+01
2.421133244357956127e-01 7.961515996276263829e-02 8.626365111566969279e-01 2.708590991947733784e+00 1.107981117566301243e+00 1.398248771227266207e-01 8.044536494358547785e+00 1.174237217886666684e+00 3.113380635681304298e-01 -1.046696557044062814e+01 -2.859817773007542385e+01
2.894725211928886877e-01 6.851500132047268210e-02 8.068989475690613311e-01 2.423785645597133609e+00 1.089185501956714264e+00 9.327858270243205574e-02 8.273110075573766764e+00 1.099708984659471867e+00 5.014929134826502377e-01 -1.207546060273578092e+01 -3.020667276237057663e+01
2.660574734378071127e-01 4.563512702104945140e-02 9.722440730462236225e-01 2.252181511057565810e+00 9.072046268844391470e-01 4.692028803618353283e-03 8.179423775951452313e+00 1.147962866212911770e+00 3.987475515955107852e-01 -1.097156152950909558e+01 -2.910277368914389484e+01
2.950885384524675747e-01 4.003422985393857020e-02 8.648746254360775154e-01 2.267268253179918869e+00 9.497486832223579478e-01 3.969699872707393440e-01 8.144191949572633149e+00 1.217390028203057639e+00 2.846319732641351408e-01 -1.049192044457227979e+01 -2.862313260420707905e+01
2.578493240204242642e-01 8.390004383532452537e-02 7.740361143337217698e-01 2.839021087451611969e+00 1.159387852795931151e+00 3.583273844523977569e-01 8.064733506475445068e+00 9.670060690988355745e-01 6.590799954642765357e-01 -1.133060153904531830e+01 -2.946181369868011757e+01
2.774517049049128325e-01 6.136069978369619593e-02 7.409303471951262932e-01 2.605839842795587113e+00 1.133957241384679460e+00 6.651088663388171618e-02 8.241512046540636405e+00 1.140228806494041791e+00 3.805998034985780265e-01 -1.044026740478561521e+01 -2.857147956442041448e+01
2.694537647794568169e-01 7.236691079703568008e-02 9.597650944512189364e-01 2.387515209537035332e+00 9.591679636490808569e-01 2.032962833196616526e-01 8.001005130749220484e+00 1.243669279429246544e+00 1.000579787852293734e-01 -1.138658647181890871e+01 -2.951779863145370442e+01
3.036059692804018995e-01 7.366172816942183343e-02 7.021834174467728173e-01 2.622556696329519266e+00 1.098024785954019311e+00 6.475127777186173716e-03 8.256736484659661812e+00 1.097425819345819065e+00 4.393650109645141910e-01 -1.180275551310855775e+01 -2.993396767274335346e+01
2.970329116345891141e-01 4.842199408064373073e-02 8.412944839735843061e-01 2.331727894645798660e+00 9.307022720985392850e-01 1.942216446898335502e-01 7.962612100600720666e+00 1.212652905196609510e+00 2.188927803973115260e-01 -1.050407647105011222e+01 -2.863528863068491148e+01
2.774969825127824308e-01 8.386303199257107155e-02 8.940361594341259543e-01 2.363502424128058443e+00 1.090671596679565258e+00 7.387179720839298636e-02 8.212037601933507958e+00 9.234010785970596658e-01 7.213037900398910907e-01 -1.173274777980432049e+01 -2.986395993943912330e+01
2.812943459127799639e-01 3.781218510510178654e-02 9.980227584043420697e-01 2.147513603416070893e+00 8.528452121410314835e-01 3.305074476399410544e-01 8.144761659155467015e+00 1.283796967419922552e+00 1.144217881428808425e-01 -1.049489930219822753e+01 -2.862611146183303035e+01
2.818450631045027466e-01 7.088419149250496654e-02 7.603961574336501883e-01 2.581646200753795029e+00 1.124353456111087723e+00 6.299539360326622539e-03 8.298105759406608328e+00 1.157965850907944905e+00 3.241375910933239624e-01 -1.446093596687425276e+01 -3.259214812650905202e+01
2.654036626945487365e-01 7.990218831871179206e-02 9.418560013500780759e-01 2.327761270271787808e+00 1.093194247361154670e+00 1.023962953311419177e-01 8.236924180617533509e+00 1.071188100336089910e+00 3.824258209398703201e-01 -1.079849160811198061e+01 -2.892970376774678343e+01
2.829285347150498064e-01 9.220957418700742592e-02 7.594112663801915186e-01 2.652058016349425174e+00 1.189039361341713619e+00 2.134688724811640848e-01 8.280213433717841909e+00 1.137173222569125564e+00 2.621755483726904146e-01 -9.949559377184144182e+00 -2.808077153681894345e+01
3.129082685677763154e-01 4.721214520229359557e-02 9.528032113549100846e-01 2.004911822354447093e+00 9.040477822788204332e-01 3.312045556441639560e-01 8.124204648401113005e+00 1.153394420808559140e+00 4.271532982425219060e-01 -9.363327689744409099e+00 -2.749453984937920836e+01
2.851764406586932976e-01 4.673457225618996708e-02 9.184392886255363653e-01 2.200458702515029064e+00 9.593690990020529163e-01 2.135934709325041370e-01 8.256980030106147339e+00 9.923943816379123817e-01 7.696039754339087935e-01 -9.988240604400424161e+00 -2.811945276403522342e+01
3.024391594936031158e-01 6.665103097225007212e-02 9.719024346944815651e-01 2.127157847961694603e+00 9.619709644132448112e-01 4.665605174399139465e-01 8.207374060952222550e+00 9.508923982141670450e-01 6.205813791397138957e-01 -1.046980433416504042e+01 -2.860101649379983613e+01
2.656433187482415414e-01 7.669042935731613941e-02 9.519965729373928154e-01 2.406647315096272610e+00 9.951662845884079456e-01 1.638330559348724624e-01 8.079116229801257987e+00 1.012542817055141597e+00 5.327716204463488481e-01 -1.138210175455976980e+01 -2.951331391419456907e+01
3.016295957939044148e-01 3.392712228047613243e-02 8.621761347549823373e-01 2.201882645894105650e+00 9.288215971351221345e-01 3.140977774584031157e-01 8.268077635553307658e+00 1.153093152478344763e+00 3.647759406140966831e-01 -9.761461700383527784e+00 -2.789267386001833060e+01
2.912659837439799948e-01 5.635873012990671310e-02 9.059442097488590306e-01 2.167941353785614034e+00 1.008838583849123616e+00 1.596172154485721029e-01 8.299922557419229463e+00 1.092687589860421582e+00 5.320904335993503764e-01 -9.800797422062039743e+00 -2.793200958169683901e+01
3.218860575112158506e-01 3.183864702776060401e-02 8.469164183347002162e-01 2.125680790829081790e+00 8.852070043108785091e-01 2.615475353757872323e-01 8.201875923963612536e+00 1.278651977826736008e+00 1.883274472135800792e-01 -1.021476796282031785e+01 -2.834598012245511711e+01
2.497969987918177426e-01 9.281472129422199679e-02 9.853188198793521035e-01 2.441030627190680757e+00 1.140169109930100788e+00 4.401643303009714070e-01 8.168837130902351973e+00 9.590977369862399016e-01 6.563215684482228696e-01 -9.813027095874971906e+00 -2.794423925550977117e+01
2.470029905327272013e-01 8.920563816793268541e-02 9.302345196560454221e-01 2.534472944213545187e+00 1.132324963797875172e+00 2.699599349494805067e-01 8.058159386061179319e+00 1.104250320056895163e+00 5.035138238132885746e-01 -1.106566143905755695e+01 -2.919687359869235976e+01
2.618958748227920852e-01 6.503713921234322015e-02 9.878778935992694743e-01 2.288631721667317098e+00 9.796836075298165358e-01 7.530072240048424348e-03 8.163394115818539021e+00 1.194279543875501837e+00 1.732365809095748332e-01 -1.049441253714109479e+01 -2.862562469677589050e+01
3.010055800139945781e-01 3.579358713645830470e-02 8.109066074209850816e-01 2.381538986341532826e+00 8.728412701955956532e-01 1.186232364754805091e-01 8.276527810855188960e+00 1.028262775257253736e+00 4.478308289722798818e-01 -1.071166092598218000e+01 -2.884287308561697927e+01
3.035430276084984946e-01 1.755729717805943821e-02 9.946449081404229453e-01 2.000117141178260560e+00 6.891240281450133898e-01 6.676947658638288097e-02 7.960239599432651580e+00 1.069072541798897547e+00 4.875305664356606172e-01 -9.826910888734722960e+00 -2.795812304836951867e+01
2.832109584578625938e-01 4.998078105880209010e-02 9.488066187286685604e-01 2.200102344894396378e+00 9.378442434694288510e-01 3.465314146904410197e-01 8.057493897551125883e+00 1.080765309811270392e+00 5.318836513862290616e-01 -1.157551762821363894e+01 -2.970672978784843821e+01
2.906940323727877362e-01 4.667928523472197194e-02 9.415090552464839835e-01 2.182475969198801380e+00 9.301723066350607860e-01 3.862204893689937801e-01 8.169597423879897846e+00 1.020130636902480070e+00 5.326913290417767399e-01 -9.941253788922033152e+00 -2.807246594855683242e+01
2.554697733471125165e-01 7.741498938711272038e-02 9.915900197467419908e-01 2.355147826945972689e+00 1.072616534729535553e+00 4.307263570755932025e-01 8.064681703026444382e+00 9.552307567728561821e-01 7.313526562926710994e-01 -9.740820984964919660e+00 -2.787203314459971537e+01
2.537225801662140179e-01 7.164568722555078595e-02 6.969173817697040807e-01 3.034561625753959824e+00 1.157022952272596550e+00 1.628676120507620007e-01 8.186348139705861726e+00 9.773818095852444543e-01 6.898534682398267393e-01 -1.492069345947091108e+01 -3.305190561910571034e+01
3.270507862210951244e-01 2.131496577065011139e-02 9.692529128201673450e-01 1.915089498687085001e+00 7.579752482932716751e-01 3.958115661630464688e-01 8.135486946695262844e+00 1.043613195322259379e+00 6.233094776116825386e-01 -9.880654682859784543e+00 -2.801186684249458381e+01
2.656709780421581679e-01 6.687143140427158350e-02 8.854449573616132163e-01 2.551454017153644394e+00 9.725039786985878454e-01 2.681734638931950743e-01 7.979106549859422692e+00 1.253915767237185896e+00 2.101910784206717508e-01 -1.086886590849236001e+01 -2.900007806812715572e+01
2.955955867687138916e-01 5.384732957797178088e-02 7.734290695315461095e-01 2.504052520448182051e+00 1.014074756541527123e+00 1.933487674400772294e-01 8.184868358946140177e+00 9.827488939488473463e-01 6.618783625106026136e-01 -1.097110141034135466e+01 -2.910231356997615748e+01
2.942550107823953542e-01 4.240574004305428663e-02 9.374638951354004046e-01 2.230141413357652258e+00 8.217011787923621524e-01 1.641722961771199252e-01 8.086937209335044230e+00 9.870330079259828082e-01 6.285759377775237411e-01 -1.103767045922794665e+01 -2.916888261886274947e+01
2.845657620309615110e-01 7.780934321733555536e-02 9.166488253179202461e-01 2.356302119183124155e+00 1.037026051729024623e+00 4.330110254466280617e-01 8.206770717863346221e+00 9.469224300498346736e-01 5.782700075307802834e-01 -1.063374587739328803e+01 -2.876495803702808729e+01
2.490361485939587005e-01 7.687583528451842618e-02 7.201814730037982004e-01 3.084766297912434840e+00 1.189723099277268492e+00 3.747777389478438859e-01 8.190162941168882327e+00 9.611975519821411851e-01 6.856231099656078243e-01 -1.069340912228459928e+01 -2.882462128191939854e+01
3.205926130878399283e-01 3.985391969499862963e-02 9.702133107378039245e-01 1.992660261716217018e+00 8.113613354702504665e-01 2.328849938318782731e-01 8.170003438927372130e+00 1.181246692256823216e+00 2.000068999863957586e-01 -1.116962099592313251e+01 -2.930083315555793178e+01
2.677200754512594205e-01 7.386564354882713124e-02 8.570695978385687308e-01 2.496953767104756139e+00 1.093131645090248627e+00 1.513368558605154290e-01 8.282808873938916960e+00 9.549136116063969837e-01 7.326798375104859318e-01 -9.718189955629874532e+00 -2.784940211526467024e+01
2.520334436153688906e-01 9.070042091495424119e-02 7.871939807915306897e-01 2.909958009334296491e+00 1.180391034352807456e+00 4.606780254959395582e-01 8.087167108933902782e+00 1.246311521366689767e+00 1.943110215678061081e-01 -1.079445581060277704e+01 -2.892566797023757985e+01
2.788338709739116017e-01 5.618659140281021674e-02 7.897981136956107040e-01 2.624087807658812110e+00 1.059144138281668646e+00 4.792425194434755120e-01 8.163763029555505923e+00 1.331769180178694612e+00 1.170357360603579977e-01 -1.048905978974695330e+01 -2.862027194938175256e+01
2.901371659092674693e-01 4.923200904564260100e-02 8.366491721336077880e-01 2.355221014059863283e+00 9.395130771139319492e-01 6.419735992432606952e-02 7.925563999512286628e+00 1.070203870868505547e+00 5.599524886942965907e-01 -1.060107444769440832e+01 -2.873228660732920758e+01
3.020749812822146052e-01 3.557935416340121670e-02 9.724335709375859782e-01 1.977161045207858958e+00 8.595085631392817005e-01 6.219567611946408281e-02 8.239606837081492330e+00 1.086355690272173824e+00 6.248293060924892117e-01 -1.048790595033447204e+01 -2.861911810996927485e+01
2.831040320835106483e-01 6.228782030072341214e-02 9.935856718771418628e-01 2.153102707858712161e+00 9.569882329221233164e-01 1.658783743759298934e-01 8.284966258335183298e+00 1.252413476956646399e+00 7.274928289530357972e-02 -1.050591606131961697e+01 -2.863712822095441268e+01
2.729509033997298273e-01 7.038481655769336653e-02 6.950808721491973374e-01 2.917172839704090581e+00 1.136847005867198224e+00 1.876907222777944306e-01 8.275207505024205545e+00 1.099427348644475444e+00 3.110438190371125344e-01 -8.642249699724935397e+00 -2.677346185935973111e+01
3.000807230148777038e-01 6.706402843232472932e-02 8.181514904353635043e-01 2.429394719503912725e+00 1.054187406700627827e+00 4.361994235885408022e-01 8.248046300486194582e+00 8.967958798923270081e-01 8.048880931226856106e-01 -1.173635810165113469e+01 -2.986757026128593395e+01
3.183220851831705667e-01 6.480850447490310584e-02 9.461382792003065756e-01 2.058363673701798735e+00 9.530093592639052869e-01 3.646810651286328531e-01 8.283652694056222288e+00 1.140644670456405052e+00 2.914664931249131286e-01 -1.099527930634635453e+01 -2.912649146598115735e+01
2.638384973892825558e-01 7.746341666532993719e-02 8.378363287500441015e-01 2.574970622660820219e+00 1.109836938869201095e+00 5.508820882225018423e-02 8.276762595689628910e+00 1.111812662216987491e+00 4.472143212983672456e-01 -1.116333638395175143e+01 -2.929454854358655069e+01
3.210935306863085814e-01 3.863709314200566847e-02 9.698807650817070636e-01 1.900501383786364240e+00 8.500348395952624925e-01 1.827670845024525481e-01 8.235967245481342403e+00 1.186660648956779696e+00 3.847398940295025938e-01 -1.220630016656621564e+01 -3.033751232620101490e+01
2.955528873228561726e-01 6.669456916291399695e-02 8.909954235698060998e-01 2.264169814768685285e+00 1.019346530960375752e+00 3.383616541756404583e-01 8.265930465314111686e+00 1.110896377811455338e+00 4.111796937040050892e-01 -1.144627107862874738e+01 -2.957748323826355019e+01
2.811098897503983562e-01 8.798070742949880285e-02 9.254839811086980061e-01 2.246005306702041349e+00 1.110670321180388109e+00 6.365843528119086159e-02 8.277782968760257987e+00 9.883605071217447247e-01 6.084265036832317008e-01 -1.033896236562145532e+01 -2.847017452525625458e+01
3.035127305490890048e-01 4.180763531529575749e-02 8.120869999391848726e-01 2.313664957290836099e+00 9.496549360549305652e-01 1.850965360285342087e-01 8.129626809564800993e+00 1.159796693265247924e+00 2.871697295360018387e-01 -9.564091857106269856e+00 -2.769530401674107267e+01
2.794375727989495406e-01 5.019383260400292479e-02 8.937854661079762675e-01 2.324211993819346844e+00 9.340856442519849256e-01 1.715951355408862344e-02 8.224931940519788043e+00 9.588417407840577056e-01 7.958270208819540059e-01 -1.053873938119048859e+01 -2.866995154082529140e+01
2.758097528699740009e-01 5.394393619526722389e-02 9.405661690359515825e-01 2.320076070310204130e+00 9.081560428148089947e-01 9.154845580873066657e-02 8.176685674623763944e+00 1.265994644551831527e+00 8.584367875810094972e-02 -1.065611461086936629e+01 -2.878732677050416555e+01
2.605228211724768261e-01 6.655677383860271468e-02 9.012858294610961440e-01 2.508385035994038947e+00 1.068559210240387580e+00 4.131691445207045787e-01 8.277887859282197169e+00 1.143214572657119454e+00 3.125721066243993818e-01 -1.007487352354608134e+01 -2.820608568318088061e+01
2.991352811694255598e-01 7.077646452453315029e-02 8.770959354435013955e-01 2.253541445265564214e+00 1.027382884591068635e+00 2.165630275433961249e-01 8.188778431402845115e+00 9.771923549268022313e-01 6.022235764561667537e-01 -1.063172100761428140e+01 -2.876293316724908067e+01
3.184401662644161801e-01 4.929843493929703807e-02 9.535886939489681691e-01 2.067370437787003468e+00 8.560826912964192292e-01 3.661371609657175785e-01 8.197923437091667154e+00 1.207986362137686953e+00 1.924735707320195388e-01 -1.028546880018057408e+01 -2.841668095981536979e+01
2.535206589267170463e-01 7.995075281031918668e-02 9.183317466758360581e-01 2.513045161872044186e+00 1.098807541755873585e+00 1.909241372406668691e-01 8.277456568131730918e+00 1.027276643131599165e+00 4.874742976292543162e-01 -1.009651397631098035e+01 -2.822772613594577962e+01
2.806772008936350149e-01 6.363185941878780894e-02 8.113064772192606355e-01 2.595781458891223359e+00 1.034279094739681382e+00 4.754230499816110567e-01 8.078439906714681484e+00 1.153021021561092319e+00 3.384447776738337410e-01 -1.060889137237240476e+01 -2.874010353200720402e+01
2.883827800284856080e-01 4.331559723144823987e-02 8.448460268545867624e-01 2.368398948001397830e+00 9.635859907664813262e-01 2.784792284780781002e-01 8.231269071628192435e+00 9.266567710050823692e-01 7.700763923181908055e-01 -1.154594188993007009e+01 -2.967715404956486580e+01
2.788423238462339748e-01 6.647481778788894013e-02 6.144944051161741472e-01 3.064414390278042077e+00 1.158465957950048475e+00 8.369128547610105162e-02 8.140593809865221075e+00 1.106390135690230814e+00 4.705910581180026142e-01 -1.298962132733818464e+01 -3.112083348697298391e+01
3.038320694972482250e-01 5.026815680325705249e-02 9.289007385959443530e-01 2.175052272331368997e+00 8.865275489540056508e-01 4.276947247031053778e-01 7.902224261576393793e+00 1.147802100417917082e+00 4.061321887388400498e-01 -1.069333830115396466e+01 -2.882455046078876748e+01
2.529953998308503427e-01 6.956995224693172941e-02 8.533970637502901191e-01 2.721918119085771970e+00 1.058091552967074245e+00 3.580198988235228086e-01 8.199520823720254370e+00 1.036007287183081438e+00 4.913055898119145226e-01 -9.734682379477412439e+00 -2.786589453911221170e+01
2.651365144891175696e-01 6.771736046234985706e-02 7.146070012800080917e-01 2.938345037544051852e+00 1.102294006051016684e+00 2.173206731714221185e-01 8.206328077165217394e+00 1.039205310919705028e+00 4.069094135629578446e-01 -9.337289720270270266e+00 -2.746850187990507308e+01
2.479025853827642734e-01 7.378430084937107059e-02 9.397461842616311456e-01 2.549073068709794221e+00 1.040042462358379716e+00 3.273588536593539655e-01 8.040654902388592262e+00 1.186157898153438417e+00 3.528493056066110967e-01 -1.117944001633167517e+01 -2.931065217596647798e+01
2.631044155596664047e-01 5.765195042323168623e-02 9.567637110971378700e-01 2.408792656397304999e+00 9.276277638199657005e-01 2.348303428653143454e-01 8.087632108064040537e+00 1.259835568256157501e+00 1.501903662129908668e-01 -1.067901976803407393e+01 -2.881023192766886964e+01
2.726046530730795725e-01 8.200236199296125073e-02 7.770676082611667201e-01 2.618411177783867227e+00 1.165198733312517554e+00 9.826167648424388723e-02 8.250730483297827433e+00 9.594666552859312247e-01 6.847893917396508101e-01 -1.042446308875525318e+01 -2.855567524839004889e+01
2.902944697954112918e-01 5.452511501516613124e-02 8.057232883797116330e-01 2.428599164382341691e+00 1.061097190382796818e+00 3.550787139073597887e-01 8.243887528001829779e+00 1.201166904897038812e+00 4.010511642873071381e-01 -1.115801865037632723e+01 -2.928923081001113005e+01
3.004558301247833851e-01 6.429228074917743563e-02 9.409404551014013407e-01 2.178991133043858053e+00 9.747843259042126007e-01 4.396748748799102491e-01 8.233809103548093589e+00 1.057731809728298167e+00 6.005679815791342691e-01 -1.063626962085087513e+01 -2.876748178048567439e+01
2.979867100479200448e-01 6.280256614083605526e-02 7.854912150800346105e-01 2.442321321926719246e+00 1.039308838441414862e+00 1.936735742154096496e-01 8.062068110924618836e+00 1.287053032007555942e+00 1.761342340645839499e-01 -1.074229770826340058e+01 -2.887350986789820340e+01
2.424260924786555971e-01 8.015533323246160080e-02 8.653129677680382326e-01 2.788068219250019020e+00 1.123641810091529969e+00 4.803439529075827497e-01 8.116351854576386415e+00 9.546144726939340686e-01 6.913941351496246668e-01 -9.771522115301237932e+00 -2.790273427493603720e+01
2.837200071955943148e-01 7.640506545702593910e-02 6.166357563416341447e-01 3.128927157180169338e+00 1.195304143889463822e+00 3.474853675857119129e-01 8.250983000486764141e+00 1.250490303009169857e+00 1.076036558398429932e-01 -8.105408632016354886e+01 -9.918529847979836234e+01
2.839840777670826766e-01 6.129020448545213079e-02 8.474263490090434559e-01 2.497130124922003702e+00 9.999937891158185987e-01 4.870909002819601152e-01 8.105480682374105683e+00 1.126678968683696880e+00 2.680949210215413103e-01 -1.027158026995166296e+01 -2.840279242958645867e+01
2.880784922621041355e-01 4.562073081348247405e-02 8.950800612346476726e-01 2.217029213500192331e+00 9.505269846373329834e-01 1.721282082638405098e-01 8.152215190861511473e+00 1.065486881711438016e+00 5.132355998651396689e-01 -1.036742504370855755e+01 -2.849863720334336037e+01
2.619657647359283081e-01 9.346166807438043012e-02 9.372360235091099501e-01 2.370756024331046596e+00 1.155141225435538210e+00 1.833038581898419617e-01 8.177709087437252222e+00 9.858044987842040641e-01 6.291568390011121892e-01 -1.072955395298804859e+01 -2.886076611262284430e+01
2.727759356744154928e-01 5.406389571163502938e-02 9.517807507618329943e-01 2.372950207178555537e+00 9.386418120107697938e-01 4.740319861332700224e-01 8.282586902355681957e+00 1.216285800208895651e+00 2.110575565062582371e-01 -1.000868019971999701e+01 -2.813989235935479982e+01
3.023171282516939340e-01 4.442083629654296206e-02 9.531658485196372599e-01 2.073379141873104903e+00 8.628623618029793718e-01 1.060265355093949480e-01 8.188014378755722689e+00 1.116553779032792626e+00 3.405603014776872328e-01 -1.042269789147233183e+01 -2.855391005110712754e+01
2.825378028424098131e-01 6.371795129787688472e-02 9.363082059310656735e-01 2.310334457034227462e+00 9.702178308368942794e-01 3.841595902151270225e-01 8.045830347496767843e+00 1.241730022481104534e+00 1.783689083458259717e-01 -1.193088406026401316e+01 -3.006209621989881597e+01
2.957842149528209785e-01 3.585112575062628787e-02 9.767107745668933694e-01 2.166290241101854974e+00 8.055070510202111400e-01 4.677751730655144158e-01 8.032541590592430225e+00 1.037089049178623767e+00 5.469049657607598647e-01 -1.033030246107339423e+01 -2.846151462070818994e+01
2.960726655891827708e-01 5.361547738103522587e-02 7.977556856905938520e-01 2.411070621361663946e+00 1.020737213764600693e+00 1.788047945295102026e-01 8.189058951814306653e+00 1.151515112123763451e+00 4.628368989710383019e-01 -1.172778494708001773e+01 -2.985899710671481699e+01
2.956580629553433592e-01 8.175938050532288726e-02 8.336992535109641889e-01 2.347122630835539070e+00 1.095811217100060020e+00 1.205786718761374665e-01 8.165272841644108937e+00 1.070009244309687801e+00 4.371390625872049185e-01 -9.792326110615903190e+00 -2.792353827025070245e+01
2.964740799311983421e-01 6.181327073132954208e-02 8.193192991712747730e-01 2.344695275829219661e+00 1.082678279726482895e+00 3.363021045154354627e-01 8.264164274619956174e+00 1.167873595652855201e+00 3.895628733486145023e-01 -1.036019623303918991e+01 -2.849140839267398917e+01
2.544728715284104159e-01 7.982827768314607053e-02 9.264286895736828509e-01 2.472578545768925995e+00 1.112072034912077623e+00 3.878929684058443073e-01 8.076223345200578052e+00 1.099385613028253772e+00 4.283583342124579474e-01 -1.043601539540103573e+01 -2.856722755503583855e+01
2.923708871117204899e-01 6.121342472955675074e-02 7.870765640880106329e-01 2.534386835032715446e+00 1.057311456491102586e+00 4.689350680783228587e-01 8.079703083196740465e+00 1.014707307020890958e+00 5.753256081339186423e-01 -1.033148868564990863e+01 -2.846270084528470434e+01
2.978655814878267138e-01 6.148593897064074526e-02 6.887029968737208296e-01 2.626664559227953166e+00 1.112971851779832821e+00 1.715361666959003273e-02 8.162133989475769624e+00 1.269034189084916164e+00 1.941613862818227787e-01 -9.652839941283097858e+00 -2.778405210091789712e+01
2.998746450636216032e-01 4.712437711139893376e-02 9.140786057156484734e-01 2.181216947845557641e+00 9.291345424953255661e-01 3.712191291897195544e-01 8.274929517551104396e+00 1.027770917220696134e+00 6.905827892404694524e-01 -1.041907872261788981e+01 -2.855029088225269263e+01
