# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.125
#         # Redshift Binning: 5 bins (0.001 ≤ z ≤ 2.5)
#         # for n(z) Euclid-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 100
#         #   - l_bins: 80
#         #   - l_max (WL): 1500
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.06
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 0.1446
#             #       - eta1_IA: 2.21
#             #       - beta_IA: 0.0
#             #       - a2_IA: 1.0
#             #       - eta2_IA: 0.0
#             #       - b1_IA: 1.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.000644866570625114
#             #       - Omega_nu: 0.0013946076354349349
#             #       - Omega_cb: 0.3086053923645651
#             #       - Omega_c: 0.2595569494579907
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameter priors:
#         
#            #       - Omega_c: [0.1,0.8]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: [0.0,0.5]
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - a2_IA: 1.0
#            #       - eta2_IA: 0.0
#            #       - b1_IA: 1.0
#         ##############################################################
#              Omega_c          Omega_b          h          log10As          ns          Mnu          log10T_AGN          a1_IA          eta1_IA        log_w   log_l
2.794666304170892457e-01 7.638271736858058547e-02 7.097766220779972990e-01 2.756280971141485736e+00 1.165719059225037491e+00 1.090388877671282231e-01 8.174278888645179819e+00 1.179046346116371602e+00 1.800505017676323760e-01 -9.774345229305133387e+00 -2.949561227706026756e+01
3.170274519534108104e-01 3.272138275040144262e-02 9.827405890525666710e-01 1.916942263119181256e+00 8.190432834455734223e-01 2.267739896638132358e-01 8.143852386194868842e+00 1.245126302391337703e+00 2.961206103291234015e-01 -8.279383179691137684e+00 -2.800065022744627186e+01
3.052779142896805409e-01 4.115936395672184500e-02 9.500761863205011704e-01 2.113136007554012430e+00 8.195817872280495298e-01 1.390260570234325144e-01 8.087442304528599024e+00 1.090130819395741746e+00 5.570850879662749833e-01 -1.005101121006209297e+01 -2.977227825781722359e+01
3.092462716206081375e-01 2.045612932477873167e-02 9.089809295905250108e-01 2.133208078322629042e+00 7.891707384308915829e-01 3.814849480631098411e-01 8.203460141602940681e+00 1.144799808315819512e+00 4.612966640824547326e-01 -1.255347395918877851e+01 -3.227474100694391268e+01
2.667946335882085407e-01 7.221780174563711963e-02 9.363652197538798738e-01 2.366268769169832975e+00 9.996521968214540088e-01 1.186310089896078224e-01 7.961906961375808223e+00 1.181182286831652384e+00 3.904915060152536199e-01 -9.855754388314302616e+00 -2.957702143606944034e+01
2.698485463483392688e-01 8.705483175488723524e-02 7.700893502469043916e-01 2.677220073108971032e+00 1.162124659746608391e+00 8.810308968321445278e-02 8.115888478013372875e+00 1.158995944813292489e+00 2.073369996011642513e-01 -1.049564409145674659e+01 -3.021691113921187721e+01
2.711930728795155510e-01 7.498533550547854809e-02 9.254292398324580615e-01 2.328388526226909949e+00 1.083423546447757735e+00 3.736608331078739020e-01 8.084943589374566031e+00 9.348163562586346842e-01 8.341086986396986092e-01 -1.071000601225577498e+01 -3.043127306001090915e+01
2.821012657190846151e-01 5.514711384460651428e-02 9.656937049729451550e-01 2.190618981685473088e+00 9.301350061137437786e-01 9.761370180040734867e-02 8.106752119836876602e+00 9.658996963390640289e-01 7.571276500022001699e-01 -1.089028892195537424e+01 -3.061155596971050841e+01
2.966170394719253034e-01 3.764922096111335964e-02 7.433763133972017823e-01 2.571345468754760333e+00 9.527234916940909848e-01 2.009842622755602104e-01 8.251099158009740364e+00 1.217625188917494938e+00 3.104475394766259555e-01 -1.035755557397579452e+01 -3.007882262173092869e+01
2.852888777557053279e-01 3.225721240767200071e-02 9.950812653147005360e-01 2.118841826119427285e+00 8.072270646615885559e-01 1.793746233813815483e-01 8.164335847881988073e+00 8.861185791921162291e-01 9.362738820158948982e-01 -1.108375624063803144e+01 -3.080502328839316917e+01
2.826614666264326559e-01 6.056893033948382299e-02 9.323986434985497285e-01 2.260413075370933278e+00 9.777727775599391880e-01 2.249640651031085681e-01 8.256271912293055237e+00 8.537790937287894621e-01 7.966038828421782014e-01 -9.683465557361692788e+00 -2.940473260511683051e+01
2.658325677686438349e-01 5.541081345700615141e-02 9.290663028600102402e-01 2.434318312109637894e+00 9.589410683126780022e-01 4.784956795676310604e-01 7.977076308691788853e+00 1.014589506498513316e+00 6.894964325629864277e-01 -9.203623249794880223e+00 -2.892489029755001440e+01
2.620373454049299555e-01 8.113998928069458827e-02 8.452290156287423084e-01 2.620910262735326235e+00 1.127597875217690726e+00 3.372019179851807880e-01 8.156846647885929613e+00 1.292372515508278141e+00 1.933862528789278556e-01 -1.016247731593222170e+01 -2.988374436368735587e+01
2.760401937190928856e-01 8.727547170656856090e-02 9.174664502812767131e-01 2.332109684479326983e+00 1.111914918319916179e+00 2.811752776329790038e-01 8.089917905309089718e+00 1.156366526344735135e+00 3.532032421996795790e-01 -1.119136296926643581e+01 -3.091263001702156998e+01
2.785242038799723985e-01 9.143119971802694812e-02 9.147229606491679155e-01 2.348563034857782839e+00 1.121116909317517729e+00 4.049401213959970547e-01 8.123461496502253354e+00 9.951002464544647097e-01 6.383156574285484552e-01 -9.524777090072284125e+00 -2.924604413782741830e+01
2.585916490822089964e-01 5.123279373485329496e-02 8.686655065687782784e-01 2.583660302632691863e+00 9.706373842994542311e-01 2.457700072371932221e-01 8.188469977036078262e+00 1.008852439388332911e+00 6.383042470019759662e-01 -9.503246648383601780e+00 -2.922451369613873950e+01
2.843137848457517602e-01 6.606374345254402425e-02 9.129971972697050742e-01 2.373328917308325625e+00 9.568372307213245387e-01 2.088194522937967812e-01 8.272044433157157428e+00 1.096039061093572187e+00 3.340812358066376220e-01 -1.013922030914955741e+01 -2.986048735690469158e+01
2.928824241398813588e-01 5.511156083043703552e-02 6.558891353196805163e-01 2.787828926465164336e+00 1.111760466105205403e+00 9.809539249965548713e-02 8.153135411811089028e+00 1.180360531791220247e+00 2.924543817900104870e-01 -9.581563961368104287e+00 -2.930283100912323846e+01
3.006153309572403565e-01 6.142492395405400180e-02 8.880755104755601037e-01 2.164757547176906716e+00 1.006449591461301418e+00 1.401342180016272865e-01 8.115528565987553122e+00 1.235370961160768388e+00 3.204279227626516402e-01 -9.177328464215300130e+00 -2.889859551197043075e+01
3.044296020481264131e-01 5.045075989100591268e-02 8.574831516696763689e-01 2.281115549577536150e+00 9.629182650705111479e-01 4.293761844954928630e-01 8.107479955684027573e+00 1.337851517315952421e+00 1.423031028048740154e-01 -9.571636160462752230e+00 -2.929290320821788995e+01
3.327720720842229918e-01 3.622542138688582269e-02 8.666490779651245813e-01 2.110068333142907537e+00 8.375754725704697146e-01 2.515734509574864552e-01 8.256009760543582487e+00 1.085163718539751798e+00 4.569537996334442909e-01 -1.247147028685495229e+01 -3.219273733461008646e+01
3.103715521896349694e-01 5.402274098514178030e-02 9.225709000021963258e-01 2.038000400538974688e+00 9.458337661140000519e-01 4.589832635218227264e-02 8.282422462116988626e+00 1.247068016403276580e+00 5.633107064993581048e-02 -1.030351044224171631e+01 -3.002477748999685048e+01
3.330160550414169029e-01 4.160804495667212721e-02 9.371190646726689222e-01 1.922598430462010954e+00 8.386497680621094464e-01 6.840536025215099292e-02 8.223671083720333286e+00 1.312399686938400478e+00 3.618999194976968425e-02 -1.013829200517606210e+01 -2.985955905293119628e+01
2.682532458419500943e-01 9.320923726050958646e-02 8.257060205104722606e-01 2.693715665850570318e+00 1.118260006997666478e+00 4.080064207297633971e-01 7.995926349981751891e+00 1.134788155410736188e+00 3.911447277763304697e-01 -9.410709168171116801e+00 -2.913197621592625453e+01
3.000294931919357810e-01 6.042969805549780471e-02 7.781534975577412139e-01 2.405264293990627245e+00 1.077229160440963396e+00 1.359282943032558699e-01 8.267733978799711281e+00 1.096617027079348716e+00 5.052645848474810464e-01 -1.311121614058085072e+01 -3.283248318833598489e+01
2.784141466052528768e-01 8.577939731801527412e-02 9.097635886129403771e-01 2.323450401454005387e+00 1.049056633466964650e+00 1.772064811735807321e-02 7.927190520298405652e+00 1.046788498918855836e+00 5.854370379418423198e-01 -9.478416057876074774e+00 -2.919968310563120895e+01
2.689466768580285327e-01 8.771869608453244926e-02 9.236287018849325126e-01 2.339208442369121954e+00 1.090160355550851001e+00 1.707766822563044906e-02 8.033272945746634974e+00 9.294916649922111418e-01 7.565452638236349614e-01 -9.683742743360589600e+00 -2.940500979111572732e+01
3.055976335618657558e-01 5.108235747016168921e-02 9.165207390469677362e-01 2.189557188755276051e+00 9.093598083227268924e-01 4.836401997789951390e-01 8.022985677497329604e+00 1.314082621826989872e+00 4.957381601604637922e-02 -9.469650626803364446e+00 -2.919091767455850217e+01
3.132828567699292299e-01 3.756520009914264546e-02 8.731072563517728868e-01 2.206037937713496433e+00 8.213151444411347368e-01 1.200583276262175980e-01 8.174836601072115627e+00 1.079044374951445562e+00 3.434648993696232111e-01 -1.027759326276238738e+01 -2.999886031051751800e+01
2.820365282171938270e-01 6.698350948014519801e-02 6.416166467622023140e-01 2.977429084779204871e+00 1.177251109755139691e+00 2.150711317100693631e-01 8.230666992892800238e+00 1.083209446396889319e+00 3.827838738759936632e-01 -8.633146423969535022e+00 -2.835441347172466919e+01
3.105645379195426381e-01 5.643645577298000288e-02 7.164984565793346416e-01 2.516599929162303795e+00 1.014525865844765118e+00 1.058941607940960816e-02 8.079339241416494843e+00 1.292242473350572851e+00 1.832037197147275975e-01 -1.025054086121459562e+01 -2.997180790896972979e+01
3.060914410186349466e-01 2.443820016742842549e-02 9.341921372097123921e-01 2.130973402428800956e+00 7.965976558872791546e-01 4.965371266544885143e-01 8.161400435581557034e+00 1.001873302929395138e+00 7.441070193572416613e-01 -1.167651266487889217e+01 -3.139777971263402634e+01
2.972209539527310707e-01 7.285540238757602649e-02 8.456524112956753658e-01 2.415079297911200129e+00 1.044812532811890460e+00 4.790547751875054439e-01 8.202421831322194379e+00 1.105027974491592957e+00 2.262099193646429640e-01 -1.010071152568843900e+01 -2.982197857344357317e+01
2.982948398434999149e-01 4.881243392948324961e-02 9.431208552116872035e-01 2.048752362072167710e+00 9.465186011590063231e-01 9.210747489986820247e-02 8.228135751774592777e+00 1.134872432885709159e+00 5.373412154666468155e-01 -9.334222527238544842e+00 -2.905548957499368257e+01
2.787119245351282748e-01 4.206141412188579842e-02 9.208376515460268141e-01 2.208603589077035245e+00 9.522327084188438873e-01 1.731818962238017567e-01 8.189671799621960346e+00 9.142278636160305894e-01 8.556056793341362265e-01 -1.110482509942646345e+01 -3.082609214718159762e+01
2.862241235478966694e-01 5.916868492111505839e-02 9.115011598303326412e-01 2.343293429369959213e+00 9.452299587556446392e-01 4.299350707921910097e-01 7.987253037815197132e+00 1.113127402621218565e+00 2.755057248018877303e-01 -1.042196748287330621e+01 -3.014323453062843683e+01
3.384623554787752342e-01 1.718037884426616355e-02 9.780042692160735296e-01 1.792701980928685268e+00 7.381062617008881110e-01 2.034971249911143865e-01 8.261043986974861753e+00 1.261380326824550480e+00 2.191274475944782196e-01 -1.112800019630700632e+01 -3.084926724406214049e+01
2.760855879427521753e-01 7.708446228864455907e-02 7.563474790499070677e-01 2.779944716220983381e+00 1.108946337466438781e+00 3.346318230032936381e-01 8.259482621221685861e+00 1.022240616001707458e+00 5.262685759299419175e-01 -1.093200848196314467e+01 -3.065327552971827885e+01
3.031506330765273982e-01 5.615750442245215357e-02 7.869782253970790675e-01 2.497076185022001127e+00 1.004732850274949296e+00 4.760194911601006718e-01 8.108269490047080197e+00 1.321374322802317813e+00 3.800468624510777715e-02 -8.841472237981228943e+00 -2.856273928573636312e+01
2.603253873523910800e-01 7.166259972657389177e-02 8.309697293746689528e-01 2.694727657098329843e+00 1.055976654158880645e+00 2.181510644538668386e-01 8.177156586961693563e+00 1.009801001019672739e+00 6.157446694871584469e-01 -1.013563510252264876e+01 -2.985690215027778649e+01
3.012052917948105923e-01 5.443134317617707302e-02 8.433102819561407726e-01 2.254898869866232225e+00 9.804429997364636495e-01 5.370767928968644966e-02 8.195625989577903781e+00 1.308277366361874527e+00 -2.843580279008151024e-02 -9.720984966653269055e+00 -2.944225201440840323e+01
3.202407133303597497e-01 1.898804441912323171e-02 9.289562630010941291e-01 2.071816703646065516e+00 7.140524232573125518e-01 2.888588996733831848e-01 8.033932687864282940e+00 1.192645283018362257e+00 2.221962401650623420e-01 -1.154092885747602537e+01 -3.126219590523115599e+01
2.952804137205943258e-01 3.042935958588485063e-02 8.875389213288891188e-01 2.203031096494032948e+00 8.853012857267527069e-01 3.358782741203547029e-01 8.102546615128085605e+00 1.067744383653630891e+00 5.774166210299034319e-01 -1.004571530611085706e+01 -2.976698235386599478e+01
3.033135772903344796e-01 5.553894664389173036e-02 8.052338779255672208e-01 2.393061368867070993e+00 9.751335543901862302e-01 2.570276611961045954e-01 7.970089077739674011e+00 1.065287768399452162e+00 5.141873243976711194e-01 -1.013312549105639704e+01 -2.985439253881153476e+01
3.034392681494232358e-01 6.031878674476848917e-02 8.240165224187212534e-01 2.300164933358747721e+00 9.942297032262996659e-01 7.435320211888046815e-02 8.012212191691581609e+00 1.307015254883626909e+00 1.054541263994881461e-01 -1.004739782976003681e+01 -2.976866487751517099e+01
2.858986028809411550e-01 5.629299952114518585e-02 8.935886239507561113e-01 2.361966111675321223e+00 9.358916749042545113e-01 2.635953011439669535e-01 8.056242082811369443e+00 1.224312501447847978e+00 1.366137018737845210e-01 -9.931422206009905551e+00 -2.965268925376504328e+01
3.044090560517691557e-01 4.102319029899127029e-02 9.549939558640994086e-01 2.138526310376024142e+00 8.437745472242610401e-01 3.786933179794054749e-01 8.211451323830203819e+00 1.056086540886552960e+00 5.338717386431612866e-01 -1.028590111066215229e+01 -3.000716815841728646e+01
2.861497799445137380e-01 4.348677961352046678e-02 9.826479477010682251e-01 2.201231314938236761e+00 8.481203610886720590e-01 4.058585201060593839e-01 8.062475668825765496e+00 1.219155519296482915e+00 6.387913910124254357e-02 -1.027231984373113249e+01 -2.999358689148627022e+01
2.484943316356257870e-01 7.289867002224208192e-02 8.173113191159830926e-01 2.749349071144266521e+00 1.090276905829868692e+00 1.027679662926184734e-01 8.047436174192103664e+00 1.211901004244011482e+00 3.259428965675770229e-01 -1.019900337797071899e+01 -2.992027042572585316e+01
2.831547445080261349e-01 7.486741238967072054e-02 6.560379044168365148e-01 2.915713496465782484e+00 1.147721740441493221e+00 7.820679143354819507e-02 8.116484362137731168e+00 1.080943315424905293e+00 3.758726434496351132e-01 -7.978442681014506377e+00 -2.769970972876964410e+01
2.654423529146658911e-01 6.370421557420111180e-02 9.467983831831602304e-01 2.445204258399518604e+00 9.258766646676899192e-01 3.211400920339899101e-01 7.934941879867976944e+00 1.262793589968786989e+00 1.109493422479808089e-01 -1.139050424672080197e+01 -3.111177129447593970e+01
2.803575572526194049e-01 5.049386614818117403e-02 8.634398322838463535e-01 2.394299311333827340e+00 9.387241637438792363e-01 1.723780061342796155e-01 7.896091880991129131e+00 1.157990644790430679e+00 4.228085112796984291e-01 -9.643886893520040360e+00 -2.936515394127517808e+01
2.999528555849957367e-01 7.933021395842856927e-02 9.194208169022960453e-01 2.205705852433760494e+00 1.018077067799095126e+00 2.271969002529141690e-01 8.162082872245212783e+00 1.032684118414658236e+00 4.492048232054557388e-01 -1.142647552913302178e+01 -3.114774257688815950e+01
3.196822267083950786e-01 4.481764419865124499e-02 9.152082871969278166e-01 1.994684932496202379e+00 9.334182784772789843e-01 3.204018340383111285e-01 8.284281789255860673e+00 1.172984810268808964e+00 3.067622101080136332e-01 -9.536891269113802139e+00 -2.925815831686893631e+01
3.088980476743874437e-01 1.824173627990489932e-02 8.944511397018861665e-01 2.164884233068737895e+00 7.700253965726396865e-01 3.875172612362321467e-01 8.091664831358434284e+00 1.102832982784230254e+00 4.682866365382114537e-01 -1.067521617315372140e+01 -3.039648322090885202e+01
3.059242225774968515e-01 4.289116217930401959e-02 9.328576628895641765e-01 2.119441477441260435e+00 8.670633650926751201e-01 2.206933322136818698e-01 8.177173257783060478e+00 1.025617070649504470e+00 6.704364121033767887e-01 -9.279747043949285512e+00 -2.900101409170441968e+01
3.292863008539326231e-01 4.204462275951663386e-02 9.189750280017028317e-01 1.943399702018093977e+00 8.723901222014518453e-01 8.541469016176145290e-02 8.160022351693042353e+00 1.066431665182903998e+00 5.968199689752742287e-01 -9.511819307835267523e+00 -2.923308635559040169e+01
2.934386879693338668e-01 6.334214305084050201e-02 7.669930891500256198e-01 2.509769767682239472e+00 1.021986567346303998e+00 1.399365376672617733e-02 8.030550082947858215e+00 1.336529797736647041e+00 1.123755608339296330e-01 -9.381066666477920535e+00 -2.910233371423305471e+01
2.379208046193589110e-01 8.525147289982672183e-02 9.285144101566991104e-01 2.578718952559005295e+00 1.143658100646034015e+00 9.177367704978783847e-02 8.182328666286355912e+00 9.480193415079245511e-01 7.405285005680770638e-01 -1.010368346096644387e+01 -2.982495050872157805e+01
2.681557107189881384e-01 5.202524138677086518e-02 7.789844400155576665e-01 2.710981269148513562e+00 1.032859549853313519e+00 3.461429227819461940e-01 8.150213553331791871e+00 1.083320605840428996e+00 3.630856115555660679e-01 -1.039627747156766446e+01 -3.011754451932279864e+01
3.072350093731927023e-01 5.761010044950691522e-02 9.636038550606098596e-01 2.102923256550475184e+00 9.103131625316867037e-01 4.900245319727320470e-01 7.954662339837820895e+00 1.066999989731275633e+00 5.695884916959510491e-01 -9.525620722410813812e+00 -2.924688777016595154e+01
2.372643443052045997e-01 9.070161811232178850e-02 8.945457753283032609e-01 2.778352373115710705e+00 1.164621267351843237e+00 4.766157965411413899e-01 8.201772625302961472e+00 1.101301912033712860e+00 2.546131781793725679e-01 -1.142128527206183009e+01 -3.114255231981696426e+01
3.067284973286369953e-01 6.787722271279995889e-02 8.682286467038788924e-01 2.281970407740652185e+00 9.816619462212916591e-01 2.980029039972909022e-01 8.124352227887564837e+00 1.130024887491398289e+00 4.178826917318758660e-01 -1.053453225201834442e+01 -3.025579929977347859e+01
3.144594514693153098e-01 4.552103176457183292e-02 7.851569904635469221e-01 2.336715164511005582e+00 9.695288742892089751e-01 2.014200377254741214e-01 8.204417270909738491e+00 1.242571346665969578e+00 1.773197190384445676e-01 -1.271891557822123531e+01 -3.244018262597636948e+01
2.833975448696425814e-01 4.153522079794087080e-02 8.248569026341476818e-01 2.433067771662781986e+00 9.167319239173852274e-01 5.647948393787705079e-02 8.184675759531021555e+00 9.309925471276470077e-01 7.401759521432351718e-01 -9.765061205681980994e+00 -2.948632825343711872e+01
2.672610360716241029e-01 6.654654348364300032e-02 8.961898638513405846e-01 2.514380722624712128e+00 9.894804416501538080e-01 3.122837590213362602e-01 8.038067160096202812e+00 1.149024881097998829e+00 4.213812691133256294e-01 -9.705923639576070627e+00 -2.942719068733120480e+01
2.934597655639824554e-01 7.319731680769905879e-02 7.952751255092371796e-01 2.391729800258728833e+00 1.111126947978934965e+00 5.776771698662308552e-02 8.238551757885030469e+00 1.064245377053981478e+00 4.234077732831273977e-01 -9.037365014812877462e+00 -2.875863206256801163e+01
2.948037622129618951e-01 3.534489858278647145e-02 9.955755833599315707e-01 2.075852697033567118e+00 7.930422942533066344e-01 1.488502707159962135e-01 8.123320912478725120e+00 1.124307692513566437e+00 5.200301982873947182e-01 -1.017508185385792530e+01 -2.989634890161305592e+01
2.522349930049544442e-01 6.257633149027556907e-02 7.513788466340522998e-01 2.947378886488490224e+00 1.112226154186085170e+00 3.905606308094523582e-01 8.225201610142068631e+00 9.299491876897612030e-01 7.229687887257227885e-01 -1.154725142362983803e+01 -3.126851847138497575e+01
2.719399290983248729e-01 4.601130918750002963e-02 9.878349057942897860e-01 2.234134105329253828e+00 8.818039114551552426e-01 2.484457685579064545e-01 8.050732847669182846e+00 1.089492571032703694e+00 5.960526141544741918e-01 -1.095752070351311858e+01 -3.067878775126825275e+01
2.505604820464720772e-01 8.087313661629592920e-02 9.978009991683280955e-01 2.418006724592860035e+00 9.911721230530203819e-01 1.929237111412734906e-02 7.894867938131956642e+00 9.790223968060862703e-01 7.087739493353097942e-01 -8.831736151056531980e+00 -2.855300319881166615e+01
2.716518811411084977e-01 7.259064101779813538e-02 6.712470910208232500e-01 3.041974616474349524e+00 1.149704485659534869e+00 2.482838120859406916e-01 8.243978451318023204e+00 1.039877880897465801e+00 4.945845121906708997e-01 -8.977233275340623209e+00 -2.869850032309575738e+01
3.140348053198616096e-01 4.324608593745563057e-02 9.444347792032410371e-01 1.993286602248473205e+00 8.772338489754805124e-01 1.195377666309787035e-01 8.258599141632917195e+00 1.279547888774501985e+00 4.355490149611807027e-02 -9.073977583537057967e+00 -2.879524463129219214e+01
2.650429799022913091e-01 6.720776411039257325e-02 9.013375482299642583e-01 2.486354597643519515e+00 9.457983101167422024e-01 4.718215504253342463e-02 7.866502536262506950e+00 1.105087435215986957e+00 3.659915644244415844e-01 -1.007349626014725885e+01 -2.979476330790238947e+01
2.967865726893666456e-01 6.582007438439518854e-02 7.006802917290175792e-01 2.707247771518380475e+00 1.102014859954689729e+00 2.133969082835055486e-01 8.165358079983965567e+00 1.044893953260276120e+00 4.841761733563840764e-01 -9.817180519974883168e+00 -2.953844756773001734e+01
3.084995716332860627e-01 6.459221694240241396e-02 9.562333343532691821e-01 2.064102795175132510e+00 9.271033959361165699e-01 5.922330135957692976e-02 8.088567594861144627e+00 1.137795998868002201e+00 3.000954723386772827e-01 -8.945316941333437910e+00 -2.866658398908857563e+01
3.062137102914120890e-01 2.391962758182632903e-02 9.516430931325546849e-01 2.063770503771305886e+00 7.850538208400523743e-01 3.671235509958270526e-01 8.144104160826000083e+00 1.081541208593225889e+00 3.609934986613270169e-01 -9.613493924888764752e+00 -2.933476097264390248e+01
2.799492150738843721e-01 5.638726813700264268e-02 8.778398296860986383e-01 2.387090144765480204e+00 9.986329136396850936e-01 2.572237043083247521e-01 8.282994221461370543e+00 1.049174752989891601e+00 6.752873389704596718e-01 -1.048258675924235916e+01 -3.020385380699748978e+01
2.587576467543459824e-01 7.394618388410201248e-02 8.362654693790545490e-01 2.652277881285282746e+00 1.104846441629118381e+00 3.670139915559247346e-01 8.092830528367684906e+00 1.034938931018190900e+00 6.265064172712078161e-01 -1.180471753747264074e+01 -3.152598458522777491e+01
3.199805715352750379e-01 5.391961925248135029e-02 8.004821614150956499e-01 2.308772033332063600e+00 1.003094954173088915e+00 4.467957746270877495e-01 8.155693475528849490e+00 1.084649973764598485e+00 5.491655022601342750e-01 -1.071751984504069100e+01 -3.043878689279582872e+01
3.333764932317588858e-01 3.417802979765272725e-02 9.763921054986581805e-01 1.871268313421917906e+00 8.080531780195765457e-01 3.277084586036292380e-01 8.221520210587270228e+00 1.140690435804251557e+00 4.700169048089888335e-01 -9.111273777577885369e+00 -2.883254082533301954e+01
2.689257146496419892e-01 8.302661039523581699e-02 7.828385103018145053e-01 2.794680810275782967e+00 1.102644739315859823e+00 3.226497838244136163e-01 8.221830548820918239e+00 1.158848313713707334e+00 1.760130005405748932e-01 -1.201598601085186147e+01 -3.173725305860699564e+01
2.638512511125986060e-01 6.018375758287166505e-02 8.617510470835670899e-01 2.569989389168212846e+00 9.758167414465722667e-01 7.047307599889457430e-02 8.219060809929095157e+00 1.091054571821294950e+00 4.637427990387976706e-01 -1.151702120374250171e+01 -3.123828825149763588e+01
2.459946336491991292e-01 8.067388933723455835e-02 8.230484130094881667e-01 2.744908865463842496e+00 1.150195840556239801e+00 1.859499325530922786e-01 8.040855340280296915e+00 1.129496267664994669e+00 5.015534255556532983e-01 -1.000827315907400106e+01 -2.972954020682913523e+01
2.660892937957990423e-01 7.897850582697901745e-02 7.773988890597027801e-01 2.783431814246442482e+00 1.098999318535846204e+00 1.791215340421369318e-01 8.266084473831551094e+00 1.000817360903115905e+00 4.352574182050119589e-01 -1.018712440812655728e+01 -2.990839145588169146e+01
2.335200797709683918e-01 9.040985227310714689e-02 9.245921156229581772e-01 2.716772729391856878e+00 1.132082484680843271e+00 3.271997365644579991e-01 8.049709649964873037e+00 1.038626244498860096e+00 6.036419722423893575e-01 -8.990191297092131606e+00 -2.871145834484726578e+01
2.747833145706769509e-01 4.674696511187236697e-02 9.239573498260157391e-01 2.372862881904434396e+00 9.353029467244446948e-01 4.673940611235735121e-01 8.212744334069297381e+00 9.748296590956382346e-01 5.344125926609875066e-01 -1.037866917049138493e+01 -3.009993621824651910e+01
2.852637767567664517e-01 6.125558159500080896e-02 9.564161300942585209e-01 2.227432867432052710e+00 9.924988959902742991e-01 4.900981571692103467e-01 8.277982514742934228e+00 9.210539945865576783e-01 5.888542149974540507e-01 -9.624127080402089973e+00 -2.934539412815722415e+01
2.686494449945271978e-01 5.536027503327745070e-02 6.857911828532425869e-01 2.916607300002490355e+00 1.141553149387974697e+00 2.552798095907162779e-01 8.243124311146353023e+00 1.089048322482966569e+00 4.654379857444794766e-01 -9.325374222068425922e+00 -2.904664126982356009e+01
2.813045932552081796e-01 5.320831883901768616e-02 9.703283855195924401e-01 2.282686421927022646e+00 8.841309145825625437e-01 4.570240218609962213e-01 7.946564802797317917e+00 1.244311663283838243e+00 8.938355525970465010e-02 -9.235071908605725355e+00 -2.895633895636086308e+01
2.926599857019623885e-01 4.318561415182308599e-02 7.794954141278308546e-01 2.486514679335066980e+00 1.030089524441537119e+00 4.314838821370177713e-01 8.215661493893405165e+00 1.263273747827515336e+00 2.174054810422525463e-01 -9.931513678055871708e+00 -2.965278072581100233e+01
2.710969810753333098e-01 7.495261049129108011e-02 9.268219185891463097e-01 2.416321696037944555e+00 9.503637236925059906e-01 2.464736165265679624e-02 7.874169873538773956e+00 1.092416016080482777e+00 3.558382152870915860e-01 -1.084654939682367569e+01 -3.056781644457880986e+01
2.975724188568007467e-01 6.222274956891064163e-02 9.717467465887025257e-01 2.060305195400556677e+00 9.957115746305400528e-01 4.205913946578703766e-01 8.146414026229972905e+00 1.269136396103033526e+00 1.389552594176768352e-01 -1.051810859273029308e+01 -3.023937564048543081e+01
2.976827329296571345e-01 5.292370452546874687e-02 8.036890083685495068e-01 2.502495732676083495e+00 9.563944831074023822e-01 3.685521525156875144e-01 8.125470305185370279e+00 1.255945143000460007e+00 4.374321927865665316e-02 -9.777722287957779201e+00 -2.949898933571291693e+01
2.753975884260131402e-01 7.687106246311947721e-02 8.895063400041792745e-01 2.426068731764895681e+00 1.043660866614581018e+00 1.963192085716956026e-01 8.104142541379799169e+00 1.294933506685438829e+00 8.111786981465307633e-03 -9.496429799640942804e+00 -2.921769684739608053e+01
