# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.125
#         # Redshift Binning: 5 bins (0.001 ≤ z ≤ 2.5)
#         # for n(z) Euclid-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 100
#         #   - l_bins: 80
#         #   - l_max (WL): 1500
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameters: 
#         
#             #       - Omega_c: 0.2595584093001346
#             #       - Omega_b: 0.04904844290657439
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.06
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 1.72
#             #       - eta1_IA: -0.41
#             #       - beta_IA: 2.17
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Ombh2: 0.02268
#             #       - Omch2: 0.12001980846038225
#             #       - Omnuh2: 0.000644866570625114
#             #       - Omega_nu: 0.0013946076354349349
#             #       - Omega_m: 0.3100014598421439
#             #       - Omega_cb: 0.30860685220670897
#             #       - fb: 0.15822003848482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameter priors:
#         
#            #       - Omega_c: [0.1,0.8]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: [0.0,0.5]
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: [0.0,5.0]
#         ##############################################################
#              Omega_c          Omega_b          h          log10As          ns          Mnu          log10T_AGN          a1_IA          eta1_IA          beta_IA        log_w   log_l
2.765326206385514407e-01 2.535989377131695963e-02 8.038817140688222507e-01 2.562692015691407033e+00 8.004500753587157069e-01 1.442177146088690076e-01 7.629974938202257917e+00 3.652075342553967374e+00 -1.733399404599747839e+00 3.320867750134361973e+00 -1.099260606974191035e+01 -5.149669407086321371e+00
2.698358142770035939e-01 2.768580096954122854e-02 6.318145686463587651e-01 3.058439618485393474e+00 8.874625304910395140e-01 1.291646365780318995e-02 7.657463220112449953e+00 3.271242034413889499e+00 -1.287151523715468482e+00 3.509233758479850085e+00 -1.076925390510106695e+01 -4.926317242445477973e+00
2.575795988932364500e-01 3.762189637399770969e-02 6.746093868033888885e-01 3.121883609643584023e+00 9.375748074988330405e-01 2.581096000042399918e-01 7.806336973037399041e+00 2.454076194220088603e+00 -3.708859755722451190e+00 1.798289669796951928e+00 -1.131901356783653156e+01 -5.476076905180941701e+00
2.483158498723318230e-01 4.359936585978217705e-02 8.181936797817555007e-01 2.857472737207132241e+00 8.494534468804986194e-01 2.397925155254228002e-01 7.850339679932595516e+00 4.790707352381957662e-01 9.560754330606791029e-02 3.159480087558517614e+00 -1.057442052235597174e+01 -4.731483859700382766e+00
2.987461435788537623e-01 1.047599280381226496e-02 7.017935976012553700e-01 2.692288670896806568e+00 8.490717490330068618e-01 3.949294990154483820e-01 8.201192302629513264e+00 1.329934005085649851e+00 -2.266411359000433112e+00 1.055592844246989070e+00 -1.198237615636593389e+01 -6.139439493710343143e+00
2.275915840728015005e-01 9.126354909642928059e-02 8.953845334446004500e-01 2.935211662429666024e+00 1.029849925685011325e+00 2.972077523328290893e-01 7.781743800683550205e+00 1.393561690728875035e+00 -1.546684966998276067e+00 1.053327026147908851e+00 -1.063371353979793099e+01 -4.790776877142342016e+00
2.467316950578674062e-01 4.754272106660197700e-02 6.568477835163786249e-01 3.341975776514507501e+00 1.043881556886852469e+00 3.585389636444048511e-01 8.101992206956367681e+00 3.841520375927970576e+00 -1.578367489443570637e+00 2.752785720211225140e+00 -1.138557143819540585e+01 -5.542634775539816872e+00
2.894248042750014460e-01 1.465134996332885173e-02 7.781719390496475430e-01 2.495824112905627779e+00 8.383397128211093063e-01 2.935519998762833316e-01 7.923539187250194793e+00 1.403963743887503668e+00 9.590995347574349239e-03 2.209470067371269053e+00 -1.165956456064978752e+01 -5.816627897994200325e+00
2.692431487235482646e-01 5.509969484203717377e-02 9.594702133221386653e-01 2.456885164371774177e+00 7.960364985109575908e-01 2.547182970674950475e-01 7.622293154050978181e+00 2.607072727572132820e-01 3.634567995358350956e-01 1.063488317421467100e+00 -1.210076505289745086e+01 -6.257828390241861882e+00
2.316655782890390258e-01 6.702858556456239847e-02 9.011866659414634606e-01 2.914546833071829823e+00 8.361336051413805759e-01 1.009883097904380467e-01 7.631837126878346034e+00 4.055261808997791206e+00 -1.295262851576328700e+00 3.211359503385535774e+00 -1.555331777609359634e+01 -9.710381113438005585e+00
2.115499739014439773e-01 8.405454863383705899e-02 9.834177001479627034e-01 2.983003829951422325e+00 9.352050324337632947e-01 3.818651592274144302e-01 7.706017432487612062e+00 3.470953682840111298e+00 -2.025313298089053138e+00 3.201804687872238819e+00 -9.110291473913960658e+00 -3.267354811258372127e+00
2.897519773578803859e-01 2.755503889533954948e-02 7.786912237422416450e-01 2.603768652734721023e+00 8.019599872004335994e-01 2.396183441841907569e-01 7.868815536359352159e+00 3.862876911813167169e+00 -1.407550011147746805e+00 1.879686630355006827e+00 -9.943575291958577367e+00 -4.100638629302988392e+00
2.794656310455973514e-01 2.232678038152882335e-02 8.605000956148838309e-01 2.475186777516612757e+00 7.278736855632668146e-01 1.734271092991876984e-01 7.941370517262481776e+00 7.746873142579904226e-01 4.146857206513683280e-01 3.538165190903553636e+00 -1.074668766740960990e+01 -4.903751004754020038e+00
2.534105307217657810e-01 3.624514200400667796e-02 9.204388931206897162e-01 2.573593453248335550e+00 7.900556411316674854e-01 2.379656171614315530e-01 7.688423495774660665e+00 2.435953833747289465e+00 -8.944601241035154970e-01 3.286043009380811952e+00 -1.741100861362988539e+01 -1.156807195097429641e+01
2.583743898775979209e-01 2.628993904824706435e-02 8.614345753726202481e-01 2.714191841734584720e+00 7.564683106071274921e-01 4.557478289012451000e-01 7.863287851455790012e+00 2.904190952136564974e+00 -1.327999792803526979e+00 3.351517656807430967e+00 -1.035445946787161020e+01 -4.511522805216023002e+00
2.694598648472668612e-01 5.288374723304966468e-02 5.229440635696090967e-01 3.621393429427446797e+00 1.131394540700425555e+00 2.137429232162523229e-01 7.986951691947473009e+00 2.041020292278989956e+00 -6.756587039864765387e-01 1.721982675574054600e+00 -8.823348560455521294e+00 -2.980411897799932319e+00
2.520926655914266235e-01 7.067865926882936634e-02 8.232123443873060609e-01 2.788936528170427920e+00 9.451857033037718292e-01 8.435225843154003922e-02 7.689462773458594747e+00 3.211075450580327839e+00 -1.672327661521848530e+00 2.100723660207056032e+00 -1.530862828225399497e+01 -9.465691619598409545e+00
2.662101827643690299e-01 2.657242871033476533e-02 8.841461024257516454e-01 2.494574419814387323e+00 7.512388229348301305e-01 8.331229389295263799e-02 7.988449975014912496e+00 7.385985467670401761e-01 9.291651672775280701e-02 2.667838332436804016e+00 -1.217766184841550725e+01 -6.334725185759918276e+00
2.659162725748333012e-01 3.988061514233227217e-02 7.982667415626520935e-01 2.737563118804454909e+00 8.142876090721513638e-01 1.181174157813058567e-01 7.694224908742220315e+00 8.948575910184439763e-01 1.306643531399735991e-01 3.297242155525223595e+00 -1.098596656446379782e+01 -5.143029901808207072e+00
2.375800398642426980e-01 8.195714611662147098e-02 7.636392568076673104e-01 3.126244223924081744e+00 1.017608796939024396e+00 2.438425618648041859e-01 7.693641330733657746e+00 7.281876500706268018e-01 -1.062332042381970432e+00 1.133150312798415493e+00 -1.111275897264457768e+01 -5.269822309988987818e+00
2.341654299033578690e-01 7.238025230654801523e-02 6.899622036748523923e-01 3.350382952873168563e+00 1.032694371669450106e+00 1.619940109947902718e-01 7.898758462547681880e+00 6.744832827062552383e-01 -3.969287450407996687e-01 1.896635914812121904e+00 -1.044683543124749292e+01 -4.603898768591904833e+00
2.295602727390423092e-01 5.747677084342577014e-02 9.114444197676868642e-01 2.915885280524989298e+00 8.439862175885840534e-01 3.605806941122595144e-01 7.763777639335045500e+00 2.077577364737415166e+00 -9.907724392743189057e-01 4.178629702327684825e+00 -1.122900260991585242e+01 -5.386065947260262554e+00
2.573832265003259678e-01 4.403953446915347819e-02 6.082706606997557719e-01 3.450279886882524849e+00 9.986802819728697322e-01 3.699928669747576948e-01 7.855698303829473872e+00 3.502809488062197829e+00 -1.913541155023591678e+00 2.363802205391119848e+00 -9.876124494919405805e+00 -4.033187832263815054e+00
2.644868601396170305e-01 2.668531358610961440e-02 9.011988994735314895e-01 2.510766301782946464e+00 7.197937903922887459e-01 1.446242784973146289e-01 7.768472538614127565e+00 1.948076167865805175e+00 -1.179874821676476504e+00 2.461525951085603570e+00 -1.027068749298030781e+01 -4.427750830324717946e+00
2.524882645992301278e-01 5.410701831396806660e-02 6.300043603140410564e-01 3.350994486535536332e+00 1.010391165397267477e+00 2.046188104597762569e-01 7.929216449746575357e+00 4.606978210914423499e+00 -3.680871281232080960e+00 2.065294427159053647e+00 -9.356588337289402091e+00 -3.513651674633812672e+00
2.501642967449301258e-01 5.919695035582740045e-02 6.780361393800495851e-01 3.238618377040861418e+00 9.809803283150735354e-01 2.910554328919425782e-01 7.633807651440014830e+00 3.446314424940069898e+00 -2.462823479244407032e+00 1.584993881263203175e+00 -1.321623219135154059e+01 -7.373295528695952505e+00
2.668416717311676845e-01 6.732576430156882175e-02 5.296985302953571839e-01 3.667766878446287571e+00 1.164669969167800634e+00 2.563764129122598767e-01 8.008344072908172961e+00 4.778152871151611691e+00 -1.823243119658468636e+00 1.839117513105647639e+00 -9.347497871639568245e+00 -3.504561208983979270e+00
2.774550669869594866e-01 1.310882483353131497e-02 9.071156376605826743e-01 2.366466363022961872e+00 6.410541287906829089e-01 6.355858373145184537e-02 7.616553078196418802e+00 4.449928365558406540e-01 4.709035920862998381e-01 2.140290542970956444e+00 -1.257154522065105340e+01 -6.728608557995464423e+00
2.486600553455742824e-01 4.868717392447773767e-02 7.679894104135834842e-01 2.945190001579124583e+00 8.762040735231926281e-01 1.117638201002233433e-01 7.686567990213490909e+00 1.428996292734126428e+00 -1.315052453269733856e+00 3.655430008356904459e+00 -1.101638083368001730e+01 -5.173444171024428329e+00
2.934688544352170303e-01 1.600924943328744382e-02 5.850528609957282855e-01 3.164969051103384778e+00 9.340532323638663925e-01 3.245696573408334840e-01 8.245122837964036222e+00 4.028775774289730549e+00 -3.686021638065783979e+00 1.651501168431812605e+00 -1.081858918752008947e+01 -4.975652524864501380e+00
2.216414079613317212e-01 7.581363297288380709e-02 9.577723128462637403e-01 2.921843995177690445e+00 9.163911212564705977e-01 3.670076269037119698e-01 7.792506063709883080e+00 4.822432014397676880e+00 -2.839704685732753475e+00 3.134998890301873509e+00 -1.137483509694652994e+01 -5.531898434290942745e+00
2.328357731699608191e-01 5.839239866112104493e-02 8.268611272212234020e-01 3.011722204755005627e+00 9.071942191694271074e-01 3.026591437561257925e-01 7.734710954681051298e+00 1.681472408785492867e+00 -1.992738826181815526e+00 3.874189037207347752e+00 -1.068066806442681482e+01 -4.837731401771226736e+00
2.403033214500706893e-01 7.017930225537132027e-02 7.546291193628049676e-01 3.119112690453199832e+00 9.741763447169177192e-01 1.896931634359871888e-01 7.838598233821010730e+00 1.050376066903559114e+00 2.830830300696609569e-01 3.251569775056245781e+00 -9.955926872964965924e+00 -4.112990210309376948e+00
2.358147011920900538e-01 6.185631789792167545e-02 8.388608499918512873e-01 2.954271695883996962e+00 9.006959491636554738e-01 2.337194186638123505e-01 7.734444231385067425e+00 -5.527007580405030041e-02 2.256345804958359125e+00 1.827142640414164410e+00 -1.227381133727741869e+01 -6.430874674621829712e+00
2.641801463903055702e-01 3.973375472076983578e-02 5.850178211997635325e-01 3.284395452586477582e+00 1.067968703780398654e+00 6.393325452967257849e-02 8.276184841546992743e+00 4.579090243909787361e+00 -2.326672645376088866e+00 2.973437064354525816e+00 -1.263317440721710838e+01 -6.790237744561517630e+00
2.958031590198239025e-01 1.989641938352854078e-02 6.673243752715056765e-01 2.800604679626778726e+00 8.339427114163424637e-01 9.474942108654693662e-02 8.039194463457478790e+00 2.734468521207009672e-01 1.459707862068682083e+00 1.639859701421680915e+00 -1.298956582510128044e+01 -7.146629162445691463e+00
2.817356973432941780e-01 2.692396140091980056e-02 9.251728501204663502e-01 2.363521558068427453e+00 6.838800369377370236e-01 6.771989227905572672e-02 7.680764009769657008e+00 2.632849198284237247e+00 -2.246348141843363955e+00 2.020512358693902222e+00 -1.211195629998033141e+01 -6.269019637324744210e+00
2.629789693324219302e-01 4.723537005943083400e-02 8.790494835731903489e-01 2.578438691162409757e+00 8.866977644665947622e-01 3.335649358658319130e-01 7.925567465286427193e+00 3.974223517130216266e+00 -1.041472004738101198e+00 3.420556405975698766e+00 -1.104776473517213020e+01 -5.204828072516540338e+00
2.964630294028535729e-01 2.154257357962846911e-02 7.405343809903337515e-01 2.675918694736134640e+00 8.196364560502628072e-01 3.814494199161539423e-01 8.058846240581743814e+00 1.337860435496500244e+00 -1.635821654600042585e+00 1.220778916377334156e+00 -9.920422357443644756e+00 -4.077485694788055781e+00
2.573211944290202391e-01 7.058595962344195451e-02 8.675146155356185940e-01 2.686108620750907505e+00 9.539039855814184232e-01 2.253149964373244440e-01 7.815908567099074666e+00 1.482471260344324193e+00 -6.977847777464294410e-01 1.797790338057585480e+00 -9.345649650948264053e+00 -3.502712988292674634e+00
2.537093886739492654e-01 4.516148866881800755e-02 6.200718185626128420e-01 3.363996424803006757e+00 1.019102482521457631e+00 2.709846452335052391e-01 7.913667509380526432e+00 3.362768371470339801e+00 -1.254386854260471917e+00 4.242778419750148799e+00 -9.277410760502302622e+00 -3.434474097846714979e+00
2.574404421500563478e-01 4.339380937838301089e-02 7.990902743339751702e-01 2.741691478822419370e+00 9.049194483451891147e-01 1.447391455878049293e-01 7.841299684596928721e+00 2.466540554602305590e-01 7.558553286710694152e-01 1.637464995350599750e+00 -1.050487309215055731e+01 -4.661936429494969225e+00
2.346994133186788845e-01 5.785009095248421634e-02 7.051334157501264466e-01 3.234791590448034437e+00 9.332425589585909842e-01 4.172807934925315543e-02 7.651134133536917403e+00 2.946124110377088101e+00 -1.296768309016887777e+00 3.556125147578239609e+00 -1.388609703243636417e+01 -8.043160369780776975e+00
2.692073294107411030e-01 3.627850376955480544e-02 9.277715750992301391e-01 2.493259235450634215e+00 7.436014820477628851e-01 2.593269549760420789e-01 7.658773799874234456e+00 2.785303277257792587e+00 -1.884451042911488017e+00 1.698654994581425548e+00 -1.405942569834657618e+01 -8.216489035690987208e+00
2.329806241726877503e-01 6.890440639023202862e-02 6.968578820023736409e-01 3.403984392021523142e+00 1.048123684504122188e+00 4.447676731097792158e-01 7.838011597731970426e+00 4.618694526922704213e-01 -1.113322253250845772e+00 1.485676552450444499e+00 -1.042729233170629755e+01 -4.584355669050708570e+00
2.919435993337641255e-01 3.943075229891198491e-02 6.379998563931000843e-01 2.972518209888826313e+00 1.001239599289240889e+00 2.960882118666156582e-01 8.025235616198145294e+00 4.620857800994407683e+00 -1.808706067599948675e+00 1.905528388038395526e+00 -1.109318031082396416e+01 -5.250243648168376076e+00
2.919307622573776850e-01 2.815455700583095744e-02 7.916214255195148652e-01 2.565529193774301664e+00 8.197806529073272674e-01 3.202873398715918030e-01 7.943827650670988838e+00 4.186794107996897552e+00 -2.828058182442381163e+00 1.942500239023799979e+00 -1.158837120265988574e+01 -5.745434540004297652e+00
2.748558825566368435e-01 3.867234900333663128e-02 8.252228121929748861e-01 2.639938972036595555e+00 8.145475813540571375e-01 3.322088356526409214e-01 7.642155838629427933e+00 7.128722506415243743e-01 7.020898339854042547e-01 1.359464224884331385e+00 -1.330807734731101277e+01 -7.465140684655423797e+00
2.686783254562338241e-01 4.024986311556177920e-02 9.002922825631459736e-01 2.498567725610164825e+00 8.768146184989118463e-01 4.868605568839680098e-01 8.065326004805964288e+00 4.880598749508173739e+00 -2.281048841375437064e+00 2.193760175152773328e+00 -1.112317137021317848e+01 -5.280234707557589502e+00
2.939380209972876079e-01 1.085868226145857499e-02 6.181740954333392324e-01 3.014045037838883445e+00 8.672622291068478040e-01 3.042998761754779902e-01 8.197174294703978958e+00 1.765066398317024721e+00 -1.338272990788929029e+00 1.433849246479921735e+00 -1.207763276147972320e+01 -6.234696098824136001e+00
2.752628939073529235e-01 1.076540809288100385e-02 7.496972991146437781e-01 2.757667055912089715e+00 7.907351698769659043e-01 4.128405275995831736e-01 7.890718014808980385e+00 2.210442883482834908e+00 -1.284466328342002139e+00 1.915027297267569040e+00 -1.242206990743677508e+01 -6.579133244781186107e+00
2.960031327804745205e-01 1.631705148079694301e-02 7.612421073049535636e-01 2.565492976919524715e+00 7.749686176146007854e-01 2.530414866072889790e-01 7.809187662361470217e+00 1.775479331385136916e+00 -1.166366399412546162e+00 2.854090293186320793e+00 -1.121026337802737771e+01 -5.367326715371787849e+00
2.347053016519471402e-01 9.011408005130606969e-02 9.374767063168306658e-01 2.809198594626912460e+00 9.871244544648076769e-01 3.121069261793299465e-01 7.771458737325320776e+00 2.065869013813887989e+00 -1.967400001512835672e+00 1.939397748927629284e+00 -1.103859986057090126e+01 -5.195663197915311393e+00
2.259089908980215500e-01 9.006666833025812891e-02 7.923300459333779688e-01 3.164805421848121192e+00 1.106645169034946363e+00 4.048301346297498160e-01 7.776799627990283348e+00 4.877930038516330669e+00 -1.592230744330994874e+00 2.500974265647708972e+00 -1.030197264188595341e+01 -4.459035979230363544e+00
2.860181897077975210e-01 4.306750192627102625e-02 6.838568267992677363e-01 2.784937086617031987e+00 9.454429202276246613e-01 4.987262827544580723e-03 7.879878328934340814e+00 3.003775636636412116e+00 -1.189790972436590710e+00 2.239171260342916803e+00 -8.915524424656982916e+00 -3.072587762001395273e+00
2.580246329341138178e-01 4.750181982968051941e-02 9.329235206417612059e-01 2.536698796403437761e+00 8.155063469783423447e-01 1.686590889754689959e-01 7.800052421279883852e+00 1.864382193317268843e+00 -2.114568959261434955e+00 1.728932218509029006e+00 -1.062157385401731702e+01 -4.778637191361726266e+00
2.734719218704926291e-01 4.404214315830293908e-02 6.737783627252353913e-01 3.005367237199466413e+00 9.564422217873960186e-01 2.003183170327140772e-01 7.984953783016123019e+00 5.874266578373319447e-01 6.629996273946119345e-01 2.453305612374876876e+00 -8.522930266313757386e+00 -2.679993603658167967e+00
2.803970419832285121e-01 3.025601299698361946e-02 6.830028713785520900e-01 2.885779711007929738e+00 8.515198307407748635e-01 8.084135246683538112e-02 7.793204958703308094e+00 4.742271225524152811e-01 7.983010180572192027e-01 1.393527248929085083e+00 -1.238589050957618554e+01 -6.542953846920596561e+00
2.631762121533201548e-01 6.154307146373376447e-02 9.160382654650447432e-01 2.661383376791726540e+00 8.269216493039228677e-01 4.348872389583542386e-01 7.641992865358695930e+00 1.492218221809952006e+00 -2.079577158321406216e-01 1.645776884990385325e+00 -9.838667402976408738e+00 -3.995730740320821095e+00
2.549377117352652489e-01 5.338337117596000242e-02 8.987236325616771992e-01 2.697680792969283203e+00 8.453747195070524523e-01 3.903997110451449259e-01 7.692024491464054314e+00 4.794501064610308561e+00 -1.092200310799980034e+00 2.693816210842810754e+00 -1.276603501259873141e+01 -6.923098349943143326e+00
2.268213108389582067e-01 6.821224594264185814e-02 6.123736430847641632e-01 3.671233641952745153e+00 1.154723809260367773e+00 2.491140943341666469e-01 8.050488700664365282e+00 3.046817311197008493e+00 -1.340987430579341222e+00 3.628498242820182185e+00 -1.139292354180075861e+01 -5.549986879145171415e+00
2.720455999865946661e-01 3.157918500070282936e-02 6.942956332416120313e-01 2.820218970523258761e+00 9.746637882687652077e-01 7.524368761748068124e-02 8.296281542925045827e+00 2.587236466296831239e+00 -5.726365610787143012e-01 2.195947032934032705e+00 -1.141751265487050304e+01 -5.574575992214914955e+00
2.719549832320983240e-01 3.168023492454954265e-02 4.974260983485992993e-01 3.615649229051347113e+00 1.042175538860520279e+00 9.095829564539692491e-02 8.078051024690582338e+00 1.832588864227878034e+00 -8.226595499276179169e-01 2.351236489884106717e+00 -1.719328156910696848e+01 -1.135034490645138128e+01
2.486267103262978229e-01 7.191119684605243312e-02 6.243957588641478873e-01 3.464461488072934081e+00 1.199240183901630008e+00 4.283858707868194449e-01 8.123208438374938112e+00 1.755713403031782249e+00 -1.178363831193010025e+00 1.926641850998130234e+00 -9.392757108833752255e+00 -3.549820446178163724e+00
2.734739097557014609e-01 1.322715259488509501e-02 8.422998658049143383e-01 2.557263247506070591e+00 7.215536529810371302e-01 3.599210199272032118e-01 7.685281200012513025e+00 2.922920256944284034e+00 -1.686914987280856426e+00 3.405504873272049426e+00 -9.615872918485980136e+00 -3.772936255830392493e+00
2.793212688654830300e-01 3.386187247989729671e-02 8.104081000905938303e-01 2.687478046263864773e+00 7.910000207187064536e-01 4.571211854549380726e-01 7.647975437401640875e+00 4.886337887684824466e+00 -1.480147869909047564e+00 3.344568003851283056e+00 -1.007256164149477584e+01 -4.229624978839188643e+00
2.981582476098616485e-01 1.783035681322777191e-02 6.467126256772421922e-01 2.798720969873968123e+00 8.502351677977570965e-01 4.836705476818753402e-02 7.941075628981590917e+00 2.871073108467223634e-01 8.049070783160647835e-01 5.804503307276764890e-01 -8.744779597345608835e+00 -2.901842934690018527e+00
2.652464183733009295e-01 4.343217471239561173e-02 5.610893456074247387e-01 3.507978093608228320e+00 1.023777251999472782e+00 2.122548897456406070e-01 7.995278732244308628e+00 1.313156377655406715e+00 -9.344468271518557856e-02 2.713110055962034473e+00 -1.074212628220781340e+01 -4.899189619552223540e+00
2.268746430567966932e-01 5.656685918507831090e-02 8.353136851682476660e-01 3.114935772918089540e+00 8.794508794312336786e-01 4.832775037972467658e-01 7.651785502613432044e+00 3.870333018695848892e+00 -2.031017065745324146e+00 3.183810968408018027e+00 -1.042892232037912592e+01 -4.585985657723537834e+00
2.696781123493992016e-01 2.487345321368064979e-02 8.613751746101989681e-01 2.521089494839510614e+00 7.428370990710997379e-01 8.603765808984298324e-02 7.877727759570783306e+00 2.874677132162251958e+00 -2.101787447758962646e+00 2.375871763802789083e+00 -9.901299105077907114e+00 -4.058362442422316363e+00
2.820257480526053850e-01 3.994914398764159297e-02 9.008807952686452847e-01 2.429250813575562606e+00 7.543319419313258001e-01 1.745981986169709010e-01 7.706715845273086174e+00 1.955169775428498014e-01 1.286470225445038196e+00 9.825189293379865685e-01 -1.631326462303125524e+01 -1.047032796037566627e+01
2.374612706757101288e-01 5.534900312990371357e-02 7.706844808649682133e-01 3.132797033623401894e+00 9.362739497935577138e-01 4.586982023313699308e-01 7.761700218872552348e+00 2.441872233345883103e+00 -1.065765188718403866e+00 3.138240566781366869e+00 -1.643665484085616768e+01 -1.059371817820057693e+01
2.892262585331977220e-01 3.562813262633150735e-02 7.915610857252115551e-01 2.504683006646726717e+00 8.733103987794786915e-01 1.536669792427345360e-01 7.893334226047987734e+00 3.897174134516225408e+00 -1.146655697451701705e+00 2.676428175123875430e+00 -9.518995237000474674e+00 -3.676058574344884811e+00
2.762735805077212170e-01 1.021155973349733605e-02 8.571266723076657046e-01 2.474739466792286624e+00 6.959555370001710983e-01 2.743320925317099257e-01 7.789366504159214166e+00 1.310516364868558270e+00 -8.231615107974219470e-01 3.719479762173645732e+00 -1.138848477118276392e+01 -5.545548108527173170e+00
2.824041755361494932e-01 2.363568525546185309e-02 6.804361327794975489e-01 2.918750754088787147e+00 8.305059812418336129e-01 2.194978455067894130e-01 7.933442294941007056e+00 2.988094523705585814e+00 -2.519831479543335195e+00 1.571319075163806200e+00 -1.102344897722270645e+01 -5.180512314567118359e+00
2.813822004906185725e-01 5.204634589039252440e-02 6.061225746039854423e-01 3.202664500178212137e+00 1.089153918500992635e+00 2.927052618060127509e-01 8.209745655683338583e+00 2.482103049437217379e+00 -1.594810959977910336e+00 2.149041118906317216e+00 -1.015339497065122387e+01 -4.310458307995636673e+00
2.847119363702473316e-01 3.169692291382415761e-02 6.737959330799974111e-01 2.952764243824050894e+00 8.857586656395821656e-01 3.103619337329260874e-01 7.798100890568946397e+00 4.434167085319646873e+00 -3.137785516886375525e+00 1.621213290888683822e+00 -9.322495237445426852e+00 -3.479558574789838321e+00
2.756635895372906431e-01 4.995883823801410689e-02 7.911305111889107566e-01 2.638900588671829084e+00 9.220477837703231483e-01 1.720399501533789732e-01 7.831860206059907625e+00 2.234785883101909398e+00 -3.237996910951181917e-01 2.884775492868878910e+00 -1.049664014821015812e+01 -4.653703485554567365e+00
2.380015159342720454e-01 6.641826807942353972e-02 9.830206185141063813e-01 2.648067772189366398e+00 8.953222378235683454e-01 3.289359505955542495e-01 7.711341975522200798e+00 2.384007590921837227e+00 -1.782829970820690946e+00 2.119780037777596604e+00 -9.560841510138391897e+00 -3.717904847482801145e+00
2.788234950018182445e-01 1.977317077436346882e-02 6.889086597366689269e-01 2.873970645186925577e+00 8.794211813319501303e-01 3.104748286540512936e-01 7.887559283803715182e+00 3.579589455428827449e+00 -2.108168924741343986e+00 2.700337833309916391e+00 -1.284647825666657184e+01 -7.003541594010983751e+00
2.170015953070715542e-01 7.150734755857676705e-02 7.489022320058708049e-01 3.283769801058721960e+00 9.851854976607608005e-01 5.683314148235046881e-02 7.671030508887159094e+00 5.615801050181055132e-01 -3.833112528086939363e-01 2.457213895347976518e+00 -1.379132621712641438e+01 -7.948389554470826290e+00
2.115060023237844145e-01 8.889687659641927475e-02 9.178695357239348152e-01 3.147659543253128689e+00 9.397058294894857777e-01 3.874473822466279471e-01 7.610444317791895230e+00 1.883581857382631064e+00 -2.116771605694367508e-01 2.710986000909807014e+00 -1.092196579843723825e+01 -5.079029135781647497e+00
2.460147828295465855e-01 6.630234624583201952e-02 6.649948939891453525e-01 3.323880865561354980e+00 1.003830961132488264e+00 1.650953372353576309e-01 7.889338816366096907e+00 1.769377921182693214e+00 -7.652355601498399551e-01 2.488293254461422244e+00 -9.635946798362834187e+00 -3.793010135707245212e+00
2.668199281366182007e-01 4.155864879450941324e-02 6.408592808498315696e-01 3.240896079105676897e+00 1.021071970594624512e+00 4.385784952720528374e-01 8.025592868210347675e+00 3.589749592626169772e+00 -7.696585774098334554e-01 2.155217408288430114e+00 -1.363993956241178651e+01 -7.797002899756197536e+00
2.855729717196279771e-01 2.523731327236277550e-02 6.716441812772607767e-01 2.972724098657703262e+00 8.685564563691294815e-01 3.907684938078740400e-01 7.892572828278225039e+00 4.946704166106570710e+00 -2.215517909462374480e+00 2.446961985284061836e+00 -9.615067396513513387e+00 -3.772130733857925744e+00
2.546863302772015558e-01 2.898387983099042636e-02 7.788614849736463785e-01 2.886862221397720418e+00 8.769133946635545573e-01 4.984640139198091568e-01 7.891867072164468588e+00 2.043987793100504824e+00 -1.245904681435827666e+00 2.810510859664790306e+00 -1.203755053694224841e+01 -6.194613874286660327e+00
2.341860898038197192e-01 8.030204124500006646e-02 8.338917191500732073e-01 3.021624198575554310e+00 9.346238638048758318e-01 1.141615865570692057e-01 7.724498495709670287e+00 6.372983585365332715e-02 3.861968557942310198e-01 9.131741785777774956e-01 -1.550727793693914336e+01 -9.664341274283554384e+00
