# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.125
#         # Redshift Binning: 5 bins (0.001 ≤ z ≤ 2.5)
#         # for n(z) Euclid-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 100
#         #   - l_bins: 80
#         #   - l_max (WL): 1500
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameters: 
#         
#             #       - Omega_c: 0.2595584093001346
#             #       - Omega_b: 0.04904844290657439
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.06
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 1.72
#             #       - eta1_IA: -0.41
#             #       - beta_IA: 2.17
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Ombh2: 0.02268
#             #       - Omch2: 0.12001980846038225
#             #       - Omnuh2: 0.000644866570625114
#             #       - Omega_nu: 0.0013946076354349349
#             #       - Omega_m: 0.3100014598421439
#             #       - Omega_cb: 0.30860685220670897
#             #       - fb: 0.15822003848482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameter priors:
#         
#            #       - Omega_c: [0.1,0.8]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: [0.0,0.5]
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: [0.0,5.0]
#         ##############################################################
#              Omega_c          Omega_b          h          log10As          ns          Mnu          log10T_AGN          a1_IA          eta1_IA          beta_IA        log_w   log_l
2.810792334250308278e-01 2.272075609620060818e-02 6.891365076306725790e-01 2.829036804849998532e+00 8.439907042714421825e-01 9.532916636940558242e-02 7.910419134781816020e+00 -9.580972815945001386e-01 -3.693561569250822796e+00 4.218710704616704277e+00 -1.580647484697697180e+01 -1.288744811096183795e+01
2.648077318570394856e-01 5.481358189990953589e-02 7.169307761775627341e-01 3.049129991076038770e+00 1.031061583241436264e+00 4.626464714257940702e-01 8.197578839143940144e+00 4.314361743846998110e+00 -3.302032746374974348e+00 2.315908870687607646e+00 -2.400590061784695095e+01 -2.108687388183182065e+01
2.925288231510102532e-01 1.984780916577674748e-02 7.767157409596652240e-01 2.487585016643101721e+00 7.862818554715300667e-01 4.766496366273037522e-02 8.226316653866179607e+00 1.877101505850236940e+00 -5.306693575696117549e-01 3.237685304923574314e+00 -1.332554578308930004e+01 -1.040651904707416797e+01
2.741275768108181188e-01 3.208247414168863276e-02 7.162647643486301785e-01 2.748367193524197116e+00 9.317301232456833837e-01 4.916240833098806107e-02 8.226247280251085314e+00 -2.706092678914727934e+00 -4.923644719691500526e+00 3.982647313021469238e+00 -1.235677555427619367e+01 -9.437748818261065153e+00
2.548864996504628389e-01 5.988281683199018351e-02 6.268363891919543907e-01 3.237549873111055909e+00 1.041846992746042311e+00 1.436262833781654091e-02 7.767267083189458354e+00 4.736841720437157122e+00 -2.339950638161520935e+00 2.805144776586782740e+00 -1.267325093766770649e+01 -9.754224201652576198e+00
2.019945521498267560e-01 9.120528920642829995e-02 6.167611164325663697e-01 3.891122443285600419e+00 1.088979511304867920e+00 4.142381791796811985e-02 7.681308863029583378e+00 2.587717487811391770e+00 -3.176334407912888569e+00 2.174323609338767227e+00 -1.034895005709092430e+01 -7.429923321075793119e+00
2.971170935520392464e-01 1.003976255578782964e-02 7.784032609132147673e-01 2.476004822883611123e+00 8.220712992382858131e-01 4.367327253589112224e-01 7.952152653587060804e+00 1.240974166677148993e+00 -3.237737953896164811e-01 9.009349084279694164e-01 -2.055228486820859146e+01 -1.763325813219345761e+01
2.976456505643505501e-01 1.820112825632191206e-02 7.352781005552189164e-01 2.526976731334988902e+00 8.034346911203067432e-01 2.386547409279188292e-02 8.056062009767806842e+00 1.075342332065049256e+00 -3.274943897483699740e+00 9.283887036196714071e-01 -1.996381221998924715e+01 -1.704478548397411686e+01
2.414066511079065169e-01 3.794644314165855625e-02 6.680430151353544677e-01 3.330768367388753592e+00 1.001468733181655413e+00 4.287016920791002494e-01 8.012086974293580965e+00 -1.846805266930941158e+00 -2.544616425802464832e+00 3.602631450839373528e+00 -1.563558031188651753e+01 -1.271655357587138724e+01
3.195983605889370360e-01 1.863651796368391567e-02 8.203078876203087066e-01 2.247848061100276240e+00 7.690010747436957228e-01 1.923378009886206885e-01 7.839616316704689503e+00 2.614397278433949978e+00 -1.861160875605891718e+00 1.094738039990525991e+00 -1.226867853859839386e+01 -9.349651802583263560e+00
2.649327810358369506e-01 5.356880472283640643e-02 6.154698582733205692e-01 3.297559066985386700e+00 1.120843536654229755e+00 4.786729455552882762e-01 8.156252450358749684e+00 1.097789542707037214e+00 -4.403449165173789481e-01 2.991376914424421773e+00 -2.016739432227155930e+02 -1.987549164867004663e+02
2.602171752590702880e-01 3.449755540170262175e-02 5.481130296924008327e-01 3.499683569816609108e+00 9.571367204973968423e-01 6.270206073700229643e-02 7.967711683159988567e+00 1.249281430638239598e+00 -4.567256555954646302e-01 2.422455598124444887e+00 -1.483139182974055714e+01 -1.191236509372542685e+01
2.416046109338619574e-01 5.744691610165746781e-02 9.009455572101943144e-01 2.818014015212198409e+00 7.901543384553434413e-01 1.243161860095545190e-01 7.683134382553634900e+00 -7.134378041041813390e-01 -3.009277258507752961e+00 3.214155804569995389e+00 -1.226994051256464147e+01 -9.350913776549509393e+00
2.155761623997063670e-01 9.606506586214684507e-02 6.918778049278966336e-01 3.565539265276519210e+00 1.144976872790403721e+00 2.220800713621594591e-01 7.846800862844749425e+00 3.185318425367670514e+00 -2.510131350634041691e+00 1.912350454443846326e+00 -2.162299874773570352e+01 -1.870397201172057322e+01
2.055693190953584715e-01 8.285018817161952931e-02 8.752855414284186342e-01 3.194434091886309002e+00 1.043256566981334732e+00 3.605742427670560746e-01 7.871855101411271427e+00 1.726158287819067105e+00 -2.186619639864547437e+00 4.066659574619313489e+00 -1.062399913779039551e+01 -7.704972401775264323e+00
2.649176278146385677e-01 4.329208899052967158e-02 6.114038131355519212e-01 3.214552159505116968e+00 9.570089352487112233e-01 6.765137492924261364e-02 7.751889166826337885e+00 2.140311222337160757e+00 -7.142237779340909754e-01 4.659598547283069436e+00 -1.076971164475921228e+01 -7.850684908744082868e+00
2.721285215096798660e-01 4.670361885138104435e-02 8.755627199859203902e-01 2.551230870141797169e+00 7.711659177775287421e-01 5.359625714017712816e-02 7.645581021864201077e+00 3.312202343233270341e-01 -4.572411576739741079e+00 1.886697224194778144e+00 -1.409808889544449428e+01 -1.117906215942936576e+01
2.962570185210031126e-01 2.935609398767648204e-02 5.489976329264296684e-01 3.218720562406563346e+00 9.942957118417661277e-01 2.176865518514592424e-01 8.145715348267957623e+00 1.117550206923039191e+00 -1.600758338423406979e+00 1.737673653515802830e+00 -1.584184434145180376e+02 -1.554994166785029108e+02
2.806113453482392273e-01 2.359542177674454899e-02 8.761205791266563070e-01 2.492382377912243818e+00 7.610463037969974476e-01 4.772643645233439758e-01 7.750173559571931214e+00 4.926821209168213755e+00 -1.560685810705543020e+00 3.039152260124259541e+00 -1.584729252927539633e+01 -1.292826579326026426e+01
3.027027202319064747e-01 2.102804807041551427e-02 9.825077311116853229e-01 2.089343422209856804e+00 7.174891889047420035e-01 3.605865060754968598e-01 8.048569472296708938e+00 1.924496603366797842e+00 -7.806790699956227542e-01 2.120886793304150864e+00 -8.621018323146540041e+00 -5.701991587131407968e+00
2.639394741246381404e-01 5.122948063463116791e-02 5.003711489856139671e-01 3.700773750796702899e+00 1.132790190545231557e+00 2.264006911007683809e-01 8.156183572321427988e+00 2.744658063355698729e+00 -1.223234352222857257e+00 3.094655911580414198e+00 -6.009314697103882281e+02 -5.980124429743731298e+02
2.718475356521213859e-01 2.062983721209418059e-02 7.514003626549068393e-01 2.727505008208232162e+00 7.983814173656629265e-01 1.927766440598811526e-01 7.704050763397749968e+00 2.058500360139534635e+00 -1.293443704660215410e+00 1.864057606636534414e+00 -3.204086396049042662e+01 -2.912183722447529277e+01
2.143432113840294251e-01 9.445870818007616465e-02 7.329007849117725737e-01 3.413862101513880809e+00 1.070180983494951832e+00 6.983421790660554462e-02 7.781590687549276630e+00 2.276871357546060182e+00 -3.975285524930831649e+00 2.736900947189512046e+00 -1.057319204860931094e+01 -7.654165312594180648e+00
2.128716232498737704e-01 8.678682065555202996e-02 7.977013952148352960e-01 3.261320755730691356e+00 1.016291722279346166e+00 6.663983484139368585e-02 7.637174476659422950e+00 4.546724389116983289e+00 -1.224080335523644258e+00 2.716624662293486203e+00 -2.171170624335352173e+01 -1.879267950733838788e+01
2.404944479325638318e-01 7.212262534452718032e-02 7.873508724509805656e-01 3.013440553192818783e+00 1.055678189381626941e+00 3.503741038999083068e-01 7.872412473671132283e+00 -1.499377715899701258e-01 3.106475757081938127e+00 8.989971057854051484e-01 -1.305383841747885469e+02 -1.276193574387734202e+02
2.330050400524174281e-01 5.379924416272509335e-02 7.711033541141683045e-01 3.085611051428166718e+00 8.849443369193825681e-01 1.202602087113717744e-01 7.628950073084881822e+00 3.732745755530160636e+00 -4.210023366221649077e+00 4.264624926319759979e+00 -1.036647489356515806e+01 -7.447448157550025982e+00
2.551635066917824490e-01 5.250925553961593995e-02 6.782351800060321123e-01 3.136903194265919570e+00 1.022821557594896458e+00 2.172255109563885900e-01 8.102611716350709870e+00 -4.036489755516528888e+00 -4.867492673169118156e+00 4.934781357014002445e+00 -1.396079944692445451e+01 -1.104177271090932422e+01
2.882777450939483233e-01 2.122812056041468998e-02 8.504872554075957325e-01 2.451844088448594583e+00 7.403790426453382700e-01 2.767890320500157597e-01 7.823716842667745475e+00 2.677250526361998340e+00 -4.349876673084120959e+00 1.010735247620476063e+00 -1.424394736998074151e+01 -1.132492063396560944e+01
2.209209848238817830e-01 7.675665382211720178e-02 7.199685664623112213e-01 3.425839990259953449e+00 1.095194497692252078e+00 4.320362860022859408e-01 7.810435270299982413e+00 4.910012097349572002e-01 -3.932568243077665393e+00 5.982881769097464497e-01 -1.009595916744745381e+01 -7.176932431432323511e+00
2.247886013939335015e-01 7.606084241946099722e-02 8.062046764006505217e-01 3.151472607752095367e+00 9.877618146306970104e-01 1.584969271312651751e-01 7.898172222282957122e+00 5.424384572891129963e-01 -6.330957468599507365e-02 3.748058650264395553e+00 -1.640395560346714987e+01 -1.348492886745201780e+01
2.841338341380558186e-01 3.223542182440865961e-02 6.741992804160004127e-01 2.914156113231914702e+00 9.617819786822530137e-01 3.308382746724201628e-01 8.276690190203034092e+00 -2.576449339024736496e+00 -3.647628103686295642e+00 4.659187421042350508e+00 -1.155564345618999411e+01 -8.636616720174862039e+00
2.738115352617647713e-01 1.723334853699380956e-02 6.201896225455428846e-01 3.071230822830115947e+00 8.944836298414231557e-01 1.689011114816721948e-01 7.841771990732948616e+00 2.858512234485203862e+00 -1.156642646749002079e+00 4.033032602863233507e+00 -3.161052680528431225e+01 -2.869150006926918550e+01
3.108395344702862273e-01 1.269070446494128916e-02 7.300091748866084362e-01 2.463054936778253712e+00 7.628614766653085688e-01 9.183626852227549930e-02 7.901201360972279097e+00 2.947599410822004273e+00 -3.251830791006339538e+00 1.113434680086646811e+00 -6.921761076005498126e+01 -6.629858402403985451e+01
2.663737350757461320e-01 3.794416504085334346e-02 7.686149146249890984e-01 2.802576519511062791e+00 8.793839329538050142e-01 2.587298302949553874e-01 7.814760687238297976e+00 1.273644864885493888e+00 -3.934023340450959694e+00 2.105667569316471699e+00 -2.149311151826887922e+01 -1.857408478225375248e+01
2.536134434547677174e-01 2.493546681724580216e-02 9.401951682489674278e-01 2.494953181522712615e+00 7.459053310184368124e-01 3.005442463086321903e-01 7.647566884192658954e+00 1.592196735915894834e+00 -4.624239696433538604e+00 3.518379218807019093e+00 -1.158319963573649147e+01 -8.664172899721361176e+00
2.709290087200227348e-01 3.967866415700396776e-02 7.277202760410996785e-01 2.894815999157963837e+00 9.771876011688185315e-01 4.954969546777776568e-01 8.178098060175534201e+00 3.628432452922154994e+00 -2.561520941046475652e+00 1.961350450686855096e+00 -2.621766170701060972e+01 -2.329863497099548297e+01
2.474046673654030915e-01 4.111876707244638968e-02 9.841674530835492485e-01 2.609300402652939166e+00 7.274501020874503121e-01 3.127885359121921338e-01 7.667317633149112410e+00 4.718985748575365236e+00 -2.886021369371039036e+00 4.267162487706452012e+00 -1.490662054336621978e+01 -1.198759380735108593e+01
2.602734814519780948e-01 3.900092480483936114e-02 5.691640799452927224e-01 3.337369607651397008e+00 1.007100835969211072e+00 2.283759615923253161e-02 7.934979302243087673e+00 3.993915983640798473e+00 -4.218031208994145409e+00 1.734505785998164962e+00 -6.628969387494882426e+01 -6.337066713893370462e+01
2.942872603098144468e-01 3.464111424122960636e-02 5.414496014709087035e-01 3.163776733098602634e+00 1.001987716869755296e+00 9.349794409428624498e-03 8.035444951318904572e+00 1.574491358379145112e+00 -6.606255812796728577e-01 1.733635277201549529e+00 -1.416616531186498946e+02 -1.387426263826347679e+02
3.004167495415745459e-01 1.111492302827541724e-02 7.609554842832064736e-01 2.465021432543143209e+00 7.974242735622856237e-01 1.922819603504985486e-01 7.976808257189941465e+00 1.878306698767681304e+00 -1.506786996180486948e+00 2.770875857676118326e+00 -1.436306286749673333e+01 -1.144403613148160304e+01
2.605558176591418196e-01 3.807417573588769283e-02 6.166259929729249745e-01 3.225483609561767384e+00 8.929802094372107923e-01 1.887550503800072832e-03 7.668209452890271116e+00 -1.192885964971090118e+00 -4.330805466570363471e+00 3.868615895479141642e+00 -1.173444133186051985e+01 -8.815414595845389556e+00
2.609029817644888949e-01 4.150430803328444829e-02 5.636375965800934917e-01 3.582639340056270605e+00 1.093800429925205098e+00 4.648292459483237549e-01 8.288610955813146219e+00 4.549716025435163402e+00 -1.992733974460620061e+00 2.888524156385835262e+00 -1.832812889467659261e+02 -1.803622622107507993e+02
3.073782105762017935e-01 1.768717021870785944e-02 6.330462986728253583e-01 2.888099135248700655e+00 8.760139665967159317e-01 3.277373172282240787e-01 8.247873775064400448e+00 4.237771479701546440e-01 -2.649046181331743632e+00 4.900313152166801967e-01 -2.162587922618054037e+01 -1.870685249016541007e+01
2.099329560501614900e-01 7.724813764897764390e-02 6.413643733011831216e-01 3.695807896515455493e+00 1.017496147829664910e+00 1.928567845102746592e-02 7.650037595742722907e+00 -1.632548379439864306e-01 -1.228726144471817605e+00 1.597417990594860449e+00 -1.218410986597110224e+01 -9.265083129955971941e+00
2.344822115960630005e-01 6.275859643945302935e-02 8.985094555011023942e-01 2.780028462310681459e+00 8.961394560600705050e-01 3.527553234621028100e-02 7.835356533359417064e+00 3.895910645381155391e+00 -2.791151211230253892e+00 3.301687637219006266e+00 -1.331023869068300414e+01 -1.039121195466787206e+01
2.463054361246413970e-01 2.934106472737754018e-02 7.530449848038631711e-01 2.891626417164687268e+00 8.617553285965937615e-01 1.006525748652098984e-01 7.690100246634821168e+00 3.428045396974999548e+00 -1.215395925456723702e+00 4.797881431645507178e+00 -1.587278887354490209e+01 -1.295376213752977357e+01
2.680758530652580518e-01 4.104233115726239195e-02 6.227718783185880458e-01 3.152202380088627187e+00 9.884726069719316222e-01 5.476550913737315840e-02 8.268516222420922546e+00 1.205757333495595773e+00 -1.941195285877170829e+00 1.458785838402065771e+00 -1.131913161861628581e+01 -8.400104882601155509e+00
2.469672445920984560e-01 3.034036846370895268e-02 6.681869336130912274e-01 3.238754155389098166e+00 8.899134513129711710e-01 2.538900130752074769e-01 7.650471250363255038e+00 4.477796064175148416e+00 -2.071604695611592994e+00 4.368486919515678579e+00 -1.089942575655726031e+01 -7.980399020542130017e+00
2.481015201372779033e-01 4.041075171951880041e-02 7.149885324940146170e-01 3.082164773809262570e+00 9.942035915437588134e-01 3.110554249940542526e-01 8.064050559380165240e+00 2.043159675455651580e+00 -6.460101282720911442e-01 2.204579546219442854e+00 -1.053216203651152938e+01 -7.613135300496398195e+00
2.578791756766039556e-01 5.081430102541678595e-02 8.535580168285932245e-01 2.642648494455040797e+00 8.641239728041720802e-01 6.448685616365595896e-02 7.703159265146195089e+00 -2.793761621278900709e+00 -4.535427881021265151e+00 4.426676338608221073e+00 -1.117930409934008651e+01 -8.260277363324956212e+00
2.798888054017133475e-01 4.112646333954651096e-02 6.678537661795409530e-01 3.024543320188323392e+00 9.796021728301207432e-01 4.646775176424852161e-01 8.055331021743141307e+00 2.333781336886736391e+00 -1.064054904300330229e+00 2.200407427697856466e+00 -6.043686360037678185e+01 -5.751783686436165510e+01
2.789826756158050314e-01 4.402083892546142241e-02 6.287617306092028180e-01 3.069147513665631877e+00 1.046763474831762020e+00 1.767407134220490561e-01 8.278137046256643927e+00 1.732771010290221625e-01 -1.082237295864281190e+00 9.678254806201103122e-01 -1.317758912308538655e+01 -1.025856238707025625e+01
2.892662839708513012e-01 3.020753243811895999e-02 8.369776894303782022e-01 2.468651414516053411e+00 8.115741208369802173e-01 2.047651250128598166e-01 7.849058109683649143e+00 3.985581783081206808e-01 -3.108520179001388328e-01 2.429477813251033513e+00 -1.056158391576437339e+02 -1.026968124216286071e+02
2.160576585335682309e-01 8.044469515861231435e-02 7.776484268581798087e-01 3.296094082072991149e+00 1.025492923514588872e+00 2.679724589183813954e-01 7.817071112208203054e+00 7.346357741695106469e-01 -1.126997276880211452e+00 3.472193492486530531e+00 -3.692230791195157735e+01 -3.400328117593644350e+01
3.028549505024458743e-01 2.770120467214211984e-02 7.300319388325430259e-01 2.557563509696484161e+00 8.209417121192952305e-01 1.804073258929167478e-02 7.791517412834746636e+00 2.496290753099145832e+00 -4.463961923764545148e+00 1.172525418460475422e+00 -1.273959079729719690e+01 -9.820564061282066604e+00
2.376787583109038204e-01 6.460066642553964622e-02 6.101070831269596040e-01 3.532017597692616917e+00 1.108939755488155932e+00 1.587226776151010599e-01 7.937363948063467234e+00 1.553211201046557299e+00 -1.722201279848514233e+00 1.397984643104910329e+00 -1.620894768055552859e+01 -1.328992094454040185e+01
2.864729943116021693e-01 5.157419412761597016e-02 8.648928319566425715e-01 2.498671510340364943e+00 8.090062842521342779e-01 1.798250839803474666e-01 7.754036012082356599e+00 1.888429059492976236e+00 -9.748405369617154648e-01 2.322555410687173083e+00 -1.357374605665495082e+01 -1.065471932063981875e+01
2.559271055092368075e-01 4.379755485984148516e-02 5.475004253026900525e-01 3.528806758984742054e+00 1.074871499157778576e+00 4.115169836176563178e-02 8.165100896424871024e+00 -2.271893686274779611e-01 -4.294140544154599226e+00 2.440740004807000929e+00 -1.806712006488799105e+01 -1.514809332887285720e+01
2.682946774718382721e-01 3.121555715579477086e-02 9.446853889312895047e-01 2.481305051533166495e+00 6.973338743522941030e-01 3.125954392033654106e-01 7.731475628970294167e+00 -1.328376058933948833e+00 -3.783381975324668911e+00 2.380095565288499859e+00 -1.248665617059365474e+01 -9.567629434578524439e+00
2.804038618855101417e-01 1.913358561768122718e-02 7.634190059725711741e-01 2.590839449989210674e+00 7.974370975791190697e-01 3.362757071550226406e-02 7.798783099841623212e+00 1.082706573444944809e-01 -2.664753569180324799e+00 2.387613329513543103e+00 -1.388917727056240281e+01 -1.097015053454727074e+01
2.374547258244287529e-01 6.039486639068951390e-02 8.926860275615566831e-01 2.859995289697749854e+00 8.273531973441580201e-01 1.931355507658394366e-01 7.602590323733837252e+00 -4.490898976635524065e+00 -4.963405631081410085e+00 4.309848538865979961e+00 -9.591703357435822141e+00 -6.672676621420691845e+00
2.533485977803262568e-01 4.070427863550253600e-02 8.039880127337559745e-01 2.942260913358179852e+00 7.931221109415869108e-01 4.265839638054976235e-01 7.673972095056094567e+00 1.717223974686915788e+00 -9.699253731960464364e-01 4.499172837603820696e+00 -1.157528630713507667e+01 -8.656259571119948149e+00
2.434707866932603881e-01 5.016386549523719346e-02 8.378662263231897445e-01 2.898366954061259548e+00 8.844114538937430936e-01 3.113995123733847570e-01 7.873967126890432766e+00 4.164638953225097140e-01 1.376412177899113409e+00 1.398790475742475170e+00 -1.958864209777981458e+01 -1.666961536176468073e+01
2.622639778769338958e-01 5.426223357930952396e-02 8.440542074541341755e-01 2.706079194621449080e+00 8.283163813586109647e-01 1.008721211222743941e-01 7.648377242193259207e+00 1.223704769907492107e-01 -1.448305659239095267e+00 2.747722789437937685e+00 -1.297569875164863973e+01 -1.005667201563350766e+01
2.852012122415723550e-01 2.239628538767741289e-02 8.159213035665249247e-01 2.482260416072394005e+00 7.498428579117155657e-01 6.456053829181207515e-02 8.007124613203449925e+00 4.353818252309974213e+00 -2.238397939591223462e+00 2.343684307069083594e+00 -2.279654668655512140e+01 -1.987751995053998755e+01
2.239600375529222920e-01 7.176305523693755906e-02 8.136246120786655434e-01 3.046498814360990792e+00 9.905172415315730561e-01 1.009391424356019806e-01 7.816300882115234216e+00 3.010983061615734258e+00 -1.056484622570870169e+00 4.760848921878978679e+00 -2.418074768668234853e+01 -2.126172095066721823e+01
2.992059865141141195e-01 2.255153403917763144e-02 6.748513979186190337e-01 2.886031416224404289e+00 8.520745458454552779e-01 3.201995842974177942e-01 8.029206503948147500e+00 2.137792418073853895e+00 -1.381703860437055731e+00 2.098907321704617246e+00 -1.319522256737936630e+02 -1.290331989377785362e+02
2.670350459929018982e-01 3.528318141348798370e-02 6.967619754630072215e-01 3.036096702202477626e+00 9.354615291843808578e-01 4.858664517554952544e-01 7.955811778906347165e+00 2.375313057211911882e-01 1.279111323278248058e+00 2.090764757178748212e+00 -3.559606458822052844e+01 -3.267703785220540169e+01
2.918657363833397911e-01 1.341801471133070509e-02 7.968387481008611939e-01 2.563695346945616738e+00 7.605978187789255163e-01 3.555219645505028336e-01 7.959650972176095074e+00 1.832805972760639612e+00 -7.209347354348860648e-01 1.547653870827212508e+00 -8.109469192358923806e+01 -7.817566518757411131e+01
2.609244520417522417e-01 4.453081520767768198e-02 7.470781779000674749e-01 2.898182542389466487e+00 8.443934741436220914e-01 8.850244877922874842e-02 7.836716195723095524e+00 7.759618300454214079e-01 -7.332987055212285554e-01 1.552882501562680151e+00 -2.884018153926205130e+01 -2.592115480324692456e+01
2.606958274519446950e-01 2.597113397720240968e-02 8.230407820029195243e-01 2.719832560853694403e+00 7.915788439212173566e-01 3.216614975649705332e-01 7.729756603219141375e+00 2.992582750942640146e+00 -2.460308758654756733e+00 4.639402812285556621e+00 -1.536664367807870590e+01 -1.244761694206357561e+01
2.484275438811853753e-01 5.859852309806762999e-02 6.235321918462094493e-01 3.420683617151489386e+00 1.047401495219319578e+00 2.391024911344935000e-01 8.004691216841747448e+00 -6.335004830529875619e-01 -3.712083198793125760e+00 4.583628590869422759e+00 -1.783508901509113187e+01 -1.491606227907600157e+01
2.078888470846374514e-01 9.077338433941176121e-02 6.485312392101363343e-01 3.748321532168309211e+00 1.176914573607863002e+00 2.362454372485523479e-01 7.876160977726489598e+00 -3.954075830392226543e+00 -1.660839309685976595e+00 4.257109316803655119e+00 -1.291766982149373888e+01 -9.998643085478608583e+00
2.934460824440149884e-01 3.552097770804515942e-02 5.901799525714250816e-01 3.178262829558045066e+00 9.936624604176487185e-01 3.686062411672484940e-01 8.245950869268282801e+00 3.104026369082502512e+00 -1.614162311824156593e+00 2.367790281658845419e+00 -9.792848034179164074e+01 -9.500945360577651400e+01
2.725229559648457145e-01 2.979964838605213967e-02 7.441340083988949861e-01 2.731383740282061545e+00 8.317121381120892165e-01 1.325093071640215392e-02 7.975717693919954776e+00 -1.556401745500872735e+00 -4.097426780098682997e+00 4.195477632251625622e+00 -1.151637508726930648e+01 -8.597348351254176180e+00
2.798350532241785649e-01 3.305759958258477904e-02 6.533514129793038805e-01 3.141560784564604081e+00 9.504589343941354240e-01 4.495421966121333490e-01 8.001505649208121795e+00 2.943211510629978100e+00 -8.619658330275781211e-01 2.274966532369548933e+00 -1.156282121653391926e+02 -1.127091854293240516e+02
2.666892251594631391e-01 3.312165548633934364e-02 5.079895524790086769e-01 3.675030694181652180e+00 1.053240306281769012e+00 2.470396930895278342e-01 8.176939085383843064e+00 2.833079381417695330e+00 -2.567586954055485204e+00 2.314742105754215906e+00 -2.168497104305232028e+02 -2.139306836945080761e+02
2.388929654723428997e-01 7.283301854487332638e-02 7.295106148116311529e-01 3.177845573678014013e+00 1.056913538379395501e+00 1.964667447206807083e-01 8.052528210143375276e+00 3.296670444641904396e+00 -2.459701245179963802e+00 2.492050986116757016e+00 -1.285088024730604417e+01 -9.931853511290913872e+00
2.716745598791591165e-01 5.332759122770417554e-02 5.686242392708240612e-01 3.413592597628660297e+00 1.041930201883479734e+00 1.628587841393976388e-01 8.019312045191027138e+00 3.817245648988745188e-01 -1.879681300490947393e+00 1.546371772492954211e+00 -1.169718678885339003e+01 -8.778160052838257954e+00
2.564321186068609926e-01 6.258934727468856707e-02 8.179794708054590746e-01 2.859659859714358543e+00 9.192318311965568256e-01 4.029466661542062123e-01 7.743251049812311493e+00 1.548615130219435088e+00 -1.601220571129224890e+00 4.656422609128333612e+00 -1.316793780525495805e+01 -1.024891106923982775e+01
2.379748046901144776e-01 7.160414634674679146e-02 4.888565849819972442e-01 3.985076249214154487e+00 1.179520633292931109e+00 9.471486159754821665e-02 7.998221248215152457e+00 4.220477172240940433e+00 -2.255986628860959797e+00 4.397789109305943356e+00 -2.244230894178782307e+02 -2.215040626818631040e+02
2.315566752777253323e-01 6.902115264536209938e-02 9.584429225139693420e-01 2.740028395528357308e+00 9.239979120209839136e-01 2.549363313960286148e-01 7.870153705882075634e+00 2.172758031746014673e+00 -1.345149755081633813e+00 4.136225816351064566e+00 -1.124371356221212537e+01 -8.324686826196995071e+00
2.685204178800924546e-01 3.886415522823870317e-02 7.287810385260820034e-01 2.877297210102106817e+00 8.848940884727141132e-01 1.706588414181292035e-01 7.767994427131688084e+00 2.410894577997893862e+00 -4.992428548774832109e+00 2.368478501160953709e+00 -2.565772871029647106e+01 -2.273870197428134077e+01
2.797628417224458097e-01 1.267411106420654465e-02 8.254363446270733817e-01 2.544215543271993063e+00 7.124125187270508031e-01 2.434861824695885302e-01 7.857695977777001239e+00 -7.732216194347421023e-01 -3.114418747121672215e+00 3.340287256379444791e+00 -2.105354272350816913e+01 -1.813451598749303884e+01
2.912908179569800859e-01 2.783226853539839257e-02 8.173873388802314066e-01 2.492002796433222311e+00 7.420217353116251857e-01 8.301324011456590046e-02 7.747884396007288288e+00 1.442829265945480444e+00 -4.363318520879503559e+00 9.991486493011009218e-01 -1.193377384880009728e+01 -9.014747112784966987e+00
2.287860252501351388e-01 6.017861248290742870e-02 8.895749834442562287e-01 2.851107601201951613e+00 9.075691389179761925e-01 1.265869692373713384e-01 7.739770857149288474e+00 1.366338355766176349e+00 -3.645331924561090453e+00 1.561357569274499202e+00 -1.128938462784824637e+01 -8.370357891833117847e+00
2.698287123116653863e-01 3.503712433837945228e-02 5.547586841874218022e-01 3.495515094069747253e+00 1.014282972562319696e+00 2.854356282553998092e-01 8.049565448269996537e+00 3.627888788246311336e+00 -1.922424156112658711e+00 2.813613233168436700e+00 -2.008267978499636186e+01 -1.716365304898123156e+01
