# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.5
#         # Redshift Binning: 5 bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_bins: 50
#         #   - l_max (WL): 2000
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.0
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - a1_IA: 0.1446
#             #       - eta1_IA: 2.21
#             #       - beta_IA: 0.0
#             #       - a2_IA: 1.0
#             #       - eta2_IA: 0.0
#             #       - b1_IA: 1.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31
#             #       - Omega_c: 0.2609515570934256
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.25,0.4]
#            #       - Ombh2: 0.02268
#            #       - h: [0.5,0.9]
#            #       - log10As: [1.7,4.0]
#            #       - ns: 0.97
#            #       - Mnu: 0.0
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - a2_IA: [-5.0,5.0]
#            #       - eta2_IA: [-5.0,5.0]
#            #       - b1_IA: [0.0,2.0]
#         ##############################################################
#              Omega_m          h          log10As          a1_IA          eta1_IA          a2_IA          eta2_IA          b1_IA        log_w   log_l
3.167033878670514335e-01 8.285821273364319950e-01 2.283184724436758462e+00 3.770960766979509771e-01 2.243355451643433085e+00 -6.474204366704894298e-01 -5.141329593390615571e-01 1.824906736861888756e-01 -2.195667985286635030e+03 -2.215301258559967209e+03
3.878072526623145277e-01 6.887838608440031152e-01 2.383742721517784879e+00 4.948476627371531933e-01 -4.923133634689115468e+00 -3.737738481749985908e-02 1.410275820990893436e+00 1.727473875045065332e+00 -2.816917745641428155e+03 -2.836551018914760334e+03
3.072892611336898172e-01 6.174826537646080915e-01 3.245875698152858035e+00 6.006579565650804753e-01 -2.415024963485985499e+00 -3.465548360343886358e-01 3.255378056151409183e+00 1.465343298287754115e+00 -1.583914488503733082e+03 -1.603547761777065716e+03
3.022045605584299244e-01 7.410683756810140244e-01 2.711058052874235180e+00 7.225344066055363612e-01 -3.488835701623819396e+00 1.016328853725526393e+00 -4.283455877143929058e+00 1.608942897290070340e+00 -1.797244614076318840e+03 -1.816877887349651473e+03
3.768111273984265930e-01 6.435782848227037389e-01 2.760403108323020049e+00 -1.374991735981101471e-02 3.279488828753882146e+00 3.633920932960775119e+00 -4.578145226834070769e+00 9.356121319189336649e-01 -2.744610097562731426e+03 -2.764243370836063605e+03
3.316016262660912428e-01 6.300099791350216583e-01 3.076840057584988131e+00 3.489996276660107810e-01 1.622586581424009466e+00 -2.565499763214710072e+00 -4.629447726034525701e+00 1.509727176337401167e+00 -1.798241041433875353e+03 -1.817874314707207986e+03
2.839519666603023129e-01 6.463638266357734086e-01 3.514685200089642692e+00 1.692122619577562936e+00 -1.605430005887841460e+00 3.061440346101695908e-01 2.289419549773050733e+00 6.137293636109597550e-02 -1.683402332845069850e+03 -1.703035606118402484e+03
3.137547993182078776e-01 8.678716296033293087e-01 2.220272963958616064e+00 6.015806973214949949e-01 7.893940266457573074e-01 -1.507158845331822761e+00 -3.891745878528061198e+00 2.503426095524627915e-01 -2.833174010861227544e+03 -2.852807284134559723e+03
2.630221808265851835e-01 7.317465072400396453e-01 3.219282821361516334e+00 -3.371234198882167021e-02 1.009303226524885133e+00 9.977227260692478339e-01 -4.319702081299787721e-01 1.889807627953241642e+00 -2.035505023295318324e+03 -2.055138296568650730e+03
3.240618402255409647e-01 8.314657716749636052e-01 2.182259874648798004e+00 2.151487151199715342e+00 -4.808971837588487119e+00 -6.616142752623144219e-02 -3.355775104727315217e+00 4.375733764422724548e-01 -1.834294489306714468e+03 -1.853927762580047101e+03
3.131619801154814642e-01 8.525455426900834244e-01 2.323509914606859184e+00 4.848518260409493408e-01 1.590634370304544021e+00 -1.157047965844922643e+00 -2.973089236023246151e+00 1.166763821853452843e+00 -1.852023308170827022e+03 -1.871656581444159656e+03
3.361125497179180410e-01 6.380695062918150251e-01 3.000855724958106485e+00 1.982570935767079767e+00 -2.886343474705740597e+00 -2.738834830797671760e+00 -4.815266508581215632e+00 1.083806098673697038e+00 -2.451832840677959666e+03 -2.471466113951291845e+03
3.874766483259188821e-01 5.757416816672253912e-01 2.987133028414735492e+00 3.131660933796878155e-01 -4.631061438852999146e+00 2.900306179731750866e+00 -4.567906073747951545e+00 1.028482534337308962e+00 -1.867313039856835758e+03 -1.886946313130168392e+03
3.278367905333781085e-01 8.910846498103954794e-01 2.011146565911725137e+00 1.014169993077103094e+00 -2.257343587014143615e+00 2.839326751647694991e-01 -3.175116207456667450e+00 8.666976700033779402e-02 -1.936446364159594850e+03 -1.956079637432927484e+03
3.488939977888451116e-01 5.128810624207411628e-01 3.746408782078296973e+00 3.794921120171785844e-01 -3.472383577697735202e+00 1.598916133309025156e+00 -2.426957261309787839e+00 7.466422137775905465e-01 -1.835067829822947260e+03 -1.854701103096279894e+03
2.805519591953634650e-01 6.666298959872610785e-01 3.359592859261017139e+00 1.572250451025674067e-01 -1.616508588652996181e+00 2.433738619225946920e-01 -1.427134922132164974e+00 1.449190326061640555e+00 -2.133038849805625432e+03 -2.152672123078957611e+03
2.910325724458431851e-01 8.043382132867310519e-01 2.590292239992447954e+00 3.393970750675698866e-01 2.992975623904481353e+00 -1.445817134776608004e+00 -1.754930590352337116e+00 8.397170426986431124e-01 -1.931177904982196651e+03 -1.950811178255529285e+03
3.360399055116793932e-01 5.368665770244197555e-01 3.603652324055500955e+00 2.051136882340092171e-01 5.500792860492795811e-01 3.729403646991148236e+00 -3.946552864092863544e+00 6.430971889737535641e-02 -2.969431222304534003e+03 -2.989064495577866182e+03
3.762145862818910835e-01 6.685310120911975851e-01 2.593644952913008339e+00 1.941988137488532828e-01 -4.129072619676838585e+00 1.408847709651199764e+00 -4.255601819115085505e+00 8.567018077424040090e-01 -2.388734975510162258e+03 -2.408368248783494437e+03
2.727250813408088614e-01 6.599905042324591964e-01 3.491850004892105730e+00 8.660659043386740308e-01 -3.993277300082294090e-01 2.114134584124283123e+00 -3.940739762127487555e+00 8.536274739013147705e-01 -2.039212469446273417e+03 -2.058845742719605823e+03
2.886865496685674382e-01 7.489197947696548674e-01 2.775947902764827724e+00 1.772925983859998667e-01 4.993242113403972837e-01 3.450259122182929516e+00 -3.314671289777156638e+00 1.527678824525467993e+00 -2.093794148564421448e+03 -2.113427421837753627e+03
3.195934632580592627e-01 5.916953434428003922e-01 3.345961977096501450e+00 3.939814842878233137e-01 -1.828128500454206939e+00 1.352895921607141005e+00 4.401299612136870820e-01 3.282469501473992413e-01 -2.192359982484680131e+03 -2.211993255758012310e+03
2.642507864736682310e-01 6.060701716145286966e-01 3.819042474924701835e+00 1.104586201048862293e+00 -7.806505402237586821e-01 -1.567113755303387812e+00 -2.247216212746626418e+00 5.606071333682460800e-01 -1.930296564549495315e+03 -1.949929837822827949e+03
3.212627774676291015e-01 5.758441548446089353e-01 3.486135666638997321e+00 2.506087664324496700e-01 3.122325336300358245e+00 2.717489761989448027e+00 -4.637280123849834901e+00 1.132329854514069201e-01 -2.029291641680819566e+03 -2.048924914954151973e+03
3.320668266053534157e-01 6.503120057686999633e-01 2.924617458408941495e+00 7.421510340949577511e-01 -2.080906164389707769e+00 -4.367851240944631286e-02 -2.534228165785491704e+00 9.527208984414827775e-01 -1.871580571273950682e+03 -1.891213844547283315e+03
2.899141114319876977e-01 6.167993382041574435e-01 3.500171474239413438e+00 1.774023587543647196e+00 -3.659451437765413928e+00 2.889416591588904737e-01 -4.137858405374209347e+00 3.935859975907396446e-02 -1.689620010576629738e+03 -1.709253283849962372e+03
3.956936937698862788e-01 7.586787557875638299e-01 2.000354378063256000e+00 1.197552199109635396e+00 -2.499330993897728170e+00 4.599734692293244720e-01 -3.783123964171667630e+00 7.491817578365367325e-01 -2.149686430305001068e+03 -2.169319703578333247e+03
2.669355265607117889e-01 8.305761691160038485e-01 2.648170682317419811e+00 8.740069442224696061e-01 9.018622657045547442e-01 2.304479873739637696e-01 -3.534179257574644240e+00 4.626378002609421447e-01 -2.414461376601488155e+03 -2.434094649874820334e+03
3.212181643485844118e-01 6.846498820539150820e-01 2.978596597467014995e+00 1.823689384009677283e+00 -2.049274557215773562e+00 8.541709885383159673e-01 -3.231490121324393172e+00 3.429982463943925808e-02 -1.872924880528439417e+03 -1.892558153801772050e+03
3.112804779779289044e-01 7.141408037644788598e-01 2.756241280562796270e+00 2.416860479810402751e+00 -4.260477810106659824e+00 -1.070961223406191820e+00 -1.120982534233010419e+00 3.097209702675820520e-01 -2.049286650687818565e+03 -2.068919923961150744e+03
3.956976721266103891e-01 6.460613709605217414e-01 2.510789586190177225e+00 2.012062123068315778e+00 -4.723791960801668743e+00 -1.366774666975896224e-01 3.823447788335224473e+00 4.553693347273208847e-01 -1.514335768867681509e+03 -1.533969042141014143e+03
3.549816908719890529e-01 8.440560568824928556e-01 1.990146610908700042e+00 8.486189480071617552e-01 1.762348656305249506e+00 -6.930505154181076932e-01 3.689139289970260194e-01 4.207563572664556606e-01 -1.641780933705694451e+03 -1.661414206979027085e+03
3.694146864934888530e-01 7.514614027805841534e-01 2.159196799734985905e+00 5.320115435163650375e-01 -1.850598971144531646e+00 -6.203113957113419730e-01 -3.910789011507520563e+00 1.811961609147197949e+00 -2.090694160214415660e+03 -2.110327433487747840e+03
3.441463315808260814e-01 5.818430070778691787e-01 3.258668811790844444e+00 8.717017408905114451e-01 -4.812602917818114001e+00 3.807596017745154882e+00 -4.487846670803893545e+00 1.488323742670741412e+00 -1.946145033144048739e+03 -1.965778306417381373e+03
3.360743925728170156e-01 8.071547106297047858e-01 2.325157258581810993e+00 1.120241580099693657e+00 -3.515721596713118124e+00 5.401634445906324800e-01 1.561516743615145586e-01 4.120602833538957732e-01 -2.277516712448953513e+03 -2.297149985722285692e+03
3.212127859588275181e-01 6.588669412320754537e-01 3.094191886931021429e+00 2.635349436864835582e-01 -2.746329950910354256e+00 2.607081530385443102e+00 -1.456799921014510169e+00 7.851121625585604225e-01 -2.065091723173493392e+03 -2.084724996446825571e+03
3.433785646931898361e-01 6.612139503482519221e-01 2.916632852556776623e+00 4.981242052087502259e-01 -2.451700918318126199e+00 8.472204729647137000e-01 -2.700174391675419727e+00 4.507915390906058750e-01 -2.153549470933198791e+03 -2.173182744206530970e+03
2.743247016153662066e-01 6.778827410195278347e-01 3.465047648885999365e+00 2.939984058906928155e-01 1.377089799277094073e+00 3.191552973551159411e-01 9.701469396111672694e-01 6.178773144011540097e-01 -1.948423402558886437e+03 -1.968056675832219071e+03
3.028608014190277697e-01 8.368127479496407783e-01 2.299879238292694694e+00 9.991117915899030422e-01 -8.021207444918374563e-01 -8.303432229725373759e-01 7.933908954249115908e-01 1.192311164235637433e+00 -1.413165384464415638e+03 -1.432798657737748272e+03
2.940971485861781365e-01 7.032753224604094688e-01 2.949780593104923021e+00 -5.252229755142590051e-02 3.919848631584148535e+00 1.251478727522419732e+00 6.579176845684377994e-01 1.905462370783671533e+00 -1.414220030780375055e+03 -1.433853304053707689e+03
3.240947747003711243e-01 6.440382152630559354e-01 3.081682471984970029e+00 3.857581281745357416e+00 -4.797233607531624422e+00 -4.362806190157915154e-01 1.470757948828449457e-02 8.317552989777921013e-02 -1.817798921726956678e+03 -1.837432195000289312e+03
2.970546236170830134e-01 6.508530663027117802e-01 3.237124609501248251e+00 8.086845759326868333e-01 -2.459677222182070633e+00 2.162612176165349176e+00 -3.750977350778118335e+00 1.397913684718423699e+00 -1.812578193119761636e+03 -1.832211466393094270e+03
3.783890624130582525e-01 7.369112211110231403e-01 2.197881756031563327e+00 5.255975075031784627e-01 2.765389210478089943e+00 -7.408051401051345408e-01 -3.297078140426805692e+00 1.687987275011848531e-02 -2.249144694660883488e+03 -2.268777967934215667e+03
2.678933277772692079e-01 6.562531786259900857e-01 3.477947503484307479e+00 -1.253292936912453470e-01 -4.174133731135777126e+00 3.131219085972228200e+00 -1.514568942603153889e+00 4.779578974524960611e-01 -2.049960242270065919e+03 -2.069593515543398098e+03
2.771577377682026833e-01 6.638054728680053973e-01 3.458071561913532488e+00 2.908915621198548962e-02 -3.821895725110493469e+00 3.968370660604053413e+00 -4.742006271200632561e+00 1.324472273796274191e+00 -2.160361862948055659e+03 -2.179995136221387838e+03
3.397042473444065180e-01 7.914424658511524102e-01 2.173489179630900381e+00 2.670210941365391832e-01 -2.449876333353110169e+00 8.293115277741813784e-01 1.880087868203172974e-01 1.173918067715895353e+00 -1.757687084603579933e+03 -1.777320357876912567e+03
2.646667615494393000e-01 8.272647709692779738e-01 2.745347688215546533e+00 1.105502250316352075e+00 -1.903753533407994691e+00 3.301382096209515282e-02 -1.310776844946110131e+00 1.222122491974130920e+00 -2.356033809953262335e+03 -2.375667083226594514e+03
3.476073985148115941e-01 5.943086398667531967e-01 3.240289964704411219e+00 1.804639335896174757e+00 -1.926715939457875670e+00 9.248841389725059869e-01 -2.674771982224966038e+00 2.046974740450719921e-01 -1.704545752988902450e+03 -1.724179026262235084e+03
3.873558914413863241e-01 8.024497362254889854e-01 1.978354836077288237e+00 5.734183518868771756e-01 1.452600620761392847e+00 9.254395408724338523e-01 -3.255265794342507846e-01 3.203530257531128633e-02 -1.621569743656849596e+03 -1.641203016930182230e+03
3.770056309770132286e-01 5.664665603388837622e-01 3.035098096210709695e+00 9.714300821593422341e-01 -1.050760191669708465e+00 -1.728327770687174691e-01 3.485988399087894152e+00 1.116592308193887551e+00 -2.674969090440905347e+03 -2.694602363714237526e+03
3.462756857388584186e-01 5.687354580373759072e-01 3.446407584491250731e+00 1.583351739224083232e+00 -2.842838769070072047e+00 5.363273438318882924e-01 2.585487828696071411e+00 2.995210023704530933e-02 -3.054340266339646860e+03 -3.073973539612979039e+03
3.625320040138699240e-01 7.171363005506763422e-01 2.360891414028247759e+00 5.033318406807296697e-02 -1.097928039451419036e+00 3.530479252918103938e+00 -4.724328536905799680e+00 1.446631216490732674e+00 -1.863730839988156958e+03 -1.883364113261489592e+03
2.775382145066391804e-01 8.885593819026759155e-01 2.310598066909014925e+00 5.240892454293044622e-01 -2.173023694734697031e+00 1.863671637307571238e+00 -4.002268440797150717e+00 1.615560299222363438e+00 -2.298066574932087406e+03 -2.317699848205419585e+03
2.879928154779389238e-01 6.894830138392730179e-01 3.107546892693085372e+00 1.796771062277232822e+00 -3.213349694977301052e+00 -4.958883531880022844e-01 -4.949626248732741374e+00 7.210560103597591919e-01 -1.753459888847336970e+03 -1.773093162120669604e+03
3.736961417800979679e-01 8.685636197938932934e-01 1.703194557981662749e+00 1.501540473654296548e+00 -2.861792753175593784e+00 5.468676400248284608e-02 3.600417836743698530e+00 2.724691985981424480e-01 -1.520556446527698199e+03 -1.540189719801030833e+03
3.530447016227724055e-01 5.397726173456569576e-01 3.450601324692418981e+00 1.788672823716161986e-01 2.251018126846986434e-01 3.203411692302132963e+00 -3.448961730772674095e+00 4.980410668015782250e-01 -2.598142623006068334e+03 -2.617775896279400513e+03
3.073916610207254596e-01 5.610274656620015676e-01 3.768788192288565320e+00 1.887805270121724277e+00 -2.355168603992741971e+00 -1.406195719774010477e+00 -9.930906241368120391e-02 1.247490857583655188e-01 -2.014181447216641118e+03 -2.033814720489973752e+03
2.943052262051158441e-01 7.706737554448443994e-01 2.823525410205489639e+00 5.504560697843752237e-01 -9.747904200901933436e-01 3.185263342011559473e-01 2.005023381739415633e+00 4.324462933670663034e-01 -2.013250931913114755e+03 -2.032884205186447389e+03
3.050724631652638186e-01 8.981027953458575741e-01 2.178866801959027377e+00 -3.611199011324117691e-04 -6.457829570999509272e-01 1.636244157777385411e+00 -1.828576302377631357e+00 2.300129395640579943e-01 -1.569934505967401947e+03 -1.588692444875932324e+03
3.608313773437716310e-01 5.555308881970725254e-01 3.483510682891476584e+00 1.459912032767096690e-01 3.681235583604102857e+00 2.827616635140516976e+00 -4.100151655813829343e+00 1.368708850634368313e+00 -2.208757222569250189e+03 -2.227515161477780111e+03
3.415693572256782162e-01 6.667252319776806324e-01 2.860408764336780152e+00 -3.710470356670825254e-02 3.759537706193370354e+00 2.947198248652782127e+00 -2.704799459797957439e+00 1.857692006926499273e+00 -2.884840522852783124e+03 -2.903598461761313047e+03
2.935458977998754992e-01 7.856149515474935008e-01 2.688786570680715915e+00 4.797627493004874566e-02 -1.769977221601371831e+00 3.484596158499764229e-01 2.625982075602729893e+00 1.467984131681514093e+00 -1.331951431679238567e+03 -1.350709370587768944e+03
2.512960353890169030e-01 6.931227500203913650e-01 3.461899873576492759e+00 -2.288646415623638575e-01 -4.582389965465107018e+00 3.741883682231053498e+00 -3.612435107991320837e+00 5.538634782829094938e-01 -1.442214603747717319e+03 -1.460972542656247697e+03
3.190369248050960449e-01 7.393656099653828084e-01 2.586315216896854619e+00 6.977040414734378970e-01 2.077823071866689908e+00 -4.730361349582157260e-01 2.700745930549683926e+00 2.713606007986575364e-01 -1.281425263911042521e+03 -1.300183202819572898e+03
3.907902044820988352e-01 6.522991775743525178e-01 2.600349556696260223e+00 7.280233412020020722e-02 3.891599851308388480e+00 2.159598038680796250e+00 -1.253443694854309065e+00 1.408610115747562341e+00 -1.648263255385845014e+03 -1.667021194294375391e+03
2.769846153984199533e-01 8.563663730238049165e-01 2.491969149528892924e+00 4.072092556081283732e-01 -4.103239039011504552e+00 6.680939566962589282e-01 -7.198051493770165621e-01 3.397526677219999680e-01 -1.211525036690414254e+03 -1.230282975598944631e+03
3.417028916076930711e-01 5.761789441410949397e-01 3.348006903508182752e+00 9.437827617736314068e-01 -4.659293441048158790e+00 8.264880658876432307e-01 -1.687038693675828593e+00 1.959278404526491713e+00 -1.478016425931159574e+03 -1.496774364839689952e+03
2.734205992094931315e-01 8.141795442280916895e-01 2.643446791175926069e+00 7.845110111409780984e-02 -1.676816234616657297e+00 3.238094399704337434e+00 -3.866146840592572520e+00 1.555868488163395513e+00 -1.275080073867018655e+03 -1.293838012775549032e+03
2.915544469381465276e-01 6.404669826375176678e-01 3.380587013207407399e+00 2.111690111059876251e+00 -3.697466825712783844e+00 -7.207808131552191355e-01 -1.687994740349286538e+00 3.785484374161176557e-01 -1.226630723416410092e+03 -1.245388662324940469e+03
3.963064094750227140e-01 7.938012897476225405e-01 1.843819142558834834e+00 4.351526974882098386e-01 2.445920445815765731e-01 -4.031528455501423025e-01 -4.374681583866859569e-01 1.084562535654965743e+00 -1.745315456531378004e+03 -1.764073395439908381e+03
2.936932270418102231e-01 8.767003877511563292e-01 2.236310982868718877e+00 8.172470640045634838e-01 1.288563226055007505e+00 4.368162199217229258e-01 -4.295707682139856765e+00 1.317806323654275857e-01 -1.520322351796059365e+03 -1.539080290704589743e+03
3.039237247889902127e-01 6.468276361041378486e-01 3.174292934039941727e+00 2.075125528635734184e+00 -2.359043522716600449e+00 -5.486955441764829189e-01 4.239379734644277420e-01 1.652109100797596319e-01 -1.786351715137542442e+03 -1.805109654046072819e+03
3.015057944830783487e-01 6.440030649893608850e-01 3.270719063981393226e+00 2.453779538411302141e+00 -2.277483543916672737e+00 -5.833383143298318529e-01 2.371306953137610307e+00 1.258723795071803320e-01 -1.561011133905604083e+03 -1.579769072814134461e+03
2.797387356025863303e-01 6.590196265897666494e-01 3.352180203022448346e+00 8.682665222830552310e-01 -1.870425527347507888e+00 -9.701858735054083027e-01 -8.638704015355695986e-01 1.707855434912514569e+00 -1.199085721515368732e+03 -1.217843660423899109e+03
2.843585860603431437e-01 8.674656549724490961e-01 2.393322024019493455e+00 2.433528888844083582e+00 -4.036456892478038405e+00 -2.577007379391416109e-01 -3.382033760515366083e+00 3.525718995576021531e-01 -1.716388414052232520e+03 -1.735146352960762897e+03
3.388694141036326379e-01 6.727779625766673322e-01 2.780036326107276690e+00 1.717247066530987354e+00 -3.391046601687418338e+00 7.052583001487011671e-01 1.298221483882477933e+00 1.167721019371510405e-01 -9.786237274248254607e+02 -9.973816663333558381e+02
3.158975092622487990e-01 8.506581676725784025e-01 2.275553311480714935e+00 5.904738793230279725e-02 -2.867936806693892393e+00 1.559074375131933365e+00 -1.632372623936397815e+00 1.415806271575264175e+00 -1.544183170387218979e+03 -1.562941109295749357e+03
3.652863454528522680e-01 6.078913552909658291e-01 2.931503733683917812e+00 1.016742935639625145e+00 -3.563273695672708463e+00 9.649005028780148763e-01 5.758072065363979419e-01 6.140440325652352094e-01 -1.255967599049619821e+03 -1.274725537958150198e+03
3.065119247626762466e-01 6.896298005798762176e-01 2.976728733907932245e+00 2.305703424671655455e+00 -4.702323084367769468e+00 -1.252325652591166349e+00 -2.040897967527075529e+00 5.668035157285178371e-01 -1.575589275681808886e+03 -1.594347214590339263e+03
2.695863209719341902e-01 7.502007650444599829e-01 2.976792592574486918e+00 1.282942338795994175e+00 -4.880070470232608315e+00 -1.058353241677227885e-01 -4.294449343867665192e+00 9.882619032665960201e-01 -1.537292354436934147e+03 -1.556050293345464524e+03
3.385579213231939555e-01 7.082664553599739010e-01 2.648157285729952459e+00 1.401150222587887129e+00 -2.659053162910295143e+00 -1.308335397763285890e+00 -4.684012524189329341e+00 3.481171094914945474e-01 -1.328309112355500474e+03 -1.347067051264030852e+03
3.911607327176052085e-01 7.423329720474781679e-01 2.066592165150632265e+00 4.797808337586051408e-02 4.312538771463893639e+00 6.519884643181139694e-01 8.348220456049730842e-01 3.782610316314425347e-01 -1.561027442806746876e+03 -1.579785381715277254e+03
2.663213993935579782e-01 7.293012888032300856e-01 3.182497731278116859e+00 9.401660686178257009e-01 -6.808781442085178881e-01 -1.270634545948765570e+00 -1.438143928333741606e+00 1.568820381813258891e+00 -1.524981940211452184e+03 -1.543739879119982561e+03
3.305419372750929008e-01 5.527879322193350875e-01 3.696202568736367766e+00 5.815861451411361571e-01 1.384437182496744967e-01 3.033710785307828672e+00 -3.479331287901816783e+00 5.507233384467349335e-01 -1.551220338092259681e+03 -1.569978277000790058e+03
3.464966704091942407e-01 6.384386795061923747e-01 2.944007113843479573e+00 2.875242371577348521e+00 -3.941195450552230639e+00 -2.218810462117625448e+00 -4.617479734445537609e+00 1.346154996324755437e-01 -1.360533056408124821e+03 -1.379290995316655199e+03
3.393876459190595107e-01 7.659598560091114283e-01 2.313591710773056587e+00 4.159745667242980005e-01 -2.165403155216818476e+00 3.876320007060538586e-01 6.453863067089651295e-01 1.406352392125257644e+00 -1.462769122609539181e+03 -1.481527061518069559e+03
2.927710242662292517e-01 8.942068808821724835e-01 2.190033924904871920e+00 9.756674547495611804e-01 -2.795138342908396467e-01 -2.259060578783246065e+00 -4.956290450947894222e+00 9.194728614774985154e-01 -1.646216225257526958e+03 -1.664974164166057335e+03
3.915586747453763672e-01 5.751648472638428711e-01 2.951948722149321025e+00 1.194734860761864859e+00 9.996060041079335434e-02 -1.462419646767463277e-01 4.196113265071588216e+00 9.632391245668125990e-02 -1.208734007721579701e+03 -1.227491946630110078e+03
3.939586087419192362e-01 5.056493760310500907e-01 3.538122531903312051e+00 4.087087803911035877e-01 -3.891509833671028318e+00 2.631153748393395553e+00 -2.753808854442373111e+00 1.587950008827889725e+00 -1.233021283685851358e+03 -1.251779222594381736e+03
2.915793077097464936e-01 7.071625020717453580e-01 2.990866530432805703e+00 2.147080482254705380e+00 -2.662533078584206070e+00 2.924168811023957204e-01 -4.704384244356006661e+00 2.224718953555571144e-01 -1.672344221780070257e+03 -1.691102160688600634e+03
3.158311988380859137e-01 7.746080978631414427e-01 2.456725526509977886e+00 6.454671647791361266e-01 -2.352227099199726279e+00 -1.845340350502588933e-02 3.600647064461623970e+00 1.056977784378855922e+00 -1.690141920237683280e+03 -1.708899859146213657e+03
2.741518858834650629e-01 8.187345666621821394e-01 2.716924422182342980e+00 -2.881028082590741946e-02 -6.405548668765064235e-01 3.346746113245814058e+00 -2.923033258409009960e+00 5.255284365149279768e-01 -1.824351590260028161e+03 -1.843109529168558538e+03
3.035931541344839002e-01 7.366662118076762189e-01 2.760992704280049281e+00 1.421120790287709212e+00 -2.895994162567744112e+00 -9.435189568267059457e-01 -2.442230881517029051e+00 1.131649623306983488e+00 -1.415060835560613441e+03 -1.433818774469143818e+03
3.087370341193022005e-01 6.409580467216887678e-01 3.178226632815094987e+00 1.599590382899176433e+00 -3.999126831787064518e+00 1.334726166435547867e+00 -5.450543247739414454e-02 2.896012822178970492e-01 -1.490659093871851837e+03 -1.509417032780382215e+03
3.952111569254272982e-01 5.288095537766674958e-01 3.355151952044689523e+00 3.014535515820861988e-01 -3.270526897967342972e+00 2.723155152194731699e+00 -4.462480622867932567e+00 8.130628503265924234e-01 -1.852871362566562766e+03 -1.871629301475093143e+03
3.889333011653165473e-01 8.195347826562751070e-01 1.914855057741731148e+00 1.337715627334166157e-01 2.052372602254629363e+00 8.932500845930677613e-01 -2.041366027228845859e+00 1.205471867112959172e+00 -1.375025605323499803e+03 -1.393783544232030181e+03
3.391386838086722921e-01 5.757826099022894661e-01 3.391864517378730959e+00 1.359136538422101026e-01 -3.075591061570832618e+00 4.187138261112117732e+00 -4.289920571137679772e+00 7.042251952700158135e-01 -1.533621225932685547e+03 -1.552379164841215925e+03
3.588959162022188343e-01 6.389156662855770552e-01 2.868448163704389486e+00 -4.748909464225015142e-02 2.912841482876871169e-02 1.069506933307944330e+00 -3.173602283119860701e-01 1.865762901044734745e+00 -1.845180898185388514e+03 -1.863938837093918892e+03
3.450587301663045059e-01 7.322534665238900065e-01 2.418602454076460795e+00 7.514767451076735938e-01 3.906248406393943995e-01 -1.216026229309207451e+00 -4.144203784854207484e+00 5.232988982860069527e-01 -1.519221283957406058e+03 -1.537979222865936435e+03
3.328055142478801853e-01 7.465424319517829366e-01 2.605910245515479229e+00 6.431078991304204351e-01 3.939931316097631253e-01 -2.129517899558877048e-01 -5.478235851497093023e-01 2.873307985246402740e-01 -2.143552791733960476e+03 -2.162310730642490398e+03
3.035940507046207548e-01 5.839454332991628194e-01 3.620733722923135112e+00 8.207577570553867830e-01 -8.445798547579466131e-01 -2.759183401677844927e-01 3.439819856752622584e+00 1.479855827533698154e+00 -1.057257585539859065e+03 -1.076015524448389442e+03
3.014242820668621703e-01 8.353818107994790410e-01 2.311111925713436044e+00 5.227693653706699806e-01 4.226549656585563142e-01 2.064439533010117955e+00 -3.019355630047764194e+00 6.472706740244937862e-02 -1.443853428139085736e+03 -1.462611367047616113e+03
3.987414843878388515e-01 5.348844215872075036e-01 3.300030234240257876e+00 6.448484829185172629e-01 -1.511552162665373622e+00 -5.881821807272489266e-01 -3.585222476972802497e-01 1.732519123809137307e+00 -1.779016018388770817e+03 -1.797773957297301195e+03
