# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.5
#         # Redshift Binning: 5 bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_bins: 50
#         #   - l_max (WL): 2000
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.0
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - a1_IA: 0.1446
#             #       - eta1_IA: 2.21
#             #       - beta_IA: 0.0
#             #       - a2_IA: 1.0
#             #       - eta2_IA: 0.0
#             #       - b1_IA: 1.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31
#             #       - Omega_c: 0.2609515570934256
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.25,0.4]
#            #       - Ombh2: 0.02268
#            #       - h: [0.5,0.9]
#            #       - log10As: [1.7,4.0]
#            #       - ns: 0.97
#            #       - Mnu: 0.0
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - a2_IA: 1.0
#            #       - eta2_IA: 0.0
#            #       - b1_IA: 1.0
#         ##############################################################
#              Omega_m          h          log10As          a1_IA          eta1_IA        log_w   log_l
2.941590169927217890e-01 7.904568007003374142e-01 2.669938204959093841e+00 8.695710978526092205e-01 1.031037650996174726e+00 -1.192585399530538552e+02 -4.658387775894462379e+02
2.954143704094175926e-01 8.757926086404317356e-01 2.301278767626818045e+00 7.778966418670538729e-01 1.582021827047485729e+00 -1.247753585633404327e+02 -4.713555961997328154e+02
3.617554745551097573e-01 6.948322460864082561e-01 2.559518147469484362e+00 6.807637906005483686e-01 1.350594917996227551e+00 -1.000692842263683815e+02 -4.466495218627608210e+02
2.747908644591783855e-01 8.393183728895385887e-01 2.617290818573356770e+00 7.610328166432500652e-01 1.206648965815714014e+00 -1.177299596272006283e+02 -4.643101972635930679e+02
3.777102092821180701e-01 6.563344027679977044e-01 2.671964803848746239e+00 6.929486070495984862e-01 1.233574733026840953e+00 -1.268179265843442636e+02 -4.733981642207366463e+02
2.918370123732081378e-01 8.671731437333509707e-01 2.369088044062125586e+00 8.999503427583510629e-01 8.261770908357579657e-01 -1.248131031704887164e+02 -4.713933408068810991e+02
3.176955035744034039e-01 8.304027956081541095e-01 2.290613486910101138e+00 1.103770482135488784e+00 5.624535203153993024e-01 -1.214814668223003764e+02 -4.680617044586928159e+02
3.169567201859627703e-01 8.939229198644125240e-01 2.055579001253356797e+00 7.766111788743623734e-01 1.472563086765196871e+00 -1.248637880493488410e+02 -4.714440256857412237e+02
3.259324847627171895e-01 7.149937240501534896e-01 2.744036175887338835e+00 9.672582304278973808e-01 3.060856768640407566e-01 -1.009659212186890045e+02 -4.475461588550813872e+02
3.511455031677209182e-01 6.727174155940208733e-01 2.746568334585128390e+00 1.006013910581487814e+00 6.501944123870471159e-01 -1.168603097171933314e+02 -4.634405473535857141e+02
3.142245171102372447e-01 6.994057988147593941e-01 2.889815563213758765e+00 8.539223022992450396e-01 1.015180022048730812e+00 -1.025290853299015907e+02 -4.491093229662939734e+02
3.548964388941956982e-01 8.609250908785837098e-01 1.932812711122887883e+00 8.413384433135719931e-01 1.192293732154786845e+00 -1.123714131808595766e+02 -4.589516508172520162e+02
3.658352413975313744e-01 7.018297663395945962e-01 2.522276781292922543e+00 7.647742025233741359e-01 8.925658123471666983e-01 -1.241966788062526348e+02 -4.707769164426450743e+02
3.149467078321485647e-01 7.738808593327713981e-01 2.559181208105648420e+00 1.162169160694319636e+00 1.595085785711454207e-01 -1.215933964942561261e+02 -4.681736341306485087e+02
3.826641112404549627e-01 7.113399994396693016e-01 2.378284569454638397e+00 9.077623967584180775e-01 7.140136772767400331e-01 -1.150931516169260931e+02 -4.616733892533185326e+02
3.293983679372012308e-01 6.529841943934200366e-01 3.021201387512676639e+00 8.550876526710489145e-01 6.873202491438483719e-01 -1.052603518250554089e+02 -4.518405894614478484e+02
3.232964210991513543e-01 7.965113769434375435e-01 2.366460377771088197e+00 7.535451321995942919e-01 1.483967451264601500e+00 -1.379753781120973599e+02 -4.845556157484897426e+02
3.150879977124245723e-01 7.702092770680732947e-01 2.568929494067103025e+00 9.663202579441563245e-01 1.049037339581634143e+00 -1.171632042382433383e+02 -4.637434418746357778e+02
3.131428298494085549e-01 7.397014056667247095e-01 2.692012881452130024e+00 8.881872991575345822e-01 5.701813488005562647e-01 -1.241545369337219427e+02 -4.707347745701143822e+02
3.545575632859495618e-01 8.113012061145763454e-01 2.110288929593091112e+00 6.229646124833774223e-01 1.711240187933455559e+00 -1.267236040298406579e+02 -4.733038416662330974e+02
3.725401219617310300e-01 6.957731552557376853e-01 2.489301026680605489e+00 1.182278860373732421e+00 -1.148293496648191692e-01 -1.170116329718819088e+02 -4.635918706082742915e+02
3.332218293363291561e-01 6.860601424799098735e-01 2.830164962454105648e+00 1.187365447063548629e+00 1.186299401873398551e-01 -1.353380666503362590e+02 -4.819183042867286986e+02
3.854717256203015197e-01 7.859790078275857850e-01 2.023097402464943517e+00 9.538930987631228930e-01 7.153217802305924522e-01 -9.854909204939303891e+01 -4.451293296857854216e+02
3.081475140868987217e-01 8.590440158226984035e-01 2.247845521885766917e+00 7.705873188404694929e-01 1.534020026943125892e+00 -1.191242445103854379e+02 -4.657044821467778206e+02
3.750088030522992222e-01 7.200225035842890975e-01 2.385009357482276826e+00 1.014302584283023556e+00 5.351352887705136396e-01 -1.064596233051854597e+02 -4.530398609415778424e+02
2.944502224808402402e-01 7.463616728779032261e-01 2.852923932178971889e+00 9.228025814341433986e-01 1.038989718510464400e+00 -1.243231308892359266e+02 -4.709033685256283661e+02
3.106500265594026589e-01 7.735836695071347524e-01 2.589043601361874725e+00 9.081463827042410841e-01 1.198315894637009826e+00 -1.068649297550834945e+02 -4.534451673914758771e+02
2.921340409549832429e-01 7.415293233129114370e-01 2.889978179508871037e+00 6.637336064290604298e-01 1.629633513396599120e+00 -1.150458245252117422e+02 -4.616260621616041249e+02
3.480232415148660774e-01 7.553282791371347393e-01 2.394992280578364330e+00 7.141267117615051063e-01 1.169655930799930132e+00 -9.978744817970630265e+01 -4.463676858160987422e+02
3.622657821527314748e-01 6.718253616915210724e-01 2.687792712475983947e+00 6.462449510889900495e-01 1.415323461252788739e+00 -1.202521890594894103e+02 -4.668324266958817930e+02
3.193038950617354543e-01 7.407845435827147273e-01 2.643437928071263432e+00 9.184179856524909979e-01 4.203724359376659336e-01 -1.050362105994028070e+02 -4.516164482357952465e+02
3.435214405916274805e-01 7.242028423873304588e-01 2.567219220010527270e+00 1.167557283467043128e+00 2.509783495231037165e-01 -1.051823921462951148e+02 -4.517626297826875543e+02
3.025580073693754368e-01 7.641915365136602301e-01 2.671500751148536246e+00 9.636326279899209979e-01 7.541343252301118127e-01 -1.108139429715984079e+02 -4.573941806079907906e+02
3.660999103393048903e-01 7.541775365313229118e-01 2.258954852496085852e+00 6.132401067557147201e-01 1.822518138720341518e+00 -1.254009754806621686e+02 -4.719812131170546081e+02
3.047201076214469673e-01 8.051546248325458510e-01 2.500655252588819710e+00 6.443414826560269759e-01 1.913616183081964017e+00 -1.195642730298562810e+02 -4.661445106662487206e+02
3.158643268931391468e-01 8.149734112403436148e-01 2.347468024228629879e+00 9.173723333588066353e-01 8.997788129096759846e-01 -1.149027528415233519e+02 -4.614829904779157914e+02
3.574591628343853911e-01 6.739489118898154274e-01 2.722541351225111761e+00 9.231773290674860633e-01 9.597054682065442321e-01 -1.040258175285282505e+02 -4.506060551649206900e+02
3.808421814249041137e-01 7.820898641402083129e-01 2.058514908758031225e+00 9.980259846432719684e-01 4.661306978385724165e-01 -1.047142858399595298e+02 -4.512945234763519124e+02
2.843864304290183997e-01 8.377132186012059556e-01 2.534000939653489048e+00 8.917108030762701532e-01 7.533763799413577544e-01 -1.033354341608685445e+02 -4.499156717972609840e+02
3.510382636132061696e-01 8.219661460766808370e-01 2.076336848235037724e+00 9.716132218374315954e-01 5.071508790368808306e-01 -1.165757072292803969e+02 -4.631559448656728364e+02
3.309444079580606268e-01 8.456351847519251175e-01 2.120756794387266719e+00 8.451669888825188437e-01 1.002530636811976628e+00 -1.071004141597672970e+02 -4.536806517961596796e+02
3.812231340594203211e-01 6.444104375176334942e-01 2.706189954070437054e+00 9.954417709814800119e-01 1.879106803190291330e-01 -1.183302191591020573e+02 -4.649104567954944969e+02
3.016441990521745997e-01 7.189878451605267173e-01 2.896644523230903268e+00 7.031940051443141826e-01 1.153247285051940629e+00 -1.283032545121714065e+02 -4.748834921485637892e+02
3.924565414114153938e-01 7.069876754456927426e-01 2.341089766704674169e+00 9.139002299652805306e-01 7.932016714662140089e-01 -1.356942193265656442e+02 -4.822744569629580837e+02
2.929819361092267371e-01 7.105709797626983404e-01 3.025183235628866818e+00 9.734883934175968534e-01 3.941691408486587278e-01 -1.020235473868733607e+02 -4.486037850232658002e+02
2.935598605977844389e-01 7.740891847450881436e-01 2.729601491311635542e+00 8.775669405026285119e-01 6.406935999565552819e-01 -1.012112350811888746e+02 -4.477914727175812573e+02
3.848503836620412177e-01 7.582151602418247816e-01 2.148604872167833246e+00 8.110899808083882334e-01 1.361916641537273875e+00 -9.781254796848804745e+01 -4.443927856048804870e+02
3.490959251463146007e-01 8.540842923742935078e-01 2.001272679261591136e+00 8.905186881593438741e-01 1.182607071750434002e+00 -1.287296869886624791e+02 -4.753099246250549186e+02
2.891845687641225182e-01 8.232130510429288561e-01 2.550407012294910736e+00 1.089108583159729804e+00 5.307583531866484350e-01 -1.279570889620529215e+02 -4.745373265984453610e+02
3.692133738167189261e-01 7.236732181022741406e-01 2.381213437958702883e+00 1.144645673962719101e+00 3.081417019054644157e-01 -9.669405460210987258e+01 -4.432742922385022553e+02
3.973163815799506393e-01 6.528586387444962336e-01 2.548027036445929205e+00 8.327135103047345055e-01 1.154691136275561192e+00 -1.338823228685496360e+02 -4.804625605049420756e+02
2.969611032029537689e-01 7.077792056203666693e-01 3.002286522767013466e+00 1.057878511618559614e+00 2.558672188745658715e-01 -1.063317487862776716e+02 -4.529119864226701111e+02
3.053656368356434392e-01 7.748722876083600219e-01 2.606321552888227089e+00 1.024297037151944423e+00 2.188468929001805563e-01 -1.030083434526195560e+02 -4.495885810890119387e+02
3.294469238655678422e-01 7.004981494863007363e-01 2.768645031276752100e+00 8.918882935314265126e-01 2.960247753607383459e-01 -1.319936343722920356e+02 -4.785738720086844751e+02
2.772064668299576429e-01 7.570782815368491958e-01 2.955890703042186374e+00 8.998572547886833917e-01 8.593620578843852442e-01 -1.239647585422850398e+02 -4.705449961786774793e+02
2.984180376625315545e-01 7.204623099706288780e-01 2.925391529480907415e+00 7.033337479628967159e-01 1.403694512625456525e+00 -9.892208612126376011e+01 -4.455023237576561428e+02
3.047450013399301549e-01 8.514305360558068747e-01 2.303803608849156248e+00 7.201726111210895453e-01 1.438799982658185428e+00 -9.692265279422235835e+01 -4.435028904306147410e+02
3.569199792211265598e-01 6.439171180598917132e-01 2.867720689646285681e+00 7.598643297978266986e-01 1.156645828748290583e+00 -1.072626938359104543e+02 -4.538429314723028938e+02
3.793091865091888781e-01 6.346447887746745620e-01 2.770501595760026081e+00 8.371746645533555409e-01 9.986162515704748444e-01 -1.013982979234444883e+02 -4.479785355598369279e+02
3.567205808238335107e-01 7.470211918451047373e-01 2.348156268944773473e+00 9.645987423862232291e-01 2.737115492463582100e-01 -1.160492898012440719e+02 -4.626295274376364546e+02
3.274591341879228290e-01 8.439759615669002457e-01 2.186810693132960282e+00 8.549725250625446193e-01 1.016235320389817787e+00 -9.568541816686274615e+01 -4.422656558032551288e+02
3.695086837539666158e-01 7.185831594078404549e-01 2.413467467006029654e+00 7.888445660925436087e-01 1.483297658005183095e+00 -1.116964888541390337e+02 -4.582767264905314732e+02
3.016841148360506764e-01 7.892209943315348086e-01 2.605592288308362203e+00 9.400191434385938294e-01 1.003046765615319913e+00 -9.598180850292771993e+01 -4.425620461393201026e+02
3.048513110014060001e-01 8.044023340226393870e-01 2.481389325884399533e+00 1.068897291703571284e+00 3.191351920625518090e-01 -1.187292372610251050e+02 -4.653094748974174877e+02
3.048154783013053981e-01 7.481767403858576859e-01 2.724442718036360400e+00 7.169945351697037950e-01 1.440394027237058339e+00 -1.366863424530707789e+02 -4.832665800894631616e+02
3.010876664703501238e-01 8.098603633287535519e-01 2.528349860407293370e+00 9.262274996586858933e-01 7.746316353803468502e-01 -1.174668711027381960e+02 -4.640471087391306355e+02
3.180699440532966937e-01 8.382514710083261988e-01 2.282597050457538135e+00 9.235892544590456055e-01 1.073317213356085986e+00 -1.103903569856631748e+02 -4.569705946220556143e+02
3.043670157734093551e-01 7.508742184113934570e-01 2.752155801395482548e+00 1.036382601532420900e+00 4.304332659725638166e-01 -1.051430695193256497e+02 -4.517233071557180892e+02
3.327843883193341012e-01 8.714755131246616493e-01 2.016364405477557131e+00 8.621789528695931182e-01 1.025594553088353678e+00 -1.132740920226367507e+02 -4.598543296590291334e+02
3.116774460398791802e-01 7.403067717390907632e-01 2.719373411339392810e+00 1.007754080795246310e+00 7.970840817047388782e-01 -1.060160255826216371e+02 -4.525962632190140198e+02
3.720170987582045452e-01 6.339850368034135597e-01 2.832386901880731500e+00 1.042837620059203552e+00 4.028797577119958007e-01 -1.271748579620389137e+02 -4.737550955984312964e+02
3.444967400589543094e-01 8.389758562804386921e-01 2.052910981235089416e+00 7.545916511376091762e-01 1.441398465184708932e+00 -1.069276670243513081e+02 -4.535079046607437476e+02
3.362721110414724213e-01 7.176758922836053989e-01 2.643172777496077153e+00 6.112798566535539990e-01 1.598445343637427740e+00 -1.076545597209825473e+02 -4.542347973573749300e+02
3.366538355061778898e-01 6.875958146703402551e-01 2.779176400777898959e+00 6.571678554509929882e-01 1.274124507759464286e+00 -1.329441028486423875e+02 -4.795243404850348270e+02
3.397944530266978624e-01 7.867912141028001738e-01 2.299529145434405564e+00 6.105333793300040668e-01 1.781681058465229839e+00 -1.131303003683314046e+02 -4.597105380047237873e+02
3.249970663861199149e-01 7.954756344008315772e-01 2.380420433721542661e+00 1.130134650556586351e+00 3.017516596498737158e-03 -1.329038597758944888e+02 -4.794840974122869284e+02
3.103816791916499396e-01 7.243506443027265540e-01 2.834078294456182867e+00 9.825667306248586641e-01 7.194648413157178624e-01 -1.270663018037613483e+02 -4.736465394401537878e+02
3.954842775989503290e-01 7.330293161795360390e-01 2.174351921658216558e+00 7.083590621770552431e-01 1.279603352077536726e+00 -1.019427531223883534e+02 -4.485229907587807929e+02
3.521261567490837630e-01 8.120343480903273736e-01 2.100672914378173939e+00 9.355479543344316085e-01 8.428056962543131192e-01 -1.059610829879401308e+02 -4.525413206243325135e+02
3.840575698173529506e-01 6.512249653640517222e-01 2.663846331138215007e+00 8.160769585166436357e-01 1.058552568413676731e+00 -9.322668992372507546e+01 -4.398069275601175150e+02
3.203719059254461765e-01 7.325665162434114031e-01 2.682283159969220954e+00 1.174000312589383199e+00 1.745238701038385187e-01 -1.114745816108020335e+02 -4.580548192471944731e+02
3.323966199873451544e-01 7.158103484702170727e-01 2.679505281019514573e+00 7.463647927063732368e-01 8.558478968458036462e-01 -1.181105072291363740e+02 -4.646907448655287567e+02
3.023702805433293173e-01 7.970144498143281186e-01 2.560179690181205725e+00 1.009703992816958440e+00 8.926620032144558792e-01 -1.186768006514196259e+02 -4.652570382878120085e+02
3.878148199174729083e-01 7.383547120653690676e-01 2.201166887256409410e+00 1.136622169505315583e+00 2.415468432676162180e-01 -1.140842326178949406e+02 -4.606644702542873802e+02
3.669582299484116517e-01 6.901014758013315209e-01 2.568684603494337360e+00 8.919105117992209841e-01 4.652501095430938705e-01 -1.084431568193151634e+02 -4.550233944557075461e+02
3.181251206944100129e-01 7.869551981990707823e-01 2.489854685399677248e+00 8.180662880970164252e-01 1.042022298561717797e+00 -9.078072748565864458e+01 -4.366342936604818874e+02
3.626243504080699509e-01 7.914750543796692517e-01 2.118934673197037988e+00 7.698782948777092017e-01 1.164136431877789590e+00 -8.569070936673995220e+01 -4.315442755415632519e+02
3.699643195114201144e-01 7.276140337718051132e-01 2.380905135194702815e+00 1.001754061171720167e+00 6.330047520082571211e-01 -8.295579103663919796e+01 -4.288093572114624976e+02
3.434811792148667053e-01 7.942749386785183940e-01 2.239170842061688482e+00 8.864346394909592419e-01 6.511217258757522330e-01 -9.000051696913942578e+01 -4.358540831439627254e+02
2.887057239016781462e-01 7.973064545133623504e-01 2.661000518761668765e+00 1.006109919275507636e+00 5.881424136931858726e-01 -8.177674044707600842e+01 -4.276303066218993081e+02
2.852523322094629998e-01 7.607057159197968543e-01 2.847793209981846374e+00 9.494865027671135493e-01 4.845705908373698634e-01 -9.468815436722945833e+01 -4.405417205420527580e+02
3.153842727343540986e-01 6.839676448789995256e-01 2.966341801685890012e+00 7.851385535486921086e-01 1.002368747078044464e+00 -8.454589428114707061e+01 -4.303994604559703703e+02
3.306844847403668242e-01 6.987341636154031921e-01 2.785449019148879213e+00 8.340239895725822805e-01 6.791767089173941230e-01 -8.533135554636555753e+01 -4.311849217211888003e+02
3.377060994421514084e-01 6.636862999818339270e-01 2.902196356627677609e+00 8.126822820749977083e-01 9.275394077294061290e-01 -6.764320293042976573e+01 -4.134967691052530085e+02
3.337360386626518349e-01 7.588166319756086686e-01 2.490788074234241201e+00 1.027571711857050651e+00 6.017129371908662705e-01 -7.936283186262460276e+01 -4.252163980374478456e+02
3.418633901310351719e-01 7.278986574286498978e-01 2.551494947157990190e+00 9.793076236648348143e-01 2.088890010232544725e-01 -9.395284909294355202e+01 -4.398064152677668517e+02
3.925217320632768403e-01 7.133241503188039179e-01 2.281829431326370727e+00 8.627803818963624138e-01 6.463519546999272336e-01 -9.497514567414680187e+01 -4.408287118489701015e+02
3.640782637722994042e-01 6.750358800462362696e-01 2.672221610631738908e+00 9.206822828614500409e-01 8.752790361775169004e-01 -7.445159301556225273e+01 -4.203051591903855524e+02
3.804020110479849892e-01 7.404571413248044465e-01 2.259413135563687725e+00 9.344056701955505417e-01 8.901212099072273176e-01 -1.005384411239825795e+02 -4.463920072988058791e+02
3.267796997053694641e-01 8.738684896030269877e-01 2.071485464884664562e+00 8.662577036559806487e-01 1.164530031269466193e+00 -8.085115347269231734e+01 -4.267047196475155602e+02
3.748484836880549009e-01 7.084390742403059438e-01 2.424953438228587110e+00 7.878416052721917140e-01 9.117400517047666852e-01 -7.269590624199986451e+01 -4.185494724168231073e+02
2.996559360696924856e-01 7.959921753983787429e-01 2.580129275907157904e+00 8.400468964774168157e-01 1.322684518905293594e+00 -7.892680134755278232e+01 -4.247803675223760820e+02
3.361427669390347761e-01 7.917231246587850269e-01 2.314324502380133985e+00 9.798307687128016141e-01 4.016150328434449079e-01 -8.372364935423001953e+01 -4.295772155290532623e+02
3.627848307981557108e-01 6.380490365771198658e-01 2.861083198570725461e+00 9.455498266236483929e-01 5.081163465704783277e-01 -8.630735805263566363e+01 -4.321609242274589633e+02
3.354250691701388121e-01 8.251968760794621272e-01 2.186773976753022541e+00 8.918811781551463369e-01 1.208961540378377997e+00 -7.052837431206955898e+01 -4.163819404868928018e+02
3.434898990094691906e-01 7.954301091406964508e-01 2.253203392458124288e+00 8.375946168453545226e-01 8.231524357155572957e-01 -8.528374661609188934e+01 -4.311373127909151890e+02
3.396043650989734042e-01 7.847281268309393987e-01 2.310504278478254570e+00 9.129604809098514906e-01 5.589868858318070011e-01 -7.511150812591006343e+01 -4.209650743007333062e+02
3.544962516013908105e-01 7.193305253974268121e-01 2.487353247703800729e+00 7.764816876630034059e-01 9.733047777882486429e-01 -7.950197783031399013e+01 -4.253555440051372898e+02
3.587471050139189321e-01 7.768995400428824194e-01 2.224389368405190304e+00 8.319014351908071703e-01 8.502312570314618512e-01 -7.342544450375714860e+01 -4.192790106785804483e+02
3.080061581822950978e-01 7.569394260282348297e-01 2.670226997171169625e+00 8.995560546150382919e-01 1.092470401909604760e+00 -9.177052488103208816e+01 -4.376240910558553310e+02
3.535734973960225624e-01 7.664139379516886619e-01 2.282860430762462478e+00 7.343035600339078428e-01 1.237350576432968197e+00 -8.095229057636879588e+01 -4.268058567511920955e+02
3.706128910940383325e-01 6.639813552704884048e-01 2.672245938616218286e+00 6.894665546248166521e-01 1.418306755151066412e+00 -9.191220062865556883e+01 -4.377657668034788685e+02
3.824885260915296681e-01 7.507068656332347434e-01 2.193388462932449823e+00 9.728216537989320400e-01 7.984016368469273317e-01 -7.838279591007346880e+01 -4.242363620848967116e+02
3.364705694362719046e-01 7.785899546215540035e-01 2.371785215538061209e+00 9.086581528737713853e-01 5.451613735699307739e-01 -8.696314320304657031e+01 -4.328167093778698700e+02
3.131580062355857619e-01 7.369739035518310111e-01 2.727432453188721961e+00 9.610080661838580340e-01 9.371812001784460833e-01 -9.367433822191844683e+01 -4.395279043967416897e+02
3.854457445325810139e-01 6.508156118728578576e-01 2.636322641769999642e+00 7.939169559450931501e-01 8.945802949158343509e-01 -8.784947229549095482e+01 -4.337030384703141976e+02
3.810502800290883618e-01 7.141712133469019230e-01 2.362219807714721398e+00 1.006444151315436741e+00 3.506939181295170016e-01 -9.066236162215261629e+01 -4.365159277969758591e+02
3.792786148230029575e-01 7.017686439142090116e-01 2.431194841629904957e+00 7.596502304087628943e-01 1.464619547358944729e+00 -8.655428130770997086e+01 -4.324078474825332137e+02
3.016556194272161928e-01 7.568763174049292219e-01 2.742046999410024277e+00 8.646548845516646153e-01 1.169608449875749301e+00 -7.307083180382051069e+01 -4.189243979786437535e+02
3.106609718689389288e-01 7.659940700531414626e-01 2.620723741388511829e+00 9.085912978141355012e-01 5.072649457553666252e-01 -8.395132286931448107e+01 -4.298048890441377239e+02
3.472954887273639324e-01 7.604089066126751284e-01 2.348897797397643483e+00 1.046806731695192560e+00 3.542715166305674401e-01 -9.087019304380794438e+01 -4.367237592186312440e+02
3.477671843977934718e-01 6.712168489527656767e-01 2.803878346384007791e+00 1.056569258794603172e+00 3.139321905405179081e-01 -9.288240998240121371e+01 -4.387359761572245134e+02
3.151253442179405284e-01 7.059766891273072664e-01 2.880116256787460749e+00 7.690317203231833432e-01 1.101539397132558662e+00 -9.191809950658409889e+01 -4.377716656814073417e+02
2.990890062105560077e-01 7.981566910712396545e-01 2.563003704157388984e+00 8.625659027696110925e-01 7.765434580231378447e-01 -7.211433187236548292e+01 -4.179678980471887257e+02
3.254914570395587292e-01 6.683982321523889158e-01 2.966961068892143949e+00 8.269857081526392761e-01 8.279687901807175621e-01 -8.637948381251021601e+01 -4.322330499873335157e+02
3.919283526352832503e-01 6.429826769744534376e-01 2.642098336482599841e+00 8.767060394875230145e-01 6.948727487312913453e-01 -7.767503507974765853e+01 -4.235286012545709582e+02
3.092887895176477664e-01 6.970200068639185176e-01 2.958391112669027656e+00 9.552978049238145530e-01 4.616822319344429104e-01 -7.405561528104931313e+01 -4.199091814558725559e+02
2.932732169574812642e-01 8.544786373998054518e-01 2.397515833996196388e+00 6.891363509295791445e-01 1.570624603675760511e+00 -9.751767370576578742e+01 -4.433712398805890871e+02
2.990137481680414377e-01 7.157221671771856197e-01 2.942628896381101811e+00 8.553945333810544227e-01 8.436555738514890379e-01 -6.987271378850209658e+01 -4.157262799633253394e+02
2.912859178700490936e-01 8.107947004832072313e-01 2.584930255511390662e+00 9.412317527878411028e-01 6.075089314345349933e-01 -8.167318507625509483e+01 -4.275267512510783945e+02
3.321767812844781953e-01 8.008220634200922117e-01 2.303131874052434469e+00 8.946303884675064211e-01 1.249023903593205809e+00 -9.611018859543719373e+01 -4.419637547702604934e+02
2.859210609938746539e-01 7.715613957276900026e-01 2.804751275327433735e+00 9.289750801897458388e-01 7.435744507562569439e-01 -7.538256185139539411e+01 -4.212361280262186938e+02
3.158484607899592067e-01 6.800040941658405114e-01 2.987097878622622993e+00 8.976835115936960818e-01 6.387261595170290462e-01 -7.319428111916170110e+01 -4.190478472939849439e+02
3.306546107988719285e-01 6.803435496669266724e-01 2.858794971499975190e+00 1.033715262408559710e+00 3.430726650223476781e-01 -8.663930631015000472e+01 -4.324928724849733044e+02
3.376444694772292032e-01 8.466789725644594533e-01 2.072656842233668417e+00 8.169306139619187945e-01 1.237163328986408573e+00 -9.238111473452102018e+01 -4.382346809093443198e+02
3.699061633149539619e-01 7.355273216838547068e-01 2.340704739429938730e+00 1.029722773906692979e+00 4.158900706489063737e-01 -8.844217641418993026e+01 -4.342957425890132299e+02
3.859465909741111034e-01 6.989623845413729386e-01 2.381380069941312350e+00 7.433543670417854798e-01 1.356243269635966087e+00 -8.558544450379770296e+01 -4.314390106786209458e+02
2.891004049630777617e-01 7.838397758130181137e-01 2.704083652144642969e+00 9.271639823148882797e-01 6.954226973787216437e-01 -8.900410291023536047e+01 -4.348576690850586601e+02
3.520091268801467388e-01 7.523029505779574855e-01 2.374744867445325092e+00 9.142061000626693357e-01 1.168836815300526411e+00 -9.286591452916547951e+01 -4.387194807039887223e+02
2.891802907650673493e-01 7.919571153255300366e-01 2.689184321913149045e+00 9.732351512445376329e-01 7.222585938952272855e-01 -7.888830120537136281e+01 -4.247418673801946056e+02
3.597139686913664036e-01 8.267664681785682479e-01 2.009749471854109792e+00 9.444889811755761144e-01 1.031922360299484254e+00 -9.706831947850457709e+01 -4.429218856533278768e+02
3.275442470197722500e-01 7.866700019715247016e-01 2.393872569125106597e+00 6.123412664983751696e-01 1.728035628706335203e+00 -9.966924074226142238e+01 -4.455228069170847220e+02
3.229470516701654081e-01 6.822442339734593464e-01 2.908716609783425167e+00 7.811944416245841794e-01 1.063627332490449717e+00 -9.572594712990553489e+01 -4.415795133047287777e+02
3.171156267549269936e-01 7.942380855893773628e-01 2.459537931973074354e+00 9.935966798339830319e-01 5.703021422660690121e-01 -7.917586052237118110e+01 -4.250294266971944239e+02
3.022699266523360961e-01 7.505864903032291036e-01 2.771140668312193078e+00 9.278173254323229813e-01 7.282642807897534709e-01 -7.995391024019352244e+01 -4.258074764150168221e+02
3.003705520302041299e-01 7.435786570880198454e-01 2.795017507974052684e+00 6.970381021223603923e-01 1.488806684663845914e+00 -9.032888840920406892e+01 -4.361824545840273686e+02
3.602117258261988142e-01 7.678499708420150061e-01 2.234965687462592943e+00 8.395675918697165230e-01 7.945838655515435889e-01 -8.120406910505664655e+01 -4.270576352798798894e+02
3.437216224062191738e-01 7.056836895575592239e-01 2.660088980720742846e+00 6.857579106395110813e-01 1.573064280173969820e+00 -7.939273162650135873e+01 -4.252462978013246584e+02
3.573039467028297222e-01 6.833433646294986286e-01 2.660953852642966133e+00 1.004155650162006808e+00 7.326503638345638336e-01 -8.684426585003552646e+01 -4.326978320248587693e+02
