# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.5
#         # Redshift Binning: 5 bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_bins: 50
#         #   - l_max (WL): 2000
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.0
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - a1_IA: 0.1446
#             #       - eta1_IA: 2.21
#             #       - beta_IA: 0.0
#             #       - a2_IA: 1.0
#             #       - eta2_IA: 0.0
#             #       - b1_IA: 1.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31
#             #       - Omega_c: 0.2609515570934256
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.25,0.4]
#            #       - Ombh2: 0.02268
#            #       - h: [0.5,0.9]
#            #       - log10As: [1.7,4.0]
#            #       - ns: 0.97
#            #       - Mnu: 0.0
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - a2_IA: 1.0
#            #       - eta2_IA: 0.0
#            #       - b1_IA: 1.0
#         ##############################################################
#              Omega_m          h          log10As          a1_IA          eta1_IA        log_w   log_l
3.378235193336759368e-01 7.469956840355246319e-01 2.500329657213663737e+00 8.495528813928849843e-01 1.027443335964805193e+00 -9.162484473432016330e+00 -3.426413268113966524e+02
3.405824215268798971e-01 7.475924264696460764e-01 2.472726795425777446e+00 8.612946271496682016e-01 9.400468864112383471e-01 -9.094874043986749257e+00 -3.425737163819513853e+02
3.397946057332847936e-01 7.490615081299420996e-01 2.475707046190991356e+00 8.778511953853005423e-01 9.420061391031815390e-01 -9.078313310112207546e+00 -3.425571556480768436e+02
3.370185883726571352e-01 7.453523475450803959e-01 2.510223983198099695e+00 8.828029064180338281e-01 9.133486426589811913e-01 -9.000338892163938453e+00 -3.424791812301285745e+02
3.392341738344770707e-01 7.522607836115065005e-01 2.464357380454195390e+00 8.275425491625076901e-01 1.112346572543778223e+00 -9.011905662566505271e+00 -3.424907480005311413e+02
3.339191788554184970e-01 7.543036086328507306e-01 2.493521743071690722e+00 8.399847974855711996e-01 1.061049807868567285e+00 -9.220449048060118002e+00 -3.426992913860247540e+02
3.481527409027280195e-01 7.439034533372693714e-01 2.437105170078596394e+00 8.676916501138540738e-01 9.275665548287728157e-01 -9.123919998916505847e+00 -3.426027623368811419e+02
3.402005121509547036e-01 7.313662874754173204e-01 2.550090576178729584e+00 8.509698371121761085e-01 9.713222322891112981e-01 -9.125785002915677069e+00 -3.426046273408803131e+02
3.451386646340935949e-01 7.312294730472315152e-01 2.517253742973358577e+00 8.741061343571008280e-01 9.596611612932646196e-01 -9.295044320720307951e+00 -3.427738866586849440e+02
3.384336708204173649e-01 7.370647674642648584e-01 2.539337076749994981e+00 8.754070750838547355e-01 9.344252552251397503e-01 -9.105747943412950463e+00 -3.425845902813775865e+02
3.482264153206132140e-01 7.325817055400947186e-01 2.486583357211211709e+00 8.768076666688315868e-01 8.861645017714234740e-01 -9.372028571391524565e+00 -3.428508709093561606e+02
3.450894107829061142e-01 7.382951167827704886e-01 2.484977654211407927e+00 8.559168733170752219e-01 9.380958684004960801e-01 -9.381095885784020538e+00 -3.428599382237486566e+02
3.512834637087731138e-01 7.466127382922396194e-01 2.402257039784249315e+00 8.602929076926013607e-01 9.966164001797572780e-01 -9.323850758064338606e+00 -3.428026930960289747e+02
3.438960524872072821e-01 7.333620222320101911e-01 2.517166195394506367e+00 8.731974023120345763e-01 8.976954225699635970e-01 -9.518307079235512447e+00 -3.429971494172001485e+02
3.423836799733647185e-01 7.411744616804121222e-01 2.490954574870449356e+00 8.821918927581702263e-01 9.511170307157037485e-01 -9.156935946949715799e+00 -3.426357782849143518e+02
3.471248706652199090e-01 7.508747975909324524e-01 2.412290220802483010e+00 8.678245079860822386e-01 9.820603131223650806e-01 -8.975879506042304001e+00 -3.424547218440069400e+02
3.429016610032628587e-01 7.449102420655877577e-01 2.468553168041039747e+00 8.238102104730984365e-01 1.075760244668410692e+00 -9.005160138888754773e+00 -3.424840024768533908e+02
3.525491556121468362e-01 7.333907171643421208e-01 2.453122634989754580e+00 8.590794749925612095e-01 9.797131593360033364e-01 -8.989138749905634995e+00 -3.424679810878702710e+02
3.444093432727327597e-01 7.555696393666937460e-01 2.411294180209775817e+00 8.649278857432722845e-01 9.619298706826562295e-01 -9.495173029503916950e+00 -3.429740153674685530e+02
3.398377764453535121e-01 7.457092114967021068e-01 2.491005077981795157e+00 8.226550786867559140e-01 1.102645165459197329e+00 -9.445162750235851945e+00 -3.429240050882004880e+02
3.454854330599161916e-01 7.494433071770064680e-01 2.430106685287069190e+00 8.441539683707066644e-01 1.006939630318783863e+00 -8.972839224635549726e+00 -3.424516815626001858e+02
3.466365221221927584e-01 7.294916745647810341e-01 2.512575747705935836e+00 8.388878415885017148e-01 1.008741880640696920e+00 -9.122758314089651321e+00 -3.426016006520542874e+02
3.360446677249679381e-01 7.523224352545123672e-01 2.488066777735376434e+00 8.530710519090964894e-01 1.000535209791589608e+00 -9.013083446908069618e+00 -3.424919257848727057e+02
3.444580738180631485e-01 7.500601139834028874e-01 2.438175465918221985e+00 8.401362266279965851e-01 1.084122928116611817e+00 -9.084307450678181795e+00 -3.425631497886428178e+02
3.485051087935270298e-01 7.288897040992946552e-01 2.503385234622411915e+00 8.657961100586639702e-01 9.094542695986937986e-01 -9.419073254197485312e+00 -3.428979155921621214e+02
3.401969653493380208e-01 7.470022224615593398e-01 2.481503239345949297e+00 8.159424422495096252e-01 1.113702783409596719e+00 -9.473293206514597387e+00 -3.429521355444792334e+02
3.415414332592783819e-01 7.381602298717052646e-01 2.513123225554082296e+00 8.689761668327831146e-01 9.308435776230581382e-01 -9.366114906290704312e+00 -3.428449572442553404e+02
3.438546906029505412e-01 7.392506190727432536e-01 2.488537970059718774e+00 8.533041112296313457e-01 9.467031212863989964e-01 -9.061024319619548351e+00 -3.425398666575841844e+02
3.536580507374349480e-01 7.421412449751143559e-01 2.407313184814220186e+00 8.497345672334724043e-01 1.011931042900408251e+00 -9.486456109365576594e+00 -3.429652984473302126e+02
3.379442479246653197e-01 7.487352425349211860e-01 2.489655631781674927e+00 8.564659548561852631e-01 1.044992542077334718e+00 -9.456093669819836123e+00 -3.429349360077844722e+02
3.422511950225990418e-01 7.444824920013930480e-01 2.474671768469868027e+00 8.210835686192261562e-01 1.079518745778371702e+00 -9.527575522619997628e+00 -3.430064178605846337e+02
3.398021678121298517e-01 7.513816782198857736e-01 2.462274128726632760e+00 8.558792128707626290e-01 1.040407144749852186e+00 -9.075672532072530885e+00 -3.425545148700371669e+02
3.343054703724000487e-01 7.545377624805209571e-01 2.490773949208170190e+00 8.434166163555847362e-01 1.056044214323704544e+00 -9.365990549557977829e+00 -3.428448328875226139e+02
3.505819161797864014e-01 7.352774975074815034e-01 2.460376917242332429e+00 8.339831825409325106e-01 1.073431019452879553e+00 -9.126009499270537617e+00 -3.426048518372351737e+02
3.419412639479787464e-01 7.571461945364501567e-01 2.423240257468187053e+00 8.409475204565115547e-01 1.089917240489853612e+00 -9.398071482160844425e+00 -3.428769138201254805e+02
3.457644326512921418e-01 7.268153635252191380e-01 2.531350820636352417e+00 8.674479183550722894e-01 9.511701627844733054e-01 -9.328831053247483851e+00 -3.428076733912121199e+02
3.433255290790873659e-01 7.344823008492797900e-01 2.512041045680861284e+00 8.837266290833571958e-01 9.076295353500531959e-01 -9.482328791530790113e+00 -3.429611711294954262e+02
3.507110331458753172e-01 7.394425503326002014e-01 2.437873262886088632e+00 8.495782507526925542e-01 9.809201439021855151e-01 -9.298279686057185245e+00 -3.427771220240218213e+02
3.399416673620218599e-01 7.390826456896820718e-01 2.516198725654052115e+00 8.856154022357785038e-01 9.059134991135318060e-01 -9.137003237027386149e+00 -3.426158455749920222e+02
3.542643355651493575e-01 7.365282546072640102e-01 2.428606321315331051e+00 8.609391699513979646e-01 9.971616019208333626e-01 -9.515972481476808298e+00 -3.429948148194414443e+02
3.360257531912240192e-01 7.545746208244306086e-01 2.477472013193849687e+00 8.349380935765040590e-01 1.088733936061815122e+00 -9.173893843798509806e+00 -3.426527361817631459e+02
3.443073573362774309e-01 7.506564933464026090e-01 2.432544607989177710e+00 8.818300113919663730e-01 9.296756767471281435e-01 -9.297236933093586231e+00 -3.427760792710582223e+02
3.471432900425011070e-01 7.451645787412882749e-01 2.437821946067517231e+00 8.855714710576769733e-01 9.251423792962913950e-01 -9.158358552290110310e+00 -3.426372008902547464e+02
3.422953653146569297e-01 7.402230473272716216e-01 2.498927132222068082e+00 8.520158944759366193e-01 9.905321233403636683e-01 -9.244166692148155562e+00 -3.427230090301127916e+02
3.507711702988308700e-01 7.456773202288057290e-01 2.412056199039433579e+00 8.634173399943989580e-01 9.933303565008291258e-01 -8.998045615934813668e+00 -3.424768879538994497e+02
3.470793699713684566e-01 7.350694992373802972e-01 2.487129472608135217e+00 8.631380936391437331e-01 1.002908571364034884e+00 -9.119896927253137164e+00 -3.425987392652177732e+02
3.438027080407641267e-01 7.465553695200854989e-01 2.456798825634840089e+00 8.237704158880330141e-01 1.066410866430564042e+00 -9.284607954089608484e+00 -3.427634502920542445e+02
3.409755989842015445e-01 7.372912073811274114e-01 2.516211486843693557e+00 8.511685224470886268e-01 1.021388165511436519e+00 -9.306065702322939615e+00 -3.427849080402875757e+02
3.503077050104884127e-01 7.475364857486817005e-01 2.407857809520456804e+00 8.439471938439568888e-01 1.038389826901590318e+00 -9.419117906336623491e+00 -3.428979602443012595e+02
3.443802899454759259e-01 7.314366005944443749e-01 2.521334407305122038e+00 8.571249373209743894e-01 9.315899603346622371e-01 -9.316140098038033557e+00 -3.427949824360026696e+02
3.509035239971989850e-01 7.359121433713308180e-01 2.455984555264812741e+00 8.551526935873869917e-01 1.031528992694669356e+00 -9.504668912799672853e+00 -3.429835112507643089e+02
3.395180797873729173e-01 7.521269657656945995e-01 2.465009532945442672e+00 8.364255724145550630e-01 1.074031802670283753e+00 -9.327865118012482526e+00 -3.428067074559771186e+02
3.496533490246989118e-01 7.424011565879974350e-01 2.431871389963939922e+00 8.729261426576595539e-01 9.342912221635080172e-01 -8.980583631980493919e+00 -3.424594259699451300e+02
3.415705833457899909e-01 7.421777702194654047e-01 2.493854324584435567e+00 8.818615388489678963e-01 9.356427045097239770e-01 -8.992401652516264221e+00 -3.424712439904809003e+02
3.371287894743261737e-01 7.384551911443764105e-01 2.542775777065860332e+00 8.661793416608123408e-01 9.516232954661383303e-01 -9.102907240837112113e+00 -3.425817495788017482e+02
3.436093499342797730e-01 7.268638114032131003e-01 2.547589560226470873e+00 8.533715487159749813e-01 9.982009943839535993e-01 -9.491294305620670002e+00 -3.429701366435853060e+02
3.366766942992043821e-01 7.563545128121951233e-01 2.464612770057432289e+00 8.417072421230891166e-01 1.029021856105615029e+00 -9.301911447879376738e+00 -3.427807537858440128e+02
3.436641538891804237e-01 7.420091206020670294e-01 2.477107842187286302e+00 8.322993277868953044e-01 1.104640875178106718e+00 -9.525858558039828949e+00 -3.430047008960044650e+02
3.347053467662222670e-01 7.429938435427567711e-01 2.536525937466603153e+00 8.699499447867742319e-01 9.341212329832444539e-01 -9.451876166337285667e+00 -3.429307185043019217e+02
3.421768264006618820e-01 7.550010205027820609e-01 2.430934366094520627e+00 8.271577993356018510e-01 1.111682364395926825e+00 -9.165957366457291755e+00 -3.426447997044219278e+02
3.450736133652233528e-01 7.414197377650171283e-01 2.470098102699622711e+00 8.630171610752324085e-01 9.219696490360194119e-01 -9.233921455107918064e+00 -3.427127637930725541e+02
3.409716466945339475e-01 7.285755645574159001e-01 2.558777125056370672e+00 8.598106189923431231e-01 9.415106925443428310e-01 -9.303721532570421004e+00 -3.427825638705350570e+02
3.510058488946161681e-01 7.425426493104093639e-01 2.423811704553173740e+00 8.364659942513128499e-01 1.030854384594478645e+00 -9.468333477877592941e+00 -3.429471758158422290e+02
3.475732868778694251e-01 7.478319120549471455e-01 2.425117533901270495e+00 8.628195424312909978e-01 9.537402379586623624e-01 -9.471931748020210762e+00 -3.429507740859848468e+02
3.393092721117230148e-01 7.567085302469138686e-01 2.441115679952361006e+00 8.406958336724112968e-01 1.049000662960954067e+00 -9.337118399229552779e+00 -3.428159607371941888e+02
3.475359310084514819e-01 7.392143350579292171e-01 2.463805607639009576e+00 8.745887738729951622e-01 8.983541906494405538e-01 -9.461270480324230903e+00 -3.429401128182888669e+02
3.501127574829923095e-01 7.401468355263216559e-01 2.440428478946353508e+00 8.262878913765714373e-01 1.089194095198660506e+00 -9.238497840701086261e+00 -3.427173401786657223e+02
3.481805033062416177e-01 7.422663266954999672e-01 2.446212032567448791e+00 8.586862357707225613e-01 1.033155851103618517e+00 -9.273557340588070019e+00 -3.427523996785527061e+02
3.402358497672919313e-01 7.575106551557513335e-01 2.434776561900687586e+00 8.473029499154822730e-01 1.021120517895504953e+00 -9.539578718196707996e+00 -3.430184210561613440e+02
3.471003759951207246e-01 7.418589135679254376e-01 2.453981809061783981e+00 8.921210828576473517e-01 8.924891954233835634e-01 -9.211367660296502891e+00 -3.426902099982611389e+02
3.406702636118907890e-01 7.474207508110602971e-01 2.477601514565280105e+00 8.254837076227259374e-01 1.094320768008111955e+00 -9.415114709822034911e+00 -3.428939570477866710e+02
3.496805696587978463e-01 7.474708061236283729e-01 2.409273871078009499e+00 8.709848520198875121e-01 9.591184861050949806e-01 -9.285999846619631626e+00 -3.427648421845842677e+02
3.490334893817182427e-01 7.532470684646868087e-01 2.389988014903315694e+00 8.519403469448691979e-01 1.022721523616761274e+00 -9.477180144891406144e+00 -3.429560224828560422e+02
3.434675917979239101e-01 7.355277635088371957e-01 2.506062281144508574e+00 8.763290146332067820e-01 8.911923816730205061e-01 -9.289254542608944121e+00 -3.427680968805735802e+02
3.425180204349723700e-01 7.323244012897641708e-01 2.531700975558658584e+00 8.368592944317612137e-01 1.052282106203403345e+00 -9.064498940132068583e+00 -3.425433412780967046e+02
3.473811076721167179e-01 7.413685916800001330e-01 2.455849953486321624e+00 8.567666980380730379e-01 1.041849503053908776e+00 -9.406902144989658154e+00 -3.428857444829542942e+02
3.456310273120334897e-01 7.474562934372018796e-01 2.440514767241072747e+00 8.258094202821917307e-01 1.080052779413138708e+00 -9.020994309951049672e+00 -3.424998366479156857e+02
3.422150154803068611e-01 7.393764222821059828e-01 2.497026091753737909e+00 8.794399054003658733e-01 8.882080181235636474e-01 -9.540424805331042535e+00 -3.430192671432956786e+02
3.522514214157584367e-01 7.353591332516875578e-01 2.447656382837610778e+00 8.341459177067678255e-01 1.066771747160291106e+00 -9.346491708452788316e+00 -3.428253340464174244e+02
3.493206984486615374e-01 7.355955249697730958e-01 2.468764662141662125e+00 8.374120186870683824e-01 1.068577980149198581e+00 -9.106140182098613423e+00 -3.425849825200632495e+02
3.453038853148331921e-01 7.430809036233823051e-01 2.464150765934486564e+00 8.605520337492489347e-01 1.022855435939088231e+00 -9.362993473540598188e+00 -3.428418358115052342e+02
3.394508493355190559e-01 7.459497758377812149e-01 2.490073551305041377e+00 8.702963038503845894e-01 9.080359962754513958e-01 -9.404233094699634421e+00 -3.428830754326642705e+02
3.337949820938806988e-01 7.491492388006165681e-01 2.518076270500052338e+00 8.418798152460365003e-01 1.041574374530159552e+00 -9.144787679847240724e+00 -3.426236300178118768e+02
3.392407706173297677e-01 7.503087476580190263e-01 2.472275542693811445e+00 8.354456283213913537e-01 1.024287708559369570e+00 -9.244951874711716755e+00 -3.427237942126763528e+02
3.428834250779368431e-01 7.433665420160630033e-01 2.474872974255803548e+00 8.746985988579378812e-01 9.649830437062432154e-01 -9.218352192955421742e+00 -3.426971945309200578e+02
3.468950576806990038e-01 7.481959689472441610e-01 2.427553363968637967e+00 8.488024197011281302e-01 9.922881515708779077e-01 -9.071659298404085803e+00 -3.425505016363687218e+02
3.469989709731112759e-01 7.317556742166367867e-01 2.498247564546089983e+00 8.759508998695029192e-01 8.964649772473531897e-01 -9.409206669621084984e+00 -3.428880490075857210e+02
3.452665366389281454e-01 7.487622853229515263e-01 2.435536637633145762e+00 8.224915971994217756e-01 1.090953887304816128e+00 -9.150227303895405839e+00 -3.426290696418600419e+02
3.509617463226482603e-01 7.459193517969506804e-01 2.408084164848145914e+00 8.560645990318525023e-01 9.845006664086692894e-01 -9.183021275118505855e+00 -3.426618636130831419e+02
3.515557505686146555e-01 7.259193738201931145e-01 2.495813901340600438e+00 8.619055330228642120e-01 9.692151942565141454e-01 -9.327473358395309333e+00 -3.428063156963599454e+02
3.399590374009064386e-01 7.333367843872404812e-01 2.543020904704755392e+00 8.420613220862964710e-01 1.037985593608066637e+00 -9.398804662836084844e+00 -3.428776470008007209e+02
3.466419738678251372e-01 7.460776158309915251e-01 2.436558261991027319e+00 8.789595932444722592e-01 9.109005971757122566e-01 -9.134944863703026385e+00 -3.426137872016676624e+02
3.477984795388163741e-01 7.536323267116948887e-01 2.396689306531137209e+00 8.428443908608347357e-01 1.072195508552652221e+00 -9.464302062077251776e+00 -3.429431444000418878e+02
3.427463511335556157e-01 7.553887784441351005e-01 2.426019540454602996e+00 8.717243323301850921e-01 9.787431078458119771e-01 -9.364482054385121046e+00 -3.428433243923497571e+02
3.428366746041960900e-01 7.521202388862380239e-01 2.435709463804166752e+00 8.607622617700885215e-01 9.912513187276879023e-01 -8.973166413645913053e+00 -3.424520087516105491e+02
3.370404956496747539e-01 7.553050432437176109e-01 2.466787278181000076e+00 8.288843623928174864e-01 1.080082789097954077e+00 -9.244548314348662643e+00 -3.427233906523132987e+02
3.377082197405157915e-01 7.560397061178156797e-01 2.455984538058670452e+00 8.496227267960794194e-01 1.040389184877666295e+00 -9.163835192316241773e+00 -3.426426775302808778e+02
3.416420107553477248e-01 7.420313111076970447e-01 2.488719272278858696e+00 8.764224805477818236e-01 9.122338561858551742e-01 -9.445045528146692959e+00 -3.429238878661113290e+02
3.506867683904458799e-01 7.270057809193862797e-01 2.495752505264731802e+00 8.526481673433092823e-01 9.691465097870484158e-01 -9.219465716559966495e+00 -3.426983080545246025e+02
3.430149646175497669e-01 7.476518133036137437e-01 2.460350971387505137e+00 8.380157665031831016e-01 1.053117096224496230e+00 -9.408192142459824936e+00 -3.428870344804244610e+02
3.371156755426887308e-01 7.494098188114480807e-01 2.489404348355344077e+00 8.525629833365853116e-01 1.020280544679002865e+00 -8.929172111810373735e+00 -3.424080144497750098e+02
3.431129449664246933e-01 7.328903807901893108e-01 2.523808422291788034e+00 8.798845283967073883e-01 8.799273668191354147e-01 -9.233962470177289106e+00 -3.427128048081419252e+02
3.340783450368824403e-01 7.491158109636451012e-01 2.513566868719210312e+00 8.669219633893190391e-01 9.628612384917545342e-01 -9.332813887106738093e+00 -3.428116562250713741e+02
3.465675414893569783e-01 7.289798540342464772e-01 2.514320748269815553e+00 8.633520548618776047e-01 9.401136764573774229e-01 -9.220020820342085699e+00 -3.426988631583067217e+02
3.471510635606777639e-01 7.411985264202048951e-01 2.455113656370395692e+00 8.793076640623951334e-01 8.896985446460758951e-01 -9.283106007798494375e+00 -3.427619483457631304e+02
3.491873956694021564e-01 7.422975816824092243e-01 2.436650198695354597e+00 8.600108123915548575e-01 1.023586967735323761e+00 -9.286606841141633595e+00 -3.427654491791062696e+02
3.457674738433486605e-01 7.390835434854218233e-01 2.476959869923172519e+00 8.163207614839560478e-01 1.120462025157873853e+00 -9.484389153816096041e+00 -3.429632314917807321e+02
3.365723437765160142e-01 7.414320245746235383e-01 2.530098313892813255e+00 8.490649473444094042e-01 9.800524648661870231e-01 -8.985960021466780745e+00 -3.424648023594314168e+02
3.484712273619466893e-01 7.409920787801002051e-01 2.447412617254132172e+00 8.898136020595863727e-01 8.788185865600954827e-01 -9.447075976486246418e+00 -3.429259183144508825e+02
3.424236648025165142e-01 7.275110827938640057e-01 2.553362828096626735e+00 8.515767040131052568e-01 9.873422082373073394e-01 -9.169686864315906405e+00 -3.426485292022805424e+02
3.355075252135963360e-01 7.471609062101237653e-01 2.513728772921533405e+00 8.701959471686260272e-01 9.252921921193859589e-01 -9.340564970837419878e+00 -3.428194073088020559e+02
3.440467030551585537e-01 7.547746383864200048e-01 2.416957528028780278e+00 8.355250348160776497e-01 1.061595168262607913e+00 -9.063454373463855518e+00 -3.425422967114284916e+02
3.452091886408776844e-01 7.407602695702630857e-01 2.469687770484341627e+00 8.761235273790060063e-01 9.531242865349422999e-01 -9.400739502365581757e+00 -3.428795818403302178e+02
3.470699260446223344e-01 7.396920401202128348e-01 2.461086688361981967e+00 8.524791524069179616e-01 9.805087264051479679e-01 -8.957116883417199915e+00 -3.424359592213818360e+02
3.425644338499150843e-01 7.528211395995201283e-01 2.435503171942174472e+00 8.478663053118378201e-01 9.955605654065537991e-01 -9.227301334861067517e+00 -3.427061436728257036e+02
3.469796135578941954e-01 7.431654616936469449e-01 2.449097617210092448e+00 8.226837881285362641e-01 1.114690220825341527e+00 -9.153464541034850299e+00 -3.426323068789994863e+02
3.434759359680125135e-01 7.546571955117615804e-01 2.423962909233955187e+00 8.618986912012891466e-01 1.020391333431244441e+00 -9.108012032255032864e+00 -3.425868543702196689e+02
3.471604799569607547e-01 7.468042122412542616e-01 2.429077448596490107e+00 8.783238101813548582e-01 9.432831541474193671e-01 -9.408337492550629122e+00 -3.428871798305152652e+02
3.401780425033317790e-01 7.491401345629892239e-01 2.471897462026127368e+00 8.479934527322443572e-01 9.876314289412855274e-01 -9.151295463301210020e+00 -3.426301378012658461e+02
3.464972737707768813e-01 7.431128686621548685e-01 2.449646556791970742e+00 8.805062142228612387e-01 9.098285473864899942e-01 -9.496250450734351034e+00 -3.429750927886989871e+02
3.434365990104020216e-01 7.501742786923222273e-01 2.441155261105846908e+00 8.603534241578199016e-01 1.030075507793794642e+00 -9.429285037996123719e+00 -3.429081273759607598e+02
3.373072913537820683e-01 7.565949756017757988e-01 2.457651827334240924e+00 8.691032950772870080e-01 9.673253702661233078e-01 -9.054019405230178563e+00 -3.425328617431948146e+02
3.468867202029106700e-01 7.488219489878993329e-01 2.426576326882143864e+00 8.401544685020496672e-01 1.066660336724625679e+00 -8.970828524490514155e+00 -3.424496708624551502e+02
3.428183410728256053e-01 7.458312172614988134e-01 2.465634200194708470e+00 8.950489564778694174e-01 8.746543383637197522e-01 -9.478850588487489404e+00 -3.429576929264521254e+02
3.423004073770841704e-01 7.533673253797483760e-01 2.437263320380502307e+00 8.781755275228704249e-01 9.246917233633542565e-01 -9.465557240397686201e+00 -3.429443995783623222e+02
3.415040302494299906e-01 7.445373491242531783e-01 2.480577171837468953e+00 8.709997749909517140e-01 9.041878866429655659e-01 -9.215174745586409699e+00 -3.426940170835510457e+02
3.447598802505345006e-01 7.423459902297044888e-01 2.471187367493187459e+00 8.727197224110732066e-01 9.642013709394063881e-01 -8.982698015551761728e+00 -3.424615403535163978e+02
3.445450054784844340e-01 7.407174402937114488e-01 2.479397505037701954e+00 8.777674099732877266e-01 9.057889856990914978e-01 -9.329186147608936608e+00 -3.428080284855735727e+02
3.494031983862242452e-01 7.440531050988608008e-01 2.425400079822717991e+00 8.542146116545055179e-01 9.917589088246439033e-01 -9.195218675670219000e+00 -3.426740610136348550e+02
3.426626265906091429e-01 7.333750475547975434e-01 2.524135023738369732e+00 8.915169724732976420e-01 8.745785150294249632e-01 -9.312567855855490961e+00 -3.427914101938201270e+02
3.495413400046417096e-01 7.395264456124492902e-01 2.444843502081295750e+00 8.722346347269702704e-01 9.152856925578802816e-01 -9.562518959466160595e+00 -3.430413612974307966e+02
3.392365191021761150e-01 7.471585096375819024e-01 2.488082193122897134e+00 8.654718319740819510e-01 9.378291139045638047e-01 -9.390477512410882355e+00 -3.428693198503755184e+02
3.453398677605193923e-01 7.433817223787112516e-01 2.456088563283537418e+00 8.639025163695288612e-01 9.522458750449036557e-01 -9.319070968178095882e+00 -3.427979133061427319e+02
3.453054774890319534e-01 7.316004053748649261e-01 2.514758857341703013e+00 8.334503173764549189e-01 1.073109634494157305e+00 -9.360018540337080140e+00 -3.428388608783017162e+02
3.500188051458287264e-01 7.388063529166806198e-01 2.446266979889533566e+00 8.700684931574667047e-01 9.220581228556206099e-01 -8.943531444134066533e+00 -3.424223737820987026e+02
3.441060989186578989e-01 7.456258453477506709e-01 2.461330025504474772e+00 8.303849362534787559e-01 1.100218028405237192e+00 -9.448992060350747124e+00 -3.429278343983153832e+02
3.411365162341678525e-01 7.290834033147557403e-01 2.554618321580119478e+00 8.518410320628779786e-01 9.908668253503281065e-01 -9.218597736741116933e+00 -3.426974400747057530e+02
3.463200111637993461e-01 7.274335085100257503e-01 2.526003175374364140e+00 8.597486035191437281e-01 9.884962447082488168e-01 -9.215856124712558994e+00 -3.426946984626771950e+02
3.437531094102592166e-01 7.358415717552052593e-01 2.503838387089543538e+00 8.267094402081545113e-01 1.044082195807525260e+00 -9.309452289081150411e+00 -3.427882946270457865e+02
3.367392106539741081e-01 7.389610193152691409e-01 2.541285894663664724e+00 8.290310019629298921e-01 1.062315454394918923e+00 -9.421234645613481007e+00 -3.429000769835781171e+02
3.449798898400406322e-01 7.417385766115462964e-01 2.471428680660551436e+00 8.589707572832372406e-01 1.029038842156433375e+00 -8.925597117255506419e+00 -3.424044394552201425e+02
3.415955033943060548e-01 7.434009425637424506e-01 2.483388004887711720e+00 8.644573967340596354e-01 9.888245701179130265e-01 -9.224196952382897052e+00 -3.427030392903475331e+02
3.330075920247607124e-01 7.523770154655275988e-01 2.507599920978028418e+00 8.598372290210667401e-01 9.987786384922454630e-01 -9.461335001730844851e+00 -3.429401773396954809e+02
3.417494077758052029e-01 7.311181092360554690e-01 2.539324152730483952e+00 8.512545972380012316e-01 9.857765372315832053e-01 -9.140900780928291169e+00 -3.426197431188929272e+02
3.355220086733992635e-01 7.437283712031131921e-01 2.529925761944988860e+00 8.334783537646730522e-01 1.061449839540888007e+00 -9.134665197217429977e+00 -3.426135075351820660e+02
3.444740890908576381e-01 7.445925429063913192e-01 2.463483072217999670e+00 8.500038398855309651e-01 1.007147968532937199e+00 -9.072111747488406763e+00 -3.425509540854530428e+02
3.430915354390839944e-01 7.424338449781002769e-01 2.477217136720080148e+00 8.680339930977574170e-01 9.217350143847733435e-01 -9.001388673210271918e+00 -3.424802310111749080e+02
3.430463187379066414e-01 7.588277627252466573e-01 2.407788567909277866e+00 8.429347483900890836e-01 1.051186948731839266e+00 -9.313806599150666443e+00 -3.427926489371153025e+02
3.431979887478177060e-01 7.422050154423991408e-01 2.478855943374462356e+00 8.925665660299388904e-01 8.828314573276418997e-01 -9.116912067265616315e+00 -3.425957544052302524e+02
