# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.5
#         # Redshift Binning: 5 bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_max (WL): 2000
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.0
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - aIA: 0.1446
#             #       - etaIA: 2.21
#             #       - betaIA: 0.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31
#             #       - Omega_c: 0.2609515570934256
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.25,0.4]
#            #       - Ombh2: N(0.02268,0.00038)
#            #       - h: [0.5,0.9]
#            #       - log10As: [1.7,4.0]
#            #       - ns: N(0.97,0.004)
#            #       - Mnu: 0.0
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - aIA: 0.1446
#            #       - etaIA: 2.21
#            #       - betaIA: 0.0
#         ##############################################################
#              Omega_m          Ombh2          h          log10As          ns        log_w   log_l
3.989301207406487082e-01 2.342474428781284382e-02 6.051989194038398523e-01 2.916412219578969012e+00 9.712983125543611651e-01 -1.319045395887072573e+03 -1.323790326837605789e+03
2.721793675731276063e-01 2.229733185053927452e-02 7.983570675629056979e-01 2.889062081961662365e+00 9.796829962699953320e-01 -1.963867659357274306e+03 -1.968612590307807523e+03
3.388480979948337857e-01 2.268931608567573491e-02 5.478529834703461665e-01 3.501234153902761825e+00 9.711267984409849285e-01 -2.973315236534660016e+03 -2.978060167485193233e+03
2.912911534969158112e-01 2.276597059792281885e-02 6.792478252682701001e-01 3.050164777648990189e+00 9.777529358138449256e-01 -3.404451872014050423e+03 -3.409196802964583640e+03
3.297471538375518207e-01 2.247774746525849077e-02 7.883271726383529465e-01 2.222237527306936133e+00 9.644823259848087638e-01 -3.287506309234578566e+03 -3.292251240185111783e+03
3.258503483322175986e-01 2.263638268115304025e-02 7.527926222369514253e-01 2.651935131791284483e+00 9.748036175013176097e-01 -1.843915943776255290e+03 -1.848660874726788506e+03
3.702328679451452054e-01 2.289605854989746475e-02 5.528992084756798597e-01 3.271985656426321221e+00 9.750242009011368394e-01 -1.382801440886856199e+03 -1.387546371837389415e+03
2.660299911717333710e-01 2.298372300871503668e-02 8.020988765352279337e-01 2.709456663259168785e+00 9.709430838488304349e-01 -3.023056972318187945e+03 -3.027801903268721162e+03
2.685193770613490405e-01 2.337070239888451237e-02 8.054877783341889419e-01 2.737921017096470955e+00 9.645590918632656052e-01 -1.441855733233638830e+03 -1.446600664184172047e+03
3.978194354755486550e-01 2.248061971425944702e-02 5.425140602632924081e-01 3.074057329298729435e+00 9.700448644225520001e-01 -3.746352258742364484e+03 -3.751097189692897700e+03
3.658301921931175205e-01 2.258025807332948373e-02 6.485157895007482853e-01 2.884463785840906791e+00 9.681056521001485393e-01 -1.772989582049545561e+03 -1.777734513000078778e+03
3.252566807058637766e-01 2.307377326624608302e-02 8.819979324881681571e-01 2.193427101430152515e+00 9.656017261171448984e-01 -3.557917211369510824e+03 -3.562662142320044040e+03
3.074942728624611710e-01 2.252140275978663578e-02 5.692897233673045454e-01 3.856376054629619077e+00 9.687909967772806441e-01 -2.929045073650329414e+03 -2.933790004600862630e+03
3.592358677201933914e-01 2.258007036626851621e-02 8.152999057051496523e-01 2.195902955381640265e+00 9.659061058788992460e-01 -3.425311634869897716e+03 -3.430056565820430933e+03
3.334911061226939477e-01 2.211414262973063205e-02 8.997762052940736499e-01 1.745866229915354229e+00 9.695269346241399688e-01 -3.745529409922513423e+03 -3.750274340873046640e+03
2.946236705016986313e-01 2.207338547936895171e-02 8.871255450110242524e-01 2.338775657865411972e+00 9.660831920595812639e-01 -1.365241990451533184e+03 -1.369986921402066400e+03
3.320833858014373141e-01 2.290151179750324686e-02 5.815983173002610140e-01 3.578373401581187885e+00 9.730408354748837363e-01 -3.206222626947223944e+03 -3.210967557897757160e+03
2.779307715703354109e-01 2.266850574886544734e-02 6.081385966382311103e-01 3.656895058291210532e+00 9.693028433053562098e-01 -2.033302737508841119e+03 -2.038047668459374336e+03
2.682552721210457736e-01 2.172237300142554339e-02 8.415239576624716777e-01 2.738220881068929469e+00 9.754028996393218076e-01 -1.957309139643536355e+03 -1.962054070594069572e+03
3.872057367630191704e-01 2.282073314551324658e-02 8.018869825739395329e-01 1.855764205463544370e+00 9.649225320063918865e-01 -1.399319570787893326e+03 -1.404064501738426543e+03
3.037334907235801351e-01 2.260538391267812725e-02 8.054571735938582666e-01 2.377702608720414723e+00 9.734488495906079564e-01 -2.112926940492319318e+03 -2.117671871442852535e+03
2.983867152512750254e-01 2.376117919979229068e-02 7.928027623987293770e-01 2.459309523697422506e+00 9.764971954428218748e-01 -3.404684643809070167e+03 -3.409429574759603383e+03
3.967937189551640209e-01 2.274348316156343461e-02 8.386803842432126732e-01 1.820466029862799928e+00 9.711320168066687186e-01 -1.709274963158588207e+03 -1.714019894109121424e+03
3.382097642454482966e-01 2.293741468369531883e-02 5.915827417601233762e-01 3.244483752255873821e+00 9.696879882051429034e-01 -1.656597899188490373e+03 -1.661342830139023590e+03
2.619341429060311754e-01 2.309320474554632172e-02 6.902665197604533898e-01 3.354058245281875017e+00 9.737744174669463737e-01 -1.287296712747572201e+03 -1.292041643698105418e+03
2.886484811562052277e-01 2.211530808378621427e-02 8.569509176983765020e-01 2.276563532691544545e+00 9.675767511287547418e-01 -2.734369501375517757e+03 -2.739114432326050974e+03
3.289620922812123149e-01 2.167711534358705491e-02 7.595417810475668663e-01 2.359274332130420593e+00 9.691280977610261527e-01 -2.241825355305005360e+03 -2.246570286255538576e+03
3.230442112638051144e-01 2.275964518971576242e-02 6.942292837446393250e-01 2.998521790517310048e+00 9.722297135689172976e-01 -3.617659641735443074e+03 -3.622404572685976291e+03
3.670070401132454196e-01 2.253236931327523909e-02 8.297814667114238318e-01 1.838814918816033650e+00 9.730855928200252691e-01 -1.803847398127274118e+03 -1.808592329077807335e+03
3.953643858993446392e-01 2.273636488843310682e-02 7.972618043180872416e-01 1.978028210149442412e+00 9.751371944684040782e-01 -1.505370121286253379e+03 -1.510115052236786596e+03
3.954060244990552642e-01 2.311483037409146554e-02 5.528825686619157631e-01 3.322311298968007698e+00 9.670130061883189798e-01 -3.517482680957209595e+03 -3.522227611907742812e+03
2.980326924999658900e-01 2.294339019287178205e-02 8.893415759466984927e-01 2.065739674368853862e+00 9.816773398231277703e-01 -3.052354365589822464e+03 -3.057099296540355681e+03
3.715995589334855076e-01 2.203889563916714908e-02 8.222558586320469765e-01 1.836369609110250156e+00 9.717817011670611960e-01 -1.692798300374359087e+03 -1.697543231324892304e+03
3.453585090062161189e-01 2.293438018450775009e-02 8.542051713659950529e-01 1.922398855725918176e+00 9.688169127211798681e-01 -1.314996790123683240e+03 -1.319741721074216457e+03
3.589984343732769978e-01 2.301490949302340688e-02 7.779715665487965115e-01 2.327991942671661540e+00 9.683179661794738546e-01 -2.190219239651039516e+03 -2.194964170601572732e+03
3.115618196476506729e-01 2.254605215423115955e-02 8.550761067910570556e-01 2.374546730254129656e+00 9.674934370987362531e-01 -3.089891958996310223e+03 -3.094636889946843439e+03
3.203019208061324008e-01 2.252838027465582996e-02 5.764765540319592985e-01 3.513843772583415515e+00 9.708425116627824591e-01 -8.555451974792410965e+02 -8.595937258664985166e+02
3.769699599015682301e-01 2.298333565254646535e-02 5.091812875861165821e-01 3.656132937867448085e+00 9.680302387255473873e-01 -4.178533863416967620e+02 -4.219019147289541820e+02
3.069635837752716645e-01 2.208348738814248230e-02 5.457840962870160739e-01 3.850206825488421636e+00 9.778723530055997148e-01 -7.349459797422490510e+02 -7.389945081295064711e+02
3.586601398323971956e-01 2.247469851838928417e-02 7.080213619175987905e-01 2.446465881203867099e+00 9.715607460664829054e-01 -9.967119847332623976e+02 -1.000760513120519818e+03
3.954577199772542073e-01 2.283164537268386751e-02 7.236638713835518155e-01 2.285194065337374347e+00 9.707267518431541564e-01 -9.610844451704290350e+02 -9.651329735576864550e+02
2.883733777880826965e-01 2.295731941469452905e-02 7.369456849818293298e-01 3.020151367655912189e+00 9.716234215048458189e-01 -9.966226101958864092e+02 -1.000671138583143829e+03
3.333921733652933095e-01 2.274991857896009259e-02 5.228114236755769806e-01 3.858239974176417064e+00 9.693788776597596080e-01 -4.969701667369332085e+02 -5.010186951241906286e+02
3.485208099370609158e-01 2.246651456293992724e-02 8.655749256013787196e-01 1.857315060300837928e+00 9.698165181546736235e-01 -1.182527351011776091e+03 -1.186575879399033511e+03
3.955036175591294390e-01 2.299350059236748844e-02 5.449018153473335069e-01 3.190039645356012254e+00 9.695403762289609428e-01 -7.531484090925503097e+02 -7.571969374798077297e+02
2.713962557753772931e-01 2.278411727017378222e-02 7.534255762049619776e-01 3.064114190270244897e+00 9.769456066423202190e-01 -5.020304831854401186e+02 -5.060790115726975387e+02
3.142738716010436417e-01 2.293427013278132726e-02 6.345493996985127616e-01 3.222450118062429425e+00 9.630052260061291447e-01 -5.468565374036747926e+02 -5.509050657909322126e+02
3.281407762553505414e-01 2.222573853544928396e-02 6.114023221397375529e-01 3.327705765298761165e+00 9.709824624977698715e-01 -5.590979264473643298e+02 -5.631464548346217498e+02
3.201637458576869211e-01 2.311481262120824998e-02 7.912912128379867571e-01 2.390299383875817973e+00 9.684873226661685486e-01 -5.654053355135829406e+02 -5.694538639008403607e+02
3.130618259761648314e-01 2.273622412164896453e-02 5.740067161381768868e-01 3.610516132321566207e+00 9.713928814084127339e-01 -7.198046044560323935e+02 -7.238531328432898135e+02
2.780197108983801790e-01 2.228320103104283398e-02 8.155137925425028911e-01 2.746936404034798773e+00 9.695467620470662462e-01 -1.024732694630986543e+03 -1.028781223018243963e+03
2.874267391956712436e-01 2.191517632329712667e-02 8.229844451431678198e-01 2.474440362713123953e+00 9.744277508902545737e-01 -8.895589664979380586e+02 -8.936074948851954787e+02
3.344092266515329426e-01 2.313970262149142934e-02 8.729570290185590942e-01 1.966781945538675025e+00 9.728264261356543985e-01 -6.232886563160441256e+02 -6.273371847033015456e+02
3.968124969356223164e-01 2.228097350654008324e-02 5.512042567740319532e-01 3.100174378045863932e+00 9.705843730058062446e-01 -9.504861016267784635e+02 -9.545346300140358835e+02
3.480443483501609592e-01 2.252116766979250090e-02 8.218472330067940756e-01 2.150598949342487742e+00 9.729667243647336372e-01 -6.512704083001218578e+02 -6.553189366873792778e+02
2.636679687284584350e-01 2.281448941480927403e-02 8.777970759103366216e-01 2.521383531193300165e+00 9.699489165982924099e-01 -5.473806966261112166e+02 -5.514292250133686366e+02
3.171159582062230697e-01 2.259528427451686777e-02 5.889273543333241046e-01 3.591480929677453027e+00 9.684396175531041484e-01 -9.466830885807512459e+02 -9.507316169680086659e+02
3.257057099179472837e-01 2.305519316713568190e-02 6.661600687508778540e-01 3.074641308720054589e+00 9.759152305462293064e-01 -1.182028014409707566e+03 -1.186076542796964986e+03
3.463081222566506412e-01 2.289210997119549632e-02 7.408419553802335633e-01 2.548595376166111315e+00 9.632977461041161149e-01 -9.862498488513182338e+02 -9.902983772385756538e+02
3.554762448327823954e-01 2.219496796764230256e-02 7.920828067438920872e-01 2.083905734535259402e+00 9.737679542158347301e-01 -1.094375292197142699e+03 -1.098423820584400119e+03
3.750683069662139602e-01 2.359949344939930860e-02 6.051539069887242883e-01 3.045799767879943776e+00 9.721768989283922080e-01 -4.396961754003222609e+02 -4.437447037875796809e+02
3.898619027427658312e-01 2.275528926294112173e-02 8.400203558480853205e-01 1.794806085892017400e+00 9.754674260498313876e-01 -6.276853132643007029e+02 -6.317338416515581230e+02
3.822684390979888547e-01 2.232358453521328390e-02 5.941393878500534909e-01 3.043492256324997314e+00 9.671219357363419755e-01 -6.777003898295073441e+02 -6.817489182167647641e+02
3.723890726324080580e-01 2.210812210490170626e-02 5.508444370051376326e-01 3.280480799995891594e+00 9.749097850575966229e-01 -5.863782628374999604e+02 -5.904267912247573804e+02
2.859625247783179058e-01 2.323155932339910149e-02 7.383954895566250398e-01 2.897268365694050996e+00 9.688330508390975426e-01 -8.598343403211413261e+02 -8.638828687083987461e+02
3.808911774229533087e-01 2.195861465439167756e-02 8.115355942420064972e-01 1.968538196168307719e+00 9.697747928024416098e-01 -7.037914788620724948e+02 -7.078400072493299149e+02
3.330282209154220019e-01 2.279778754087903245e-02 5.443499468989373424e-01 3.751166405207575494e+00 9.706579711994544057e-01 -5.403434137034585092e+02 -5.443919420907159292e+02
3.524346066821684720e-01 2.318717307987570517e-02 8.881622024304958174e-01 1.876645744390764481e+00 9.575307075811378965e-01 -4.043984465789728233e+02 -4.084469749662302434e+02
2.930925610062423692e-01 2.279872020493845658e-02 5.932260191222520351e-01 3.765590167404336164e+00 9.802798127901469760e-01 -6.972112236823561489e+02 -7.012597520696135689e+02
3.243776674963267936e-01 2.305577022283558306e-02 7.243424847339111627e-01 2.633865904431706539e+00 9.737656848250291208e-01 -8.592622451367443546e+02 -8.633107735240017746e+02
3.592452952415133294e-01 2.300270113896283122e-02 8.873636401327283929e-01 1.802111965091021117e+00 9.699581286005624081e-01 -4.333985687454141953e+02 -4.374470971326716153e+02
3.496773727610967830e-01 2.250844310439624463e-02 8.884240355188994798e-01 1.790237357367898463e+00 9.730443428596016187e-01 -7.786319997103747710e+02 -7.826805280976321910e+02
3.855775975349055029e-01 2.353385567021075431e-02 6.514724353636049958e-01 2.590023263128904851e+00 9.648242461040793527e-01 -1.034679923766490447e+03 -1.038728452153747867e+03
3.139034074850074463e-01 2.244816423788714710e-02 6.583201427179061760e-01 3.046665669444124980e+00 9.722606106636977330e-01 -8.617223431892546159e+02 -8.657708715765120360e+02
2.862051013841216407e-01 2.258736238593189380e-02 6.937759932643219329e-01 3.113220408501191194e+00 9.699921733344034624e-01 -6.355465145903228859e+02 -6.395950429775803059e+02
3.887955375680624548e-01 2.325202872578651173e-02 8.192877601025774226e-01 1.786861993003091786e+00 9.714701853959845090e-01 -1.197276416077714657e+03 -1.201324944464972077e+03
3.823329510575802503e-01 2.254082191547166283e-02 6.036048199207245668e-01 2.994576511304606115e+00 9.659815108757174862e-01 -7.160640197585378246e+02 -7.201125481457952446e+02
3.922719434261159877e-01 2.276083433420588234e-02 8.076784443417441839e-01 1.825696782643629223e+00 9.654410679316980382e-01 -9.339927771022659044e+02 -9.380413054895233245e+02
2.551720833879498329e-01 2.198087924685018096e-02 6.890138633219705655e-01 3.547448751037896031e+00 9.692156647431445782e-01 -8.118273430973454197e+02 -8.158758714846028397e+02
3.815782427838542157e-01 2.278816783177893199e-02 8.149004961569710215e-01 1.890517823454851198e+00 9.633765379288738995e-01 -5.608812501430021484e+02 -5.649297785302595685e+02
3.581336504593556347e-01 2.171156874089764932e-02 5.338319932726054429e-01 3.487541520140226226e+00 9.745299754514579194e-01 -8.078122684473310073e+02 -8.118607968345884274e+02
3.618408522140924566e-01 2.266765544919486716e-02 8.250459079272625118e-01 1.966380469749591242e+00 9.672303554056776997e-01 -5.372337672897715493e+02 -5.412822956770289693e+02
3.408129970630166539e-01 2.267433172531447064e-02 7.482364350514779661e-01 2.406515756478403656e+00 9.676500828716115832e-01 -7.299828495514880160e+02 -7.340313779387454360e+02
2.807209107116609981e-01 2.235056173723934739e-02 5.804934379124205845e-01 3.852646282897522312e+00 9.665681511914978596e-01 -9.922636424333162495e+02 -9.963121708205736695e+02
2.943873979805968766e-01 2.237695570731761119e-02 5.659292937616372532e-01 3.852898894060014179e+00 9.711144126429382961e-01 -4.684627783120283766e+02 -4.725113066992857966e+02
2.746942085922557952e-01 2.282438135170930874e-02 7.634982701680426143e-01 2.891265031083216197e+00 9.677234417966003033e-01 -5.250878852041913660e+02 -5.291364135914487861e+02
2.901132567896292924e-01 2.231980310017872560e-02 8.890619264067560756e-01 2.348633561582536444e+00 9.726879047800919276e-01 -9.739414192987784418e+02 -9.779899476860358618e+02
3.810041548993755578e-01 2.272877346896477052e-02 5.223583084280982725e-01 3.447287015943547139e+00 9.703658789799113338e-01 -8.806030209301452487e+02 -8.846515493174026687e+02
2.965551501759192132e-01 2.286357847578915012e-02 5.959697769731449046e-01 3.739724659610629054e+00 9.683118517674118575e-01 -1.043457359138939864e+03 -1.047505887526197284e+03
3.872074832041182413e-01 2.258938315238550112e-02 8.204353434293363279e-01 1.855994088819766574e+00 9.705557494806826835e-01 -4.091031906214631135e+02 -4.131517190087205336e+02
3.319759867829438771e-01 2.281662711451571540e-02 7.709831620559939314e-01 2.366996859902950945e+00 9.684495562610484498e-01 -8.363228407546121161e+02 -8.403713691418695362e+02
3.913239831155931325e-01 2.317004416689632390e-02 5.994074276621382813e-01 2.859828901180240912e+00 9.733677135256854074e-01 -5.896990268042326306e+02 -5.937475551914900507e+02
2.574584761228796426e-01 2.233365029004299659e-02 6.558744166240092488e-01 3.598082113260196557e+00 9.671320098886904137e-01 -9.193767331800703460e+02 -9.234252615673277660e+02
3.853199430567451067e-01 2.264334829160044235e-02 5.952746288267467545e-01 3.045765740472473837e+00 9.612232866542833598e-01 -1.041664332309611382e+03 -1.045712860696868802e+03
2.569686531791990358e-01 2.204798431908360640e-02 8.803176063506148452e-01 2.638200105361113046e+00 9.718820209250758069e-01 -3.874365935034840049e+02 -3.914851218907414250e+02
2.937437173360119558e-01 2.273163638555148261e-02 8.470549262425122183e-01 2.365976870367378471e+00 9.707786746072286643e-01 -5.829829074870993963e+02 -5.870314358743568164e+02
3.460088774034502102e-01 2.294528858132226581e-02 6.475799589042243731e-01 2.997917959987952852e+00 9.707178069384863051e-01 -5.473312265826102703e+02 -5.513797549698676903e+02
2.837581932090053050e-01 2.121001819910850461e-02 7.551332002480239947e-01 2.929582866490755499e+00 9.736651564951387394e-01 -1.030619081368845173e+03 -1.034667609756102593e+03
2.726021145668756640e-01 2.216226630089455918e-02 6.037595111534628245e-01 3.876510588711978400e+00 9.655099474032078355e-01 -6.725949320300594536e+02 -6.766434604173168736e+02
3.760730776607890125e-01 2.214268350019768170e-02 7.600876720211351412e-01 2.229255550641422445e+00 9.765702160236835461e-01 -1.123614720216531623e+03 -1.127663248603789043e+03
2.569576287529084513e-01 2.255581064825581267e-02 8.936068874464101475e-01 2.612857015058033028e+00 9.708964201177717745e-01 -5.581439020991962252e+02 -5.621924304864536452e+02
3.556750020515235811e-01 2.310911422492295184e-02 8.183301393188031625e-01 2.023234632538803535e+00 9.673650691290039960e-01 -7.463802573072714495e+02 -7.504287856945288695e+02
3.244883699078352501e-01 2.270723914084580783e-02 5.381142847179153366e-01 3.764656824341162888e+00 9.717209922627578766e-01 -1.078915777303169762e+03 -1.082964305690427182e+03
3.869114932682909958e-01 2.288281209694292481e-02 5.270991656083550136e-01 3.476301470197269872e+00 9.690323067910221466e-01 -6.479264264042409422e+02 -6.519749547914983623e+02
2.972981351265827632e-01 2.291316772011777955e-02 6.133380562454107121e-01 3.474680073262639723e+00 9.733819813809519994e-01 -1.011166418356094255e+03 -1.015214946743351675e+03
2.797185183915932294e-01 2.225968965043486139e-02 6.796491626560247079e-01 3.249809243157602445e+00 9.640885673956769431e-01 -5.821106589109546121e+02 -5.861591872982120321e+02
3.434982195493149759e-01 2.278251204473677460e-02 5.240045456311335226e-01 3.745368658271348572e+00 9.660051503724255140e-01 -6.975824894442235973e+02 -7.016310178314810173e+02
3.736047503515718682e-01 2.212609202823211454e-02 5.346221222116355198e-01 3.492896102705341121e+00 9.741667898244850132e-01 -7.585832644110511183e+02 -7.626317927983085383e+02
3.514248846408792870e-01 2.293487035084746176e-02 6.549986022962249743e-01 2.920834650888771922e+00 9.753191285521720655e-01 -7.608371523239795806e+02 -7.648856807112370007e+02
3.973701717853047044e-01 2.314374353702719489e-02 5.366074474968145491e-01 3.360083473494591466e+00 9.688764117603176906e-01 -9.871362512589093967e+02 -9.911847796461668167e+02
3.428834438072416169e-01 2.185068947183196886e-02 6.923954619166989843e-01 2.639272973758459706e+00 9.677013882622855778e-01 -6.693215503039310761e+02 -6.733700786911884961e+02
3.768919797105452218e-01 2.311612130244075636e-02 5.969939778926458551e-01 3.100337103104832792e+00 9.683150125233949135e-01 -1.042438156952555346e+03 -1.046486685339812766e+03
3.073987270124068361e-01 2.251916185860784042e-02 6.283052471486412216e-01 3.299222811695362800e+00 9.744153211690155247e-01 -4.804880792313385882e+02 -4.845366076185960083e+02
3.421511165762871620e-01 2.242353774971802410e-02 8.763608375185818478e-01 1.914243506609412782e+00 9.665402595852016221e-01 -4.677002834396117237e+02 -4.717488118268691437e+02
2.673932959570491930e-01 2.278769416049713364e-02 8.839603468302720257e-01 2.458284441836416256e+00 9.729931750318889794e-01 -5.700893514207881481e+02 -5.741378798080455681e+02
2.798990735716034850e-01 2.286249857634807189e-02 6.263514443265931764e-01 3.682376722629899568e+00 9.735408307079415069e-01 -6.404583938922548896e+02 -6.445069222795123096e+02
3.202226405450280811e-01 2.318416313692120076e-02 6.137313237103410035e-01 3.294294895451983507e+00 9.658248383018348537e-01 -7.911164542338965475e+02 -7.951649826211539676e+02
2.809385844226096052e-01 2.194239242539504711e-02 5.734906842553755268e-01 3.991523731078333803e+00 9.682611867796925287e-01 -7.759704936920088585e+02 -7.800190220792662785e+02
3.113598733783131678e-01 2.249481890493804787e-02 6.807741926409567323e-01 3.095835541620502784e+00 9.652088583561072577e-01 -8.365479793822452166e+02 -8.405965077695026366e+02
3.424408320529787053e-01 2.262254930512780024e-02 5.073495777560399489e-01 3.954299626351954977e+00 9.760537188709446088e-01 -7.282433913916927395e+02 -7.322919197789501595e+02
3.210819856676275230e-01 2.220775499065851671e-02 8.298832479474770318e-01 2.327443637424599032e+00 9.677661837678440682e-01 -8.319378811652642298e+02 -8.359864095525216499e+02
2.508822189183176898e-01 2.233249278837709864e-02 8.838229820131191516e-01 2.684309405750693767e+00 9.641604098754131824e-01 -2.582696513589476695e+02 -2.623181797462050895e+02
3.897680256719906478e-01 2.227031687484872999e-02 5.623875697638746063e-01 3.085972123106367260e+00 9.746954795832523111e-01 -5.541831955594292367e+02 -5.582317239466866567e+02
3.436406480448718215e-01 2.232835338842569656e-02 6.889632337547404450e-01 2.648804171004009334e+00 9.707407695721299579e-01 -8.842298973086615206e+02 -8.882784256959189406e+02
3.748667635866662073e-01 2.224031318293842943e-02 8.420972848716893333e-01 1.852795455211974973e+00 9.703041130534391101e-01 -4.078516424019893520e+02 -4.119001707892467721e+02
3.313800645771053932e-01 2.261796843320575470e-02 5.734422717178742079e-01 3.447872574986073246e+00 9.702608713050060452e-01 -7.922039301327632757e+02 -7.962524585200206957e+02
3.602748062741583102e-01 2.301626813836783747e-02 8.107719268154567338e-01 1.994400073840877585e+00 9.811148832769410744e-01 -8.851578525468332828e+02 -8.892063809340907028e+02
3.840412353615714203e-01 2.209159706818854957e-02 7.354862123425552900e-01 2.136478298154322886e+00 9.737718524818040899e-01 -1.168726422100131458e+03 -1.172774950487388878e+03
2.986968567570429389e-01 2.334829836213358698e-02 7.559536660978680711e-01 2.724621251072381511e+00 9.663996989058445397e-01 -5.519983732609778144e+02 -5.560469016482352345e+02
2.986147632825900677e-01 2.278617575492406996e-02 6.831233188344064677e-01 3.195382406121852981e+00 9.719735631024940536e-01 -9.063704335994041230e+02 -9.104189619866615431e+02
2.620184572283066338e-01 2.247351668677681491e-02 7.170049202609548589e-01 3.225107085949714847e+00 9.712892816866269818e-01 -5.855501129125543684e+02 -5.895986412998117885e+02
3.709179195081498959e-01 2.247379086442349502e-02 8.241495616060137142e-01 1.975701506531294838e+00 9.715519806174330864e-01 -5.241583229143087692e+02 -5.282068513015661892e+02
3.517097662688795090e-01 2.208315526156736167e-02 6.170029999992973080e-01 3.106850616492816020e+00 9.708139971822549175e-01 -5.484786602283760431e+02 -5.525271886156334631e+02
3.074986939031775224e-01 2.247029823367227216e-02 7.062300427393590763e-01 2.851764651683214247e+00 9.638228603907698089e-01 -9.214254599570691653e+02 -9.254739883443265853e+02
3.642101149457005471e-01 2.328125607730650512e-02 8.113023979718521073e-01 2.131385512643177105e+00 9.671220796310341372e-01 -1.201370202408125806e+03 -1.205418730795383226e+03
3.362336648973697772e-01 2.271257153943326626e-02 5.281373460248854901e-01 3.762732389734726013e+00 9.677414012576248670e-01 -7.804718868528568692e+02 -7.845204152401142892e+02
3.955500653839438274e-01 2.287325692692619011e-02 6.602465728047656190e-01 2.509804133212525823e+00 9.660519367154154491e-01 -3.004443003587566636e+02 -3.037148915270338989e+02
3.757798660991925610e-01 2.313283702623062862e-02 5.756004940934118519e-01 3.202002722327764062e+00 9.755974982749276991e-01 -3.187027726556176503e+02 -3.219733638238948856e+02
3.380938872612881951e-01 2.349702375613009833e-02 8.389918044877734404e-01 2.126005332027463890e+00 9.673507545647219708e-01 -2.371382760125098912e+02 -2.404088671807871265e+02
2.607920381114256503e-01 2.287374485894140899e-02 8.120192009214963758e-01 2.821913393547646365e+00 9.762683643975894610e-01 -2.932183031551943486e+02 -2.964888943234715839e+02
3.658304561891074780e-01 2.260713849575925194e-02 5.287885485041672329e-01 3.581944393333410304e+00 9.635390137659399779e-01 -3.394938776373929272e+02 -3.427644688056701625e+02
3.998102625412022215e-01 2.325934004655903081e-02 7.871747969002971246e-01 1.934547724426280313e+00 9.654058597299410849e-01 -3.770675228690583936e+02 -3.803381140373356288e+02
3.286132795011914576e-01 2.276478088204953593e-02 8.585616437229302012e-01 2.125598844213890004e+00 9.742491105426098752e-01 -3.663692547450540928e+02 -3.696398459133313281e+02
3.358868477372906058e-01 2.335993217948082595e-02 7.793587312461481842e-01 2.345854162216204131e+00 9.710685320394853992e-01 -3.150873972758948298e+02 -3.183579884441720651e+02
2.853644821543436239e-01 2.260742896514139275e-02 6.631155441400059525e-01 3.393133144933318412e+00 9.673850552170810690e-01 -3.072667099411564777e+02 -3.105373011094337130e+02
2.652107601031898354e-01 2.322759226155039769e-02 7.232934006705672436e-01 3.207894697534071415e+00 9.650350392603196381e-01 -2.999099609054683810e+02 -3.031805520737456163e+02
3.089750047825852164e-01 2.300868693247517388e-02 6.850008715861874986e-01 2.996929227534534945e+00 9.656916190452203841e-01 -2.896045363441436962e+02 -2.928751275124209315e+02
3.060451754955591519e-01 2.327042551375419627e-02 8.755784750167883157e-01 2.228766370840304489e+00 9.725492860239102200e-01 -2.439267186375790573e+02 -2.471973098058562925e+02
3.548939125280657914e-01 2.223573672093858908e-02 5.858209427449940776e-01 3.273037392768727294e+00 9.678502760691383155e-01 -3.935415934464177781e+02 -3.968121846146950134e+02
2.611278215140979131e-01 2.185425171999716074e-02 8.189232125417802433e-01 2.780791255097513570e+00 9.676639180019895869e-01 -2.481248775933886748e+02 -2.513954687616659101e+02
3.744365223760676153e-01 2.254208880854936467e-02 7.672796909770792650e-01 2.165680634217903577e+00 9.689115996979642542e-01 -2.594957705806326658e+02 -2.627663617489099011e+02
