# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: WL+XC+GC
#         # Likelihood: using covariance and differences between data vectors in ell-bins
#         # Sky Fraction (fsky): 0.43
#         # Redshift Binning: 5 source bins and 5 lense bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_max: 5000.0
#         #   - total l_bins: 30
#         #   - cut in l_max (WL): [2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
#  2000]
#         #   - cut in l_max (GC, XC): [100 100 100 100 100 100 100 100 100 100 100 100 100 100 100]
#         #
#             
#             # Data Model:
#             #   - Nonlinear Power Spectrum: HMcode (0)
#             #   - Galaxy Bias Model: b1 constant within bins (0)
#             #   - Intrinsic Alignments: zNLA (0)
#             #   - Baryon Model: Tagn HMcode (1)
#             #   - Cross Correlation sqrt(Baryonic Supression): False 
#             #   - Parameters: 
#             
#             #       - Omega_m: 0.31
#             #       - Omega_b: 0.05
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.0
#             #       - w0: -0.838
#             #       - wa: -0.62
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 0.16
#             #       - eta1_IA: 1.66
#             #       - beta_IA: 0.0
#             #       - b1_1: 1.239
#             #       - b1_2: 1.378
#             #       - b1_3: 1.525
#             #       - b1_4: 1.677
#             #       - b1_5: 1.832
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Ombh2: 0.02312
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31
#             #       - Omega_c: 0.26
#             #       - fb: 0.16129032258064518
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Cross Correlation sqrt(Baryonic Supression): False 
#         #   - Photo-z Error Model: additive mode, n(z') = n(z + dz) (1)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.25,0.4]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: 0.0
#            #       - w0: [-3.0,-0.3]
#            #       - wa: [-3.0,3.0]
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - b1_1: [0.0,3.0]
#            #       - b1_2: [0.0,3.0]
#            #       - b1_3: [0.0,3.0]
#            #       - b1_4: [0.0,3.0]
#            #       - b1_5: [0.0,3.0]
#            #       - deltaz_s_1: N(0.0,0.0025012)
#            #       - deltaz_s_2: N(0.0,0.002912)
#            #       - deltaz_s_3: N(0.0,0.003309)
#            #       - deltaz_s_4: N(0.0,0.0038346)
#            #       - deltaz_s_5: N(0.0,0.0050532)
#            #       - deltaz_l_1: N(0.0,0.0065855)
#            #       - deltaz_l_2: N(0.0,0.007528)
#            #       - deltaz_l_3: N(0.0,0.0084995)
#            #       - deltaz_l_4: N(0.0,0.00948)
#            #       - deltaz_l_5: N(0.0,0.0104645)
#         ##############################################################
# Omega_m Omega_b h log10As ns w0 wa log_w log_l
3.108160077884018491e-01 5.945196950052274165e-02 9.968840559217357900e-01 2.659549917272887143e+00 7.710197496663804273e-01 -7.377817464684222060e-01 -5.378069158634466440e-01 -1.648708527306924054e+01 -1.831439620318725403e+01
2.936992493705270491e-01 6.109512236393047774e-02 9.675994784697161677e-01 2.772236555346053066e+00 8.444615529418346700e-01 -9.180981956471376826e-01 -2.060250946979502729e-02 -8.798005954435566878e+00 -1.062531688455358392e+01
3.374051624264511884e-01 4.791450831207855893e-02 6.853400450344067085e-01 2.855276389278999183e+00 9.186354332288262370e-01 -6.548987910321009132e-01 -1.206085195021814993e+00 -1.164982107306775561e+01 -1.347713200318577620e+01
3.310848599029798112e-01 7.171973604703774097e-02 8.803860349758054760e-01 2.718448706247057700e+00 8.740868505619511231e-01 -6.298280209023854326e-01 -1.274780309459234262e+00 -1.060650613901549377e+01 -1.243381706913351081e+01
2.718834234447639053e-01 4.090748343338011794e-02 7.184886328488138130e-01 3.045429115301911516e+00 9.790458395079083553e-01 -1.204056060201533995e+00 3.040124826773609179e-01 -9.741308007543949543e+00 -1.156861893766195948e+01
3.037762329040203935e-01 6.331080211967224369e-02 7.835052011494301194e-01 2.874410128650805696e+00 9.816356279968211362e-01 -8.809155037443066050e-01 -9.494111343958220317e-01 -1.108608796245090389e+01 -1.291339889256892626e+01
3.359287040256718759e-01 7.652386706476620171e-02 6.286240491827306265e-01 3.251388982936415317e+00 1.075145111974645573e+00 -6.669497327721343183e-01 -1.369151792284069913e+00 -1.050697773031473048e+01 -1.233428866043274930e+01
3.282381660902250475e-01 4.744477069167851030e-02 5.472597195324230279e-01 3.271596878048376844e+00 1.090938309033070874e+00 -6.840112670681670615e-01 -1.576102150993494933e+00 -1.114840217900899688e+01 -1.297571310912701570e+01
3.661828879961414041e-01 5.294039621618785302e-02 5.891241083831144643e-01 3.123523369897337698e+00 1.007835226368182902e+00 -3.580714583841464460e-01 -1.615736886865542621e+00 -8.793012492437028982e+00 -1.062032342255504958e+01
3.176855019411554126e-01 5.436879005829488992e-02 6.886504100637171888e-01 2.893661731152666228e+00 9.934095405332407092e-01 -7.476959952070374449e-01 -1.690477152408313755e+00 -1.093057138343246493e+01 -1.275788231355047486e+01
3.001571046446417923e-01 4.132161820970475796e-02 6.994227230979253029e-01 2.957317921432269792e+00 9.473361220378526681e-01 -1.029947494912866635e+00 1.052170713558187032e-02 -1.109301701942906959e+01 -1.292032794954709018e+01
3.408120262100954867e-01 5.172105435185632427e-02 6.257502291010812456e-01 3.039662895772051954e+00 9.839011410907576582e-01 -5.264098332330702235e-01 -1.606637070243676968e+00 -9.586196982419807000e+00 -1.141350791253782582e+01
3.053014154342185704e-01 6.097922370479861437e-02 7.100032095270796262e-01 3.058242399776927023e+00 1.001753826127792735e+00 -9.624071004015948283e-01 -3.513854510874918624e-01 -9.768887160217474275e+00 -1.159619809033548599e+01
3.270260569924742788e-01 6.390123055072079172e-02 8.704230377568384913e-01 2.749055274181919195e+00 8.415520149445487874e-01 -5.938251749653242761e-01 -1.112680248882820244e+00 -1.734636156388950212e+01 -1.917367249400751206e+01
3.070513843333685378e-01 4.826848076135273335e-02 6.556155678086248439e-01 3.023932960868793707e+00 9.788653892241026000e-01 -9.193806346352255687e-01 -8.893897471253131570e-01 -1.171738344416955613e+01 -1.354469437428757672e+01
2.911703681595431692e-01 4.549840042702495146e-02 7.470266663312186139e-01 3.022800801279228011e+00 9.252731342419218130e-01 -1.008242781972879198e+00 2.097540307450973529e-01 -1.223710084504297413e+01 -1.406441177516099650e+01
3.244793886848378328e-01 4.720157187453969533e-02 6.750261875472280959e-01 3.028036096408135869e+00 9.657800135957419485e-01 -7.138810704106481886e-01 -5.402535158668837489e-01 -9.328477813569350019e+00 -1.115578874368736884e+01
2.977542189418659890e-01 6.175466384712102741e-02 8.164955759927190471e-01 2.858810813502650205e+00 9.560886262656798085e-01 -9.456449856375543916e-01 -5.832241502848871662e-01 -1.238301876076423014e+01 -1.421032969088224363e+01
3.158354020603657553e-01 3.416469572051410858e-02 7.690959984609846423e-01 2.728696522228878596e+00 8.134509191641361436e-01 -8.465753229218777598e-01 -2.469729299504828113e-01 -1.033803346746576324e+01 -1.216534439758378383e+01
2.864647500149772874e-01 4.876760443066766731e-02 6.909228705695098505e-01 3.056170869944573987e+00 9.889636732689492948e-01 -1.151607288400086526e+00 -8.709217141393033046e-02 -1.147118650287683295e+01 -1.329849743299485709e+01
3.140895178678647648e-01 5.466413983082136357e-02 7.269320725867949307e-01 2.932672035911262132e+00 9.322414559597160810e-01 -7.987067482062908397e-01 -9.345961920438270454e-01 -1.096663481876862534e+01 -1.279394574888664593e+01
2.894456966177369472e-01 4.942439520787110518e-02 8.258114995456489194e-01 2.801232484965399117e+00 8.867634777082151754e-01 -1.094260830673615681e+00 9.374261290332963625e-02 -1.065224413763428402e+01 -1.247955506775229750e+01
3.305924634851266086e-01 7.468453202053035311e-02 8.256779829917033631e-01 2.859826552372214170e+00 9.195568011020859300e-01 -7.638017623104755849e-01 -6.594132577720284161e-01 -7.109323696014101301e+00 -8.936634626132121895e+00
3.234986905992286443e-01 4.341365895646540768e-02 6.659702074242154213e-01 2.880848131662665068e+00 9.343102919987520405e-01 -5.790439184143258977e-01 -2.013215140751405396e+00 -1.019400100179194624e+01 -1.202131193190995795e+01
2.821957225682763526e-01 3.509258633928844656e-02 5.979835533453654595e-01 3.229796523945303477e+00 1.030709757369619783e+00 -1.095533402508013676e+00 -3.693239660697811289e-01 -1.134237221587407873e+01 -1.316968314599209222e+01
3.276514179186835740e-01 5.174240090890614568e-02 5.657950734502338319e-01 3.335344211064355413e+00 1.047328244927503649e+00 -6.066911377567247854e-01 -1.409420568816264208e+00 -1.081383968498732884e+01 -1.264115061510535298e+01
2.853418309545586729e-01 5.362137189081216809e-02 7.336437448377820525e-01 3.024089421656857901e+00 9.890016249461924813e-01 -1.078843646638232068e+00 -1.849851324466511571e-01 -1.046709636684076372e+01 -1.229440729695878431e+01
3.208334346373746815e-01 5.043927259046029898e-02 6.443825389847532836e-01 3.198276997768037422e+00 9.938988405517086289e-01 -8.129795604991238989e-01 -1.287511433901062929e-01 -1.194865060916615107e+01 -1.377596153928416634e+01
2.960928412365732010e-01 4.674794605819566212e-02 5.425084446922411319e-01 3.514436739959764466e+00 1.099964284653807356e+00 -1.047218236192417606e+00 -1.221008422060423371e-01 -2.858121197827850324e+01 -3.040852290839651317e+01
3.158722911041490500e-01 5.075104915051215082e-02 5.697387403680818085e-01 3.311447052136800018e+00 1.065062709790556728e+00 -9.716415131250335513e-01 -3.781752929914663497e-01 -1.069045439298523092e+01 -1.251776532310325329e+01
3.343021052018193551e-01 6.842681117621392251e-02 7.467173642023824387e-01 2.808814909207344890e+00 9.662711037525826274e-01 -7.841233241146348121e-01 -1.249371900074509156e+00 -1.022202843301133157e+01 -1.204933936312934151e+01
3.213168119151980084e-01 4.194167016823548144e-02 6.164799385082924132e-01 3.118282610505922925e+00 9.824859300461165068e-01 -8.301057949488290788e-01 -3.739549359371534543e-01 -1.193697916020948924e+01 -1.376429009032749917e+01
3.233969675398564725e-01 4.851935124082064343e-02 5.844419928867418124e-01 3.184342682733440455e+00 1.028384994011479314e+00 -6.601238359574326253e-01 -1.750727860466136487e+00 -1.050619629301166924e+01 -1.233350722312967918e+01
3.039011730988335214e-01 6.108816790549446984e-02 6.891673784947995873e-01 3.078290560047371116e+00 1.015463253891464523e+00 -8.842935188187834861e-01 -1.110502209012968144e+00 -1.168450195141119252e+01 -1.351181288152920423e+01
2.922593561713384136e-01 3.407273230993661944e-02 8.406664638480294549e-01 2.806274968559200111e+00 8.014853405120081487e-01 -8.916326546714579138e-01 1.404224849929267549e-01 -1.095733417034790591e+01 -1.278464510046592295e+01
2.872449583107265503e-01 4.779692203529257305e-02 7.291080651135430912e-01 2.952268522259081429e+00 9.505986332421909601e-01 -1.197352569432734271e+00 1.696265009328601359e-01 -1.010059861254039504e+01 -1.192790954265841208e+01
3.121677814220634728e-01 4.684201955612268126e-02 6.135138347177121476e-01 3.238773663355819732e+00 1.002446067780826899e+00 -9.067958276133345485e-01 -2.023899507733064596e-01 -9.248986908052700073e+00 -1.107629783817072422e+01
3.247880427709821105e-01 5.090950365782435927e-02 6.718879074465937684e-01 2.963703890234871352e+00 9.514167088905609582e-01 -8.087763475985569883e-01 -7.468903100590966737e-01 -1.188473239236323309e+01 -1.371204332248124658e+01
3.203049840635705525e-01 5.140976273556221998e-02 7.744156747685639886e-01 2.878958997329474911e+00 8.843607728341710272e-01 -5.410905272760682116e-01 -1.144711800373081179e+00 -1.194913778065745191e+01 -1.377644871077546718e+01
3.139027878924921522e-01 4.771877463722948298e-02 6.508135974801541046e-01 3.079866987226485442e+00 9.635774766462772423e-01 -8.295661539553007557e-01 -6.607511777601309255e-01 -1.103822724308095360e+01 -1.286553817319896709e+01
3.049610930025271616e-01 4.720205243226124892e-02 6.379638017471614964e-01 3.105799271830812724e+00 9.909939205285007713e-01 -8.791953624388235689e-01 -9.355511496165673790e-01 -1.162192328891009652e+01 -1.344923421902810645e+01
2.886678453666876032e-01 5.826291533806483847e-02 8.700955953321516390e-01 2.887148256718318429e+00 8.983644355612112609e-01 -1.002745093093188933e+00 7.286758066683596269e-02 -1.057091743175503495e+01 -1.239822836187305377e+01
3.003664058248459168e-01 4.669781474405880484e-02 5.937505604979419482e-01 3.405267397765066484e+00 1.046349170209716739e+00 -8.369423365956718541e-01 -3.620647493165765063e-01 -9.210000057850521671e+00 -1.103731098796854582e+01
3.037426594498657817e-01 5.846388095010032065e-02 7.142727398589603371e-01 2.999890426945290400e+00 9.698051365913036292e-01 -1.059763579689023461e+00 -3.999174808173950879e-01 -1.254714428267938331e+01 -1.437445521279740568e+01
3.359244715951349436e-01 8.569547771386251678e-02 8.768128188764600095e-01 2.773784007210384317e+00 9.595643856546787198e-01 -7.347759737318675377e-01 -9.282491755617283680e-01 -8.869395275480400187e+00 -1.069670620559841367e+01
2.831898181607893639e-01 4.045629365321165571e-02 7.247851386726291700e-01 2.968098098323388445e+00 9.333068394551939928e-01 -1.173069659308611623e+00 3.162011091066583290e-01 -1.133551713442307118e+01 -1.316282806454109000e+01
2.925357218080681387e-01 4.884900169246845364e-02 8.080737163351644492e-01 2.799596250183068236e+00 8.933421219019956894e-01 -1.069145214639236841e+00 -4.264084097071840773e-02 -1.146561333220014944e+01 -1.329292426231817359e+01
2.697552901237289524e-01 3.714542224384435876e-02 7.885676864519122198e-01 3.041677433276599452e+00 8.999868065871379219e-01 -1.229181513699999284e+00 1.005345279303966777e+00 -4.222467531366700086e+02 -4.240740640667879688e+02
2.828483160537488272e-01 5.453555553230617775e-02 7.131441458939931088e-01 3.244645849159533135e+00 1.013999442864467415e+00 -1.124529926144319791e+00 5.414589590245801887e-01 -1.027619362742262865e+01 -1.210350455754064036e+01
3.237903825789324452e-01 6.192658839422227057e-02 9.827587681854743629e-01 2.496465831305788363e+00 7.926838788419192650e-01 -6.366116157205055082e-01 -1.560778418494879638e+00 -1.651561071788300694e+01 -1.834292164800102043e+01
3.017859374220135393e-01 4.845403462183780346e-02 8.335309055625200747e-01 2.797389468209980912e+00 8.496805112758026857e-01 -8.218821468998709356e-01 -4.864673011607600905e-01 -1.049483445541659421e+01 -1.232214538553460415e+01
2.811502244044499221e-01 4.097131579746592783e-02 7.509761726988088970e-01 3.035792624927632133e+00 9.414584533640915076e-01 -1.090159624998239485e+00 4.523068986591107787e-01 -1.102078197362688172e+01 -1.284809290374489876e+01
3.101224330878149527e-01 3.865261496802209484e-02 6.096232997021715505e-01 3.111260897226874267e+00 9.987836418954678663e-01 -8.645005368889275843e-01 -6.105720203720701456e-01 -1.150534618979047252e+01 -1.333265711990848601e+01
3.362301741009866007e-01 4.593450132718825130e-02 6.648556199525221810e-01 2.941095373426823034e+00 9.376563247354259278e-01 -5.421758927207083190e-01 -1.359392971689201479e+00 -1.169006097013409828e+01 -1.351737190025211888e+01
2.755931415898735248e-01 4.588307368868154573e-02 7.745463202660978208e-01 3.119395975250299990e+00 9.373611050419099477e-01 -1.032813582291765009e+00 4.056709095285757627e-01 -8.725497774039325805e+00 -1.055280870415734107e+01
3.415653211814755896e-01 5.780143589965464068e-02 8.985469341913120411e-01 2.608189475340535246e+00 7.870610713003968195e-01 -4.256406495736486661e-01 -1.561884275942000189e+00 -1.446443059120973373e+01 -1.629174152132775433e+01
2.886412337764933667e-01 4.485527032108974077e-02 7.766061729575949313e-01 2.861939498293951001e+00 8.962429832529154039e-01 -1.052384492349891731e+00 -1.178827471094034962e-01 -1.426709516389161081e+01 -1.609440609400963140e+01
3.111947654916576433e-01 6.283987010458606803e-02 6.821477310539736383e-01 3.180969547279200782e+00 1.007226316209545613e+00 -8.310898234298824683e-01 -5.282754561792444292e-01 -1.201620787078408625e+01 -1.384351880090210685e+01
3.063428618630869571e-01 6.458244086956002605e-02 7.236529221142937729e-01 3.075507092109079466e+00 1.039249898011119999e+00 -9.590948418137319464e-01 -1.782404828528130203e-01 -1.068179868401448118e+01 -1.250910961413249822e+01
2.994298530676056669e-01 3.725202844685575332e-02 7.628453809729056623e-01 2.817350653847647379e+00 8.706230293266574716e-01 -8.675487281842109155e-01 -4.137346315914944839e-01 -1.147825543614207788e+01 -1.330556636626009848e+01
3.194114930418443521e-01 6.073588207712692782e-02 6.990982916740701159e-01 3.080794440847053117e+00 9.599207151129327542e-01 -8.411845704544451685e-01 -3.757404576156959664e-01 -9.198444824895773309e+00 -1.102575575501378502e+01
3.532335358625052768e-01 7.170218270500382240e-02 7.956493886494828693e-01 2.807861977758665528e+00 9.157981295952191125e-01 -4.473008782922534010e-01 -1.400193081965596997e+00 -9.898923961485095901e+00 -1.172623489160311827e+01
3.447192670763608580e-01 5.156575059019607998e-02 7.666418350083645805e-01 2.704155825676533453e+00 8.548698442075657322e-01 -5.034690505205161593e-01 -1.506105633076710415e+00 -1.127806096042475303e+01 -1.310537189054276830e+01
3.106578862421057741e-01 4.658613617144731489e-02 8.337044757707003928e-01 2.745557744682058932e+00 8.282951627996131272e-01 -6.813498616167086297e-01 -7.699111236801270408e-01 -1.100330820802783194e+01 -1.283061913814584543e+01
3.155705191642480534e-01 5.525255680861206747e-02 5.674909093734428200e-01 3.330102540687627233e+00 1.071038528485117158e+00 -7.005118175651672274e-01 -1.832789554081237338e+00 -1.136311790895891249e+01 -1.319042883907692598e+01
3.007092466949702336e-01 6.462901365379115914e-02 7.583652935255991157e-01 3.049684263899218983e+00 9.851632713210146663e-01 -1.039804532680879356e+00 7.793638907005329131e-02 -1.124451569044536825e+01 -1.307182662056338351e+01
2.737366996583952550e-01 4.971658974442777490e-02 7.913015515898267349e-01 3.187102090940342247e+00 9.624338787497184189e-01 -1.184283522148332324e+00 9.833460968219096543e-01 -4.725038333874792897e+02 -4.743311443175972499e+02
3.228792985351724432e-01 4.502467102002888355e-02 8.436334006586673206e-01 2.674828045201821602e+00 8.044667178521131001e-01 -5.407075885383290093e-01 -1.231062593720119391e+00 -9.772196982813028399e+00 -1.159950791293104544e+01
3.055801034537394267e-01 6.941930445023375418e-02 9.109890632656445497e-01 2.709616706591557289e+00 8.939945450870365740e-01 -9.173221703682381545e-01 -7.350665582699162925e-01 -1.094645495312683181e+01 -1.277376588324484707e+01
2.996033408656647579e-01 5.171115756870298813e-02 5.888687154618563735e-01 3.301792372583359558e+00 1.078660807541317768e+00 -1.031993148324529042e+00 -5.821390100980083915e-01 -1.309954954519885462e+01 -1.492686047531686633e+01
3.001737896341634126e-01 4.450204425382332102e-02 7.700555681340740533e-01 2.876388417962494337e+00 9.069868890896113367e-01 -1.032358802476645021e+00 2.363811508012325646e-01 -1.112505601249601739e+01 -1.295236694261403798e+01
2.867010929299187993e-01 4.001123346801098435e-02 7.148372922141343899e-01 2.934731717083213454e+00 9.254056649687272262e-01 -1.134234021551029148e+00 6.123443800435079964e-02 -1.141631004838457386e+01 -1.324362097850259445e+01
2.888578163011596978e-01 5.302991049979098592e-02 8.661833079783036737e-01 2.919836321597317319e+00 8.789941953605034941e-01 -1.121331119975888635e+00 6.915585938063073534e-01 -1.394138751614126193e+01 -1.576869844625928430e+01
3.200058505952576571e-01 5.321054093176739302e-02 5.451203006628720926e-01 3.429752991432935438e+00 1.100178181058010685e+00 -8.585356395150536279e-01 -7.623914392911514959e-01 -1.978864483768651894e+01 -2.161595576780453598e+01
3.637174854993817652e-01 6.053555962646278710e-02 5.427653768408543522e-01 3.287207839177816560e+00 1.058188618594365860e+00 -5.148777692597383826e-01 -1.508791787187988565e+00 -1.315691377868392919e+01 -1.498422470880194446e+01
3.149808343427201729e-01 6.444337651504374043e-02 8.758155144855055418e-01 2.740179411803190135e+00 8.795512294784815222e-01 -7.602739287230209086e-01 -8.403551417925605449e-01 -8.994781115197824306e+00 -1.082209204531584312e+01
3.164912662066269311e-01 5.710875620856951246e-02 7.032078126887795211e-01 3.099206933628435134e+00 9.704559818833295992e-01 -7.092130082689944715e-01 -6.798023968480633172e-01 -9.771566226531206212e+00 -1.159887715664921615e+01
3.130531231940569259e-01 5.458475744531710028e-02 6.829047530092446916e-01 3.107399037656910501e+00 1.010523999900666103e+00 -6.411908757055373442e-01 -1.098192537865639862e+00 -1.106129360106908166e+01 -1.288860453118709160e+01
2.910842008515376333e-01 5.421230458324952095e-02 9.529549237245259485e-01 2.676208059306194986e+00 8.025059590631947737e-01 -1.010119403677734340e+00 -1.076173561271600576e-01 -9.470835700393777756e+00 -1.129814663051179480e+01
2.770210086884569156e-01 3.755502474982214817e-02 8.957537833882360800e-01 2.731138783739104348e+00 8.114021410167646664e-01 -9.809015125569189308e-01 5.929510724377129449e-02 -9.580424989785896628e+00 -1.140773591990391012e+01
3.196510110125740933e-01 5.247362227608809437e-02 7.954072567816712347e-01 2.751978362887304463e+00 8.722732707599294422e-01 -7.064967727673403530e-01 -1.014882175197270975e+00 -1.198794393910975487e+01 -1.381525486922777723e+01
3.064536226822742737e-01 4.018686215561545483e-02 6.022515022016778907e-01 3.243966433858804344e+00 1.001746278571297388e+00 -9.581631487691453231e-01 -3.212314715178576918e-02 -1.114331697303404667e+01 -1.297062790315206371e+01
3.072773410562253393e-01 6.985181787829124189e-02 7.506112607109673984e-01 2.982996453645564650e+00 9.853027432113172779e-01 -9.325552824512595151e-01 -9.001326463925707344e-01 -1.202789333448484399e+01 -1.385520426460285393e+01
3.084853244396233984e-01 5.845585149973186317e-02 8.196194980878486192e-01 2.879857995385325609e+00 8.680686833880044695e-01 -8.884483975480463869e-01 -2.215831764094322587e-01 -1.187210195009018321e+01 -1.369941288020820735e+01
2.813140023609226881e-01 5.381139325729681483e-02 7.873083642612668243e-01 2.905523095910069742e+00 9.614749822997290529e-01 -1.173383248951986424e+00 -1.148319971267675044e-02 -9.445690777669312865e+00 -1.127300170778732458e+01
3.456333375250287832e-01 4.016309175417076549e-02 6.349575372117786110e-01 2.902366471167603379e+00 9.175064112137253369e-01 -5.156792859954357766e-01 -1.659252570486314582e+00 -1.282789576557233602e+01 -1.465520669569035483e+01
2.669951250070671800e-01 4.666450099659191081e-02 8.667586482317627405e-01 3.068295410745042417e+00 9.012545417719604046e-01 -1.127962394532852075e+00 8.121054681475410320e-01 -1.680437335926837079e+02 -1.698710445228017250e+02
3.103865759019103221e-01 5.414560262346916619e-02 6.790791979925228095e-01 3.035048439526066844e+00 1.013116401592126570e+00 -8.166953193427874957e-01 -8.469131609531865834e-01 -1.013268965711154124e+01 -1.196000058722955472e+01
2.985427585990132471e-01 6.151647139674325943e-02 8.163473981379931743e-01 2.919372538723318034e+00 9.118695428420435789e-01 -9.544654051649534843e-01 -3.332340013260282063e-01 -1.180683871217368619e+01 -1.363414964229169968e+01
2.809938767767068413e-01 3.442046420683070318e-02 6.748676813435148247e-01 3.239407321825127806e+00 9.475136357837181666e-01 -1.031412998475118137e+00 5.315183974689876578e-01 -3.237399836684568299e+01 -3.420130929696369293e+01
3.091269654365487174e-01 4.863861978519715829e-02 6.072932294401061082e-01 3.115627935600095100e+00 1.045411174648735342e+00 -8.851549172000239274e-01 -1.447569559963353125e+00 -1.137550109501491136e+01 -1.320281202513293373e+01
3.052206497900146198e-01 4.731908528853587259e-02 5.754496693448571953e-01 3.371627857222663671e+00 1.073859442156965827e+00 -9.355412810756669195e-01 -4.359006935427904850e-01 -1.278306446509895977e+01 -1.461037539521696971e+01
2.987777041007267931e-01 5.094331316148848626e-02 6.520053922791722023e-01 3.067726217556056678e+00 1.018291945573335910e+00 -1.017565885449689622e+00 -9.145217059766634904e-01 -1.052710149032489539e+01 -1.235441242044291954e+01
3.485814863754069237e-01 5.353772736429474044e-02 6.630206337306561171e-01 2.945487501275671605e+00 9.528725815381735575e-01 -3.637473610441532834e-01 -2.124819769041339068e+00 -7.967336908322792510e+00 -9.794647838440807774e+00
3.334895791830939094e-01 6.919271430838193349e-02 7.379956553371220807e-01 3.051542797262429829e+00 9.627094939769558213e-01 -5.298497407115498881e-01 -1.120696442314588204e+00 -9.549049879147773368e+00 -1.137636080926578508e+01
3.233951497566414646e-01 5.979422833508725443e-02 6.989863963962309468e-01 2.987827452446053744e+00 9.675237355575594389e-01 -5.794167625423591872e-01 -1.724441665185317163e+00 -1.122181167332774976e+01 -1.304912260344576680e+01
2.684688123497901979e-01 4.376822954857221420e-02 8.028301109739262031e-01 3.106658653164907413e+00 9.486832501880622104e-01 -1.251032068886256177e+00 1.192256826965304661e+00 -5.746686877486286903e+03 -5.748514188416404977e+03
3.096375002054479464e-01 4.672368994041759677e-02 6.328084314263419108e-01 3.156980486481743675e+00 9.745415060657482975e-01 -9.259338450579308599e-01 -4.030459605039848903e-01 -1.205970927654985303e+01 -1.388702020666786652e+01
3.126089529864041205e-01 5.243684728946472473e-02 6.570771704888409559e-01 3.284197919247637820e+00 1.015691935774680754e+00 -7.196634030363058265e-01 -2.960087787968581630e-01 -1.362998773111391415e+01 -1.545729866123193474e+01
3.298106218253357702e-01 7.406662387649931567e-02 7.499622841287634234e-01 2.997539484286642963e+00 9.852067100548813627e-01 -8.077073660320599480e-01 -4.781001391354098295e-01 -1.405805030872491557e+01 -1.588536123884293261e+01
3.147128069396795680e-01 4.942379183021333722e-02 6.781655463756772750e-01 3.036080592133206579e+00 9.585187312043946806e-01 -6.855292002946486996e-01 -1.119563225829074860e+00 -8.847783258857049304e+00 -1.067509418897507167e+01
3.253948716648994433e-01 6.552922055712938343e-02 7.535354428356941803e-01 2.913959316817098077e+00 9.464973480859907307e-01 -7.861898312210140460e-01 -7.587720525453258702e-01 -1.030211676548849198e+01 -1.212942769560650724e+01
3.456732064271184068e-01 7.331051224825820001e-02 8.771953001356438406e-01 2.610614519233704467e+00 8.725875745469002798e-01 -6.152771481392971253e-01 -1.503411514062912735e+00 -8.561521644672382081e+00 -1.038883257479039912e+01
3.109628956652392695e-01 5.051792537197492827e-02 8.722403302917265400e-01 2.684620728070349571e+00 8.378560452149209636e-01 -6.783206803726300471e-01 -8.721877520489385027e-01 -1.265729642091065443e+01 -1.448460735102867680e+01
2.878916100862588534e-01 3.505423159444934905e-02 7.018867696946938795e-01 3.068820826255605372e+00 9.273674311171706819e-01 -1.095133422206793661e+00 5.708352683835498098e-01 -1.423562843973931535e+01 -1.606293936985732884e+01
3.216787527558627735e-01 6.146079534309038805e-02 7.844184717502397097e-01 2.803018155983906023e+00 9.073295249797678208e-01 -7.987928996010595917e-01 -9.029927537831738960e-01 -1.085647314887236803e+01 -1.268378407899037974e+01
2.926904207924702628e-01 3.546919447334674624e-02 7.460938218830770463e-01 2.885328384727552375e+00 8.885250575706808984e-01 -8.485668808534359009e-01 -4.804263879153065631e-01 -9.194112887062516393e+00 -1.102142381718052988e+01
2.965056767071173605e-01 6.615185690322536449e-02 8.179032294784001067e-01 3.019220666003406883e+00 9.447417014371897181e-01 -1.185030959789777683e+00 6.732667881197906823e-01 -1.317128526149383561e+01 -1.499859619161184554e+01
3.390068680059609707e-01 5.726574340934346280e-02 6.059067769739693299e-01 3.154815622568548861e+00 1.038123034922812327e+00 -6.425913832451985996e-01 -1.265737707673985080e+00 -1.013205494986542021e+01 -1.195936587998343192e+01
