# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: WL+XC+GC
#         # Likelihood: using covariance and differences between data vectors in ell-bins
#         # Sky Fraction (fsky): 0.43
#         # Redshift Binning: 5 source bins and 5 lense bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_max: 5000.0
#         #   - total l_bins: 30
#         #   - cut in l_max (WL): [2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
#  2000]
#         #   - cut in l_max (GC, XC): [100 100 100 100 100 100 100 100 100 100 100 100 100 100 100]
#         #
#             
#             # Data Model:
#             #   - Nonlinear Power Spectrum: HMcode (0)
#             #   - Galaxy Bias Model: b1 constant within bins (0)
#             #   - Intrinsic Alignments: zNLA (0)
#             #   - Baryon Model: Tagn HMcode (1)
#             #   - Cross Correlation sqrt(Baryonic Supression): False 
#             #   - Parameters: 
#             
#             #       - Omega_m: 0.31
#             #       - Omega_b: 0.05
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.0
#             #       - w0: -0.838
#             #       - wa: -0.62
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 0.16
#             #       - eta1_IA: 1.66
#             #       - beta_IA: 0.0
#             #       - b1_1: 1.239
#             #       - b1_2: 1.378
#             #       - b1_3: 1.525
#             #       - b1_4: 1.677
#             #       - b1_5: 1.832
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Ombh2: 0.02312
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31
#             #       - Omega_c: 0.26
#             #       - fb: 0.16129032258064518
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Cross Correlation sqrt(Baryonic Supression): False 
#         #   - Photo-z Error Model: additive mode, n(z') = n(z + dz) (1)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.25,0.4]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: 0.0
#            #       - w0: [-3.0,-0.3]
#            #       - wa: [-3.0,3.0]
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - b1_1: [0.0,3.0]
#            #       - b1_2: [0.0,3.0]
#            #       - b1_3: [0.0,3.0]
#            #       - b1_4: [0.0,3.0]
#            #       - b1_5: [0.0,3.0]
#            #       - deltaz_s_1: N(0.0,0.0025012)
#            #       - deltaz_s_2: N(0.0,0.002912)
#            #       - deltaz_s_3: N(0.0,0.003309)
#            #       - deltaz_s_4: N(0.0,0.0038346)
#            #       - deltaz_s_5: N(0.0,0.0050532)
#            #       - deltaz_l_1: N(0.0,0.0065855)
#            #       - deltaz_l_2: N(0.0,0.007528)
#            #       - deltaz_l_3: N(0.0,0.0084995)
#            #       - deltaz_l_4: N(0.0,0.00948)
#            #       - deltaz_l_5: N(0.0,0.0104645)
#         ##############################################################
# Omega_m Omega_b h log10As ns w0 wa log_w log_l
3.380926710620939524e-01 5.784225273595092892e-02 6.960765702508411312e-01 2.749370194985635507e+00 1.021114820689952074e+00 -1.073526431941642656e+00 -4.498817467723630337e-01 -6.593000657016276591e+02 -6.908376854365262716e+02
3.732879037987235082e-01 5.701509479407315673e-02 7.171635656380973556e-01 2.594109681201843820e+00 9.039340350888582787e-01 -5.588277713899714172e-01 -1.206618053042626482e+00 -6.765296731423150050e+02 -7.080672928772136174e+02
3.450538744240427835e-01 4.500636455765126553e-02 5.428292994976252617e-01 3.026423632228145699e+00 1.139798990898130526e+00 -7.391075498378687492e-01 -1.745533262164185251e+00 -1.897164180864728280e+02 -2.212540378213714973e+02
3.062085372505518599e-01 5.734357616344376574e-02 7.537905994548773636e-01 2.911002201937215261e+00 9.798013560479457151e-01 -1.063291398481028605e+00 -6.957287935554985481e-01 -2.852971231536061168e+03 -2.884508851270959894e+03
3.865099665000296669e-01 8.794547105828610933e-02 5.540727103329050607e-01 3.357229542083254081e+00 1.141352908820165268e+00 -3.799135331086826994e-01 -2.687908980100534251e+00 -4.183476505144244584e+03 -4.215014124879143310e+03
3.542291435743752381e-01 7.433004604831293383e-02 8.887458172985998051e-01 2.392201779948545770e+00 8.695756522936897159e-01 -5.373722690180402495e-01 -2.654465596108040781e+00 -9.295334577255690647e+02 -9.610710774604676772e+02
3.083253085282920414e-01 8.777680887376454466e-02 8.580730824295708103e-01 2.632020849513072580e+00 1.105078183018292748e+00 -1.484658383847182517e+00 -2.705566613889036631e-01 -4.740117004250558921e+02 -5.055493201599545046e+02
3.295597393590417035e-01 1.304993324873903945e-02 4.626119908534668812e-01 3.318825841585597125e+00 1.002223529777255040e+00 -1.072434404157155630e+00 -2.529455729874046099e-01 -3.130742294602025595e+02 -3.446118491951011720e+02
2.915897659995820845e-01 2.716185024315812685e-02 5.436053197235515277e-01 3.025596897404230212e+00 1.013872496035483461e+00 -1.291560986565828850e+00 -2.033730424047627050e+00 -5.033447453248139709e+02 -5.348823650597125834e+02
3.482917423478113506e-01 4.539559429735787882e-02 5.422017503274429995e-01 3.110247359678170564e+00 1.043526376528928878e+00 -6.699687818303088349e-01 -2.438368356403918469e+00 -3.294569460305723396e+02 -3.609945657654709521e+02
2.647221152183182880e-01 4.308028724307647744e-02 6.773385873151089864e-01 2.857442719291114486e+00 1.132082397742400603e+00 -1.213996915648813957e+00 -2.658365173899075451e+00 -1.901033464778498967e+02 -2.216409662127485660e+02
2.660052272695802578e-01 2.301479353511706391e-02 6.597408712750700843e-01 2.950399501687617665e+00 9.449442351886699898e-01 -1.614119488677491443e+00 1.078722884553330097e+00 -2.765108552650004867e+02 -3.080484749998991560e+02
3.457989138548141494e-01 3.932367093930569379e-02 6.096305226613828454e-01 2.813919626376208072e+00 9.901809086831543372e-01 -8.217840998620866699e-01 -1.105493094489320871e+00 -2.462333406936168956e+02 -2.777709604285155933e+02
3.237496309688306928e-01 8.258549252627832293e-02 6.121315269929522573e-01 3.221798328502463171e+00 1.199879080026752920e+00 -1.162034297081005141e+00 -5.401349238446915280e-01 -2.244179993130830724e+02 -2.559556190479817701e+02
3.306839836550526934e-01 5.386183425650447471e-02 7.337161963688210164e-01 2.819269705249763280e+00 9.219820046598787844e-01 -9.403333468483729973e-01 -9.692894912561067500e-02 -3.645542742627031885e+02 -3.960918939976018578e+02
3.465477396007021760e-01 1.773807446352559936e-02 5.879111688476508224e-01 2.759253317573375774e+00 9.021627857130667394e-01 -5.630228641154366720e-01 -2.351707233880473424e+00 -4.239139409133706522e+02 -4.554515606482693215e+02
2.681589922823343075e-01 5.062672278559313815e-02 5.441760722960404806e-01 3.538209670546643260e+00 1.172536388892110981e+00 -1.362503196305786979e+00 -1.311417304790611915e+00 -3.015116308597314401e+02 -3.330492505946301094e+02
2.672475420395943324e-01 5.810196585937856678e-02 9.289917649722633231e-01 2.899874017103749146e+00 9.719096213640199267e-01 -1.438641918202365755e+00 1.444239218657815904e+00 -inf -inf
2.702650707244524386e-01 2.054964125255774945e-02 7.365380470444675698e-01 2.771803954496927958e+00 8.447862645398666048e-01 -8.946277466488070651e-01 -1.024544494643344850e+00 -2.286207153521655471e+02 -2.601583350870642448e+02
3.268460686745497945e-01 5.685327734788262616e-02 6.391001620777976289e-01 2.959944960192131269e+00 1.106238142501470678e+00 -1.267742452671772657e+00 8.073257696093181224e-01 -7.253097542011183805e+02 -7.568473739360169930e+02
3.293091681199548093e-01 6.618450385448437778e-02 6.660904446226247888e-01 2.945295640812280347e+00 1.121283115158099974e+00 -5.863541214680401126e-01 -2.610466179636922845e+00 -2.898538218681110266e+02 -3.213914416030096390e+02
2.823730649320141950e-01 4.212972311449806467e-02 8.877625339360493140e-01 2.745930898330858128e+00 7.816951530682295646e-01 -6.854849869668488971e-01 -8.860158739372643311e-01 -1.170534310476033397e+03 -1.202071930210932123e+03
2.926612755350040951e-01 5.562258585770566560e-02 5.711172061373643860e-01 3.433008095749879196e+00 1.173600964675165503e+00 -1.233025452721075998e+00 -8.874368193859516474e-01 -3.274136400279263853e+03 -3.305674020014162579e+03
3.595845546075661092e-01 6.350481189543527583e-02 8.555218474806536300e-01 2.563941125767606799e+00 8.861703440156150080e-01 -3.648138910508040844e-01 -2.224940240206355391e+00 -2.147781059903906851e+02 -2.463157257252893260e+02
3.116136556800752633e-01 5.313292115959775824e-02 4.925192063896938754e-01 3.782393638910829914e+00 1.085871222305579753e+00 -6.863768963037752968e-01 -5.681444839047844475e-01 -1.432289120980675307e+03 -1.463826740715574033e+03
2.893818921597909322e-01 3.815736060989828593e-02 6.749954748444972896e-01 2.782177837893404337e+00 1.018255320375152762e+00 -1.441604428984543551e+00 2.154126638795572646e-02 -2.741805935564791525e+02 -3.057182132913778219e+02
3.423084700931312563e-01 5.457819802812317184e-02 7.849622226128800673e-01 2.407880811759196771e+00 8.801996315603293208e-01 -1.172798050135457570e+00 -1.142557888023747914e+00 -2.232912813429146865e+02 -2.548289010778133559e+02
2.787625276784534423e-01 2.144355724449461403e-02 5.194777988243050038e-01 3.270613721266309781e+00 1.076601583855055333e+00 -9.077934264905649364e-01 -2.333752947421507962e+00 -2.128461852486410919e+02 -2.443838049835397612e+02
2.600830540299260973e-01 4.981088416712992767e-02 7.225236586552530316e-01 3.257782673813549135e+00 1.014491802134653620e+00 -9.222069725329511414e-01 -6.195948613413677641e-01 -2.146409092416378996e+02 -2.461785289765365405e+02
2.594595004765616886e-01 5.398140220897472419e-02 7.671036395996144730e-01 2.820403832705710823e+00 1.061259208695359391e+00 -1.340070425932384790e+00 -1.192679352272890458e+00 -6.684652591266823265e+02 -7.000028788615809390e+02
2.912476295670705095e-01 4.105422765031990079e-02 6.861859648299346581e-01 2.755904841999362809e+00 1.008113324783588727e+00 -1.512819066693329217e+00 9.171387947359166404e-02 -2.332157443530988701e+02 -2.647533640879975110e+02
2.907060876248201975e-01 2.245947604027551808e-02 5.811866781392051040e-01 3.295550244996535483e+00 8.996533957275560933e-01 -6.358516081948240029e-01 -1.202484969468869735e+00 -2.621339463868781650e+02 -2.936715661217767774e+02
3.654620434856201694e-01 4.127969881408955627e-02 7.337343431262763893e-01 2.715592214909556823e+00 8.585318508457959741e-01 -4.110658434325209498e-01 -1.689556014811344431e+00 -3.350368932758082337e+03 -3.381906552492981064e+03
3.455452981746708341e-01 4.643543556767201763e-02 5.121838639084901335e-01 3.413158459966986413e+00 1.112399760156022044e+00 -7.014956258901516861e-01 -2.952561243990961870e+00 -1.278836647175707549e+04 -1.281990409149197512e+04
3.225678157870708329e-01 4.016966701254412464e-02 5.618311574454265545e-01 3.250119744645608932e+00 9.885094596984567161e-01 -9.778126674131559781e-01 -4.753533517513597317e-02 -2.466680881635679441e+02 -2.782057078984665850e+02
3.133144708381472299e-01 4.311439338133114807e-02 8.348801338368896374e-01 2.481552594905910514e+00 8.719126452637511182e-01 -8.186632495726859915e-01 -9.588334328129564099e-01 -2.061868519816954688e+02 -2.377244717165941381e+02
2.930386834859973755e-01 2.335059314448397969e-02 7.435549151155891323e-01 2.525054986127980960e+00 8.800058292642816138e-01 -1.400533779582059379e+00 -3.145640701266012584e-01 -1.265341525353102725e+03 -1.296879145088001451e+03
3.420139126881038827e-01 4.159164013763776840e-02 6.941436551190556248e-01 2.751597757427023616e+00 9.022279271152362501e-01 -6.486539100770833954e-01 -1.739451499360084030e+00 -7.403845383454712419e+02 -7.719221580803698544e+02
2.833788667471016098e-01 5.059044747002844344e-02 8.314867685742113323e-01 2.647740227429224547e+00 8.813294322256802760e-01 -1.591776025826831642e+00 1.150974614553257780e+00 -6.890404701523128779e+02 -7.205780898872114903e+02
2.694065407173154569e-01 4.086935028938425141e-02 6.740662954406209106e-01 2.818694506082909612e+00 1.015612554637488785e+00 -1.450037564477907104e+00 -1.729209601476789038e+00 -6.966427149252374420e+02 -7.281803346601360545e+02
3.544383951731750471e-01 8.715412026612666396e-02 6.572350515040767949e-01 3.356481946381667747e+00 1.148989051711300835e+00 -3.421772363556003782e-01 -2.020662058640750658e+00 -3.357264935942181182e+03 -3.388802555677079908e+03
3.296996797009137947e-01 9.291514018786624363e-02 8.247466272826151634e-01 3.027993291330137726e+00 1.034513900442221246e+00 -7.645581144538611262e-01 -1.379757079681649401e-01 -1.534250177970237019e+03 -1.565787797705135745e+03
2.921723659852065169e-01 2.587051808385244095e-02 4.765754006970692180e-01 3.473528225080796616e+00 1.069776473593401889e+00 -8.290043154514248336e-01 -1.850299694633629866e+00 -5.220359437410756982e+02 -5.535735634759743107e+02
3.267508804152782775e-01 2.918201525283554976e-02 5.074161412444617714e-01 3.267336739320675587e+00 1.027600548599819863e+00 -8.751754198515171446e-01 -1.224400571020353379e+00 -2.297357861208600696e+02 -2.612734058557587105e+02
2.733037242783136200e-01 3.334749308084860447e-02 7.113010923219519333e-01 2.805955664706708319e+00 9.884230324170615312e-01 -1.365500572324830353e+00 1.681792419051832965e-01 -2.352466492607029238e+02 -2.667842689956016216e+02
2.850082711079986453e-01 2.532199385246231005e-02 5.095046623016751264e-01 3.301083413404662714e+00 1.136367295788245801e+00 -1.202282997989067237e+00 -7.557981444337094068e-01 -2.174435274829095022e+02 -2.489811472178081999e+02
2.893781148461287422e-01 9.821992432131015915e-02 9.598307954922216112e-01 2.935851667022885358e+00 1.037699699776007956e+00 -1.014297936102802167e+00 -9.570375798999730677e-01 -8.199685345662971940e+02 -8.515061543011958065e+02
3.035226686662110818e-01 3.711871842181639625e-02 7.514621901573897977e-01 2.609254920503006669e+00 9.162664484752371941e-01 -1.068287191771144951e+00 -4.293403958692483258e-01 -4.227789465055246865e+02 -4.543165662404233558e+02
2.721809994360343543e-01 2.497890889187340951e-02 5.891655677631428834e-01 2.942240277477633725e+00 1.025350090260795932e+00 -1.333672942473044465e+00 -2.910108861329087748e+00 -2.174980383609346006e+02 -2.490356580958332984e+02
2.920331072956911522e-01 7.744771287889672118e-02 7.578183022746191044e-01 2.972277805689381047e+00 1.070270489720936302e+00 -1.643865884423144408e+00 2.095543025085659927e-01 -2.265348198594645908e+02 -2.580724395943632885e+02
2.765699248613729955e-01 7.669721931285562733e-02 8.447040666103591278e-01 3.071130631141365974e+00 1.116572492848421305e+00 -1.423450881657270406e+00 5.200494692171488964e-01 -8.170753992501104221e+02 -8.486130189850090346e+02
3.479973636687025418e-01 2.617357443529896854e-02 6.954813653388274286e-01 2.511624068681535871e+00 8.307326543784363526e-01 -3.317670173591111826e-01 -2.958735099824922443e+00 -2.373097642009720118e+02 -2.688473839358707096e+02
2.829307785583966006e-01 4.194929446500000186e-02 5.831655553140605575e-01 3.077277007393177222e+00 1.145740413416536541e+00 -1.455488898609868409e+00 -2.161724198432107169e+00 -4.184097884809946208e+02 -4.499474082158932333e+02
2.912736083587431080e-01 4.697227271004299903e-02 4.849325278930233796e-01 3.502036788642206577e+00 1.183689023188419398e+00 -1.076459134319450950e+00 -2.858322195090118090e+00 -5.081139258287837492e+02 -5.396515455636823617e+02
2.740519010636330854e-01 2.196463313288262581e-02 6.724039599451471227e-01 2.907718269994957971e+00 9.225741136507146223e-01 -1.399917968081265451e+00 9.002969973477958909e-01 -2.963513190731180202e+02 -3.278889388080166896e+02
2.784496689956205140e-01 1.026353187064461131e-02 8.112105491661097956e-01 2.329286858415797745e+00 7.553824238597028895e-01 -1.625577308779242225e+00 1.253972433491110650e+00 -1.860091751846574368e+02 -2.175467949195561062e+02
3.498208805174212177e-01 8.204595184427899979e-02 8.191194347251470331e-01 2.991188488601605577e+00 9.942864434183712463e-01 -5.261828798722523182e-01 -8.149522832925355509e-01 -1.192236827477111319e+03 -1.223774447212010045e+03
2.630251600941930223e-01 2.280106627483894505e-02 8.951239659682449501e-01 2.374002947029787869e+00 8.639160872658596668e-01 -1.521579844302123563e+00 1.163156443185016542e+00 -2.979907136247553581e+02 -3.295283333596539705e+02
2.900062792444915716e-01 2.825487476513852125e-02 4.294071615119025020e-01 3.666895586745442692e+00 1.106103283475037946e+00 -1.541697867482406892e+00 2.300131964408054230e-01 -1.288002127432401494e+03 -1.319539747167300220e+03
2.793298368846095503e-01 8.700135257296136293e-02 9.183863082960526114e-01 2.800205713019250808e+00 1.057196055494881159e+00 -1.435136613039786901e+00 -1.034997954607117521e-01 -8.473769137159904403e+02 -8.789145334508890528e+02
3.092713188952428416e-01 9.437006892080297693e-02 8.640584702184077592e-01 3.337166068091030446e+00 1.014277751887333823e+00 -6.066743681117605647e-01 -4.287289835583654174e-01 -6.425933479454222379e+02 -6.741309676803208504e+02
2.734952437874209608e-01 1.405441401052631191e-02 6.606125284920354446e-01 2.986106083696794755e+00 8.789590651331065096e-01 -8.831976277667981101e-01 -2.349538019424159963e-01 -1.815801434341585150e+02 -2.131177631690571843e+02
3.422689898524708396e-01 6.737007649545390109e-02 6.096350082140286064e-01 3.256856096548537582e+00 1.045285568964047229e+00 -6.499140681274928610e-01 -6.849170091999701171e-01 -8.366761935692097722e+02 -8.682138133041083847e+02
3.480378593414361621e-01 1.609720122562085382e-02 8.947127341526294186e-01 2.097047053710831666e+00 6.018892301372057441e-01 -8.461574179303310572e-01 -3.614153366991699201e-01 -9.083809749516207148e+02 -9.399185946865193273e+02
3.118266543663976154e-01 5.474305800331827343e-02 5.457451675908515654e-01 3.354645725787855248e+00 1.133935730245401396e+00 -1.263137640254895944e+00 1.473241723960345695e-01 -2.624974674191469148e+02 -2.940350871540455273e+02
3.691227004301693149e-01 9.892326188886692295e-02 7.146983783966047721e-01 2.919000262073686347e+00 1.091311609372830116e+00 -5.972412255712851170e-01 -1.864748170508392588e+00 -6.166158474467644055e+02 -6.481534671816630180e+02
3.359538490400310051e-01 7.458771671001669656e-02 9.853401439483097102e-01 2.490885280947868541e+00 8.718609740481484405e-01 -8.046494258873173600e-01 -8.896861041317274399e-01 -3.892883703434770268e+02 -4.208259900783756393e+02
3.322899859236254638e-01 5.979266159717979562e-02 7.875743366581313687e-01 3.046759361630297036e+00 8.271259141475227894e-01 -6.070800779729492724e-01 -5.027181656309354096e-01 -2.716045523942696036e+02 -3.031421721291682161e+02
2.752965494630714716e-01 4.475808479256030564e-02 4.942738845714528817e-01 3.608388738473475854e+00 1.189448097707334728e+00 -1.534411716727860142e+00 1.508054605231485823e-01 -4.196327334928204209e+02 -4.511703532277190902e+02
2.997815740524851225e-01 3.375568646038135112e-02 5.554226742956568375e-01 3.283295701349117746e+00 1.025571356364330278e+00 -6.894500477070235611e-01 -2.083112689759670122e+00 -4.781938801577917957e+02 -5.097314998926904082e+02
3.264895023958019338e-01 5.336012334440334848e-02 7.241302507981204339e-01 2.620857621769337786e+00 1.025925242100027557e+00 -8.432112029628333616e-01 -1.514463174089118347e+00 -3.464356874699751643e+02 -3.779733072048737768e+02
3.090280412384583952e-01 4.990881308017509205e-02 7.537661875377927867e-01 2.808011930628064867e+00 9.171820018701513089e-01 -4.362303552837150100e-01 -2.817329743510321727e+00 -2.017097464955480461e+02 -2.332473662304467439e+02
3.689547433891356976e-01 5.859458951853312864e-02 6.574351991413780461e-01 2.789143262324380146e+00 9.728335351308075030e-01 -7.374586210084963511e-01 -1.596837473677990005e+00 -1.893696483281542442e+03 -1.925234103016441168e+03
3.598993871776537401e-01 1.125162159462087842e-02 6.029194681299051561e-01 2.675087959198338972e+00 7.766439386377286258e-01 -5.785549581798590246e-01 -1.974576082803847443e+00 -2.894807507571940732e+02 -3.210183704920927426e+02
2.863190405808071493e-01 2.351847240063986016e-02 7.586561660823443187e-01 2.810874753603401999e+00 8.172576172301272424e-01 -9.799116467775230710e-01 -6.542912093056907352e-02 -9.920840117560485396e+02 -1.023621631490947266e+03
2.690768464553249251e-01 4.206191173741111872e-02 6.002022843194171342e-01 3.274956542078805377e+00 1.035801381479247274e+00 -1.659620196436521145e+00 4.429791138420680063e-01 -3.908858530791742396e+02 -4.224234728140729089e+02
3.320320381278007993e-01 3.081584326793325446e-02 5.169983789052109424e-01 3.288554391089050455e+00 9.750158321020604424e-01 -5.636345133791484940e-01 -1.521215946806193875e+00 -4.102799235366849189e+02 -4.418175432715835882e+02
2.693859434950989784e-01 4.137753390219592320e-02 7.570695435352339242e-01 2.724540151609913696e+00 9.712629633277281016e-01 -1.554470592227939152e+00 -2.843534746043756556e-01 -2.209198630761991069e+02 -2.524574828110977478e+02
3.116522622814367205e-01 7.681854527952515499e-02 6.741139221049052832e-01 3.096987883279179954e+00 1.071426081242794481e+00 -6.079531218034666118e-01 -2.778657418494981712e+00 -9.252862202679899610e+02 -9.568238400028885735e+02
3.416571355407420629e-01 2.606181444852057050e-02 9.049462489098331064e-01 2.121239400387566310e+00 6.898209599932957348e-01 -4.308887110125154685e-01 -2.348795076142579319e+00 -6.739122389728197504e+02 -7.054498587077183629e+02
2.791506049840508652e-01 3.348365622942178765e-02 7.016036947299637561e-01 3.353660655936983481e+00 8.665617684844193480e-01 -9.378569745445024530e-01 -7.214364778739819073e-01 -2.661680435723395203e+04 -2.664834197696884803e+04
3.568325693122503806e-01 4.504528011481569866e-02 4.309330092672541968e-01 3.261585396751594423e+00 1.144296308728208533e+00 -1.091545998289965347e+00 -1.760554668451461691e+00 -3.596906032822736961e+03 -3.628443652557635687e+03
2.580243141239746962e-01 1.906013462431383962e-02 6.429539662789096610e-01 2.668207896320484718e+00 1.003092672757625481e+00 -1.932015298410776794e+00 -7.053653298665425453e-01 -2.904225215838440590e+02 -3.219601413187426715e+02
3.512729683623518340e-01 9.511404652085406197e-02 9.321134577580865166e-01 2.708269611667180499e+00 9.475443092949882296e-01 -5.707848262423795838e-01 -1.115705941491003550e+00 -1.903763969926384618e+02 -2.201022663435690845e+02
2.988997135398388516e-01 7.838448865045645475e-02 7.719044235317464864e-01 2.865742328756222701e+00 1.106042269507380826e+00 -1.279990216239415002e+00 -5.488559585288150799e-01 -2.108062467697026534e+02 -2.405321161206333045e+02
2.843653330802255463e-01 6.202150505061293506e-02 8.240897428385537404e-01 2.788024990625343591e+00 1.014991910978854328e+00 -1.611881556175162711e+00 1.339983728495449000e+00 -1.575575400138445445e+02 -1.872834093647751672e+02
2.822951108186905200e-01 4.848174289784560470e-02 5.941630788457330503e-01 3.057295987150971506e+00 1.176027983553459944e+00 -1.464404690048394464e+00 -2.104227432929409503e+00 -2.778231112617235112e+02 -3.075489806126541907e+02
2.676005986447966278e-01 3.081011396347550085e-02 8.890679860647319188e-01 2.405042134716352642e+00 8.169845189335396274e-01 -1.311460251413546496e+00 -8.674214122295844653e-01 -2.031877791168638794e+02 -2.329136484677945020e+02
2.572020410961508019e-01 5.000904222924684034e-02 5.543021300507346982e-01 3.674247495896931781e+00 1.170537987166412996e+00 -1.584211499618972896e+00 7.196869540787567132e-01 -1.993518183761894136e+02 -2.290776877271200362e+02
2.524077345712881781e-01 6.224645803848645464e-02 7.567871829150973895e-01 2.975156578914717631e+00 1.086354466604101621e+00 -1.994095077874660005e+00 -4.847147347323090827e-01 -2.508821665665039120e+02 -2.806080359174345631e+02
3.524557901757648382e-01 6.685927050184116427e-02 9.551207190135111436e-01 2.187402065194966827e+00 8.683380568873062533e-01 -6.067660847986844352e-01 -2.627776084221149056e+00 -1.700652335572857794e+02 -1.997911029082164021e+02
3.123764215074325001e-01 4.252093589092323378e-02 9.387626446148068515e-01 2.653268654265331428e+00 7.869883581612995282e-01 -1.135279965238418454e+00 9.233122533503124174e-01 -1.181090796617920944e+02 -1.478349490127227170e+02
3.248462338338111710e-01 7.173932733960067254e-02 5.927619421970140579e-01 3.150406497581446086e+00 1.188901261072854432e+00 -1.016140111799827439e+00 -1.165525697519322001e+00 -2.142298506651919467e+02 -2.439557200161225694e+02
3.504441123233569266e-01 6.414881240277357788e-02 8.352043064605978451e-01 2.875623362255556703e+00 7.679000184665063511e-01 -4.572888913754771245e-01 -9.763353491267112716e-01 -1.832841048663550794e+02 -2.130099742172857020e+02
3.325275026739549222e-01 6.551890769891634270e-02 8.751555793056609023e-01 2.369607795398142258e+00 9.701079141966448827e-01 -1.163566333813176534e+00 -1.708241027583250471e-01 -1.775651215274526464e+02 -2.072909908783832691e+02
2.557691372192328894e-01 1.654605372938587962e-02 8.090016058816125177e-01 2.539762333338370759e+00 8.312246116339805369e-01 -1.245604445596239618e+00 -8.922814225233333119e-02 -1.978497297689355321e+02 -2.275755991198661832e+02
2.913996782092537208e-01 1.364029051543301681e-02 7.555846346413246373e-01 2.580876025136880969e+00 7.866679106325316084e-01 -7.846837971832720804e-01 -1.138277444756710111e+00 -1.921361198479067127e+02 -2.218619891988373638e+02
2.774220087005515589e-01 1.367312005178656503e-02 4.632132758862146926e-01 3.371174744785411015e+00 1.132017072402800473e+00 -1.748190337132885075e+00 4.312556323037171069e-01 -1.734668126225505205e+02 -2.031926819734811716e+02
2.931827013420834627e-01 6.178414250901401866e-02 6.497256790687919725e-01 3.226662314772807960e+00 1.123453427249576642e+00 -1.433220799039102156e+00 9.018931193656216649e-01 -1.949261045330701165e+02 -2.246519738840007676e+02
3.246311158978999467e-01 3.636074169740209638e-02 6.811107012984904951e-01 2.652840547866428977e+00 9.256229132998839981e-01 -1.330113973315201870e+00 2.637396098782835985e-01 -2.249612561268716888e+02 -2.546871254778023399e+02
3.253058132563194094e-01 4.401828981983229444e-02 5.278190869820846842e-01 3.116795224876321768e+00 1.163064149157397864e+00 -8.429078716984044206e-01 -2.735096219941390405e+00 -2.103186866249237426e+02 -2.400445559758543936e+02
3.143854742167987437e-01 5.150066574326425672e-02 5.261924967040910728e-01 3.374185176333268643e+00 1.150524975795514937e+00 -8.944101273403060048e-01 -2.248231742820905321e+00 -1.913073398184956488e+02 -2.210332091694262999e+02
2.957846557232968188e-01 2.103811876161545275e-02 8.756688269913026623e-01 2.112689428903617550e+00 8.219624430990111197e-01 -1.226089300791527004e+00 -7.943109000766881422e-01 -2.097785982237974451e+02 -2.395044675747280962e+02
3.256665970347859540e-01 5.301153465865816178e-02 6.257306527967422261e-01 3.064821275439867154e+00 1.001456202486608049e+00 -1.118095478491929917e+00 -9.805322306932495735e-02 -1.867922247643937510e+02 -2.165180941153243737e+02
3.092781081995721326e-01 7.124117979655140986e-02 7.235328943450922701e-01 2.948112469317375250e+00 1.098946717488699321e+00 -9.088736088527835655e-01 -1.504797093927574103e+00 -1.920354531565539276e+02 -2.217613225074845502e+02
3.394957095890381304e-01 3.947008649706451600e-02 9.217634956535272206e-01 2.250526512466833662e+00 7.970682407974832850e-01 -4.585740537684666052e-01 -1.943029475951805862e+00 -1.779248151282303354e+02 -2.076506844791609581e+02
3.072064529619387141e-01 5.578977910165998366e-02 5.575178002393810228e-01 3.450068973483201518e+00 1.122632192960669961e+00 -6.199990972508326870e-01 -2.360717967056712219e+00 -1.953044279243875678e+02 -2.250302972753181905e+02
3.189900523329645132e-01 4.637988838863869867e-02 4.948839244961904527e-01 3.443379862383155299e+00 1.051937169956679519e+00 -9.433876901874600485e-01 -2.361986624992938211e+00 -2.512471888226880026e+02 -2.809730581736186537e+02
2.801881835417671107e-01 3.303301969529419402e-02 6.385509640917638174e-01 3.091893381278280284e+00 9.741759260941083021e-01 -1.248251987816388464e+00 1.183550223162534998e-01 -1.748441076556062796e+02 -2.045699770065369307e+02
